g,HR_Region,shortage_pct,IMPLAN_category,crop_class,basin,i,p,y,xland,xlandsc,xwater,xwatersc,grev_base,gross_revenue,iterations,statussc,lambdawater
CLS03-IDs,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Cucurbits,161.7514,13.41,5276.415198,4780.451955667648,10702.328824851194,9672.109076743907,11444999.781906791,10369212.72055515,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Field and Grain,173.22984259999996,2.485487486,10961.92117,10607.040237113059,10541.71419547064,10174.935832972504,4719771.421704582,4566973.672188595,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Grapes Wine,730.6198687000001,7.837965953999999,353.25417410000006,351.07667056276426,860.7626710080848,853.3181702371195,2022936.0473389972,2010466.4129464098,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Orchards,2061.666385,2.066393172,1692.695334,1640.8841643137162,5509.514330311369,5327.523128042489,7211243.243996007,6990516.607690561,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Alfalfa and Pasture,Alfalfa and pasture,CLS,Pasture,215.0,3.5,5964.908696,4.832132631705108e-18,23869.57630048164,6.848343452563613e-08,4488593.793740001,3.636179805358094e-15,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Corn,Field and grain,CLS,Rice,370.9204663,4.450435008,184263.8212,117007.19149183446,829187.1954000001,525216.0255401277,304174871.6322284,193150490.53197595,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Safflower,429.9064999,1.059039203,415.014405,1.82726937136785e-07,808.5863989366618,4.5620991502279566e-07,188951.0107840177,8.319335197404338e-05,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Trees and Vine,Trees and vines,CLS,Subtropical,942.1801854,4.535541375,619.0154127999998,610.8443224746246,1519.1699934397259,1495.368929622706,2645236.838685566,2610319.3411661736,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Other field and grain,Field and grain,CLS,Sunflowers,3239.762235,0.6099125320000001,7910.757272,6756.072718127186,17331.150720769747,14764.425590223564,15631431.607666478,13349807.736311298,2,Good,90.83220281393625
CLS03-IDs,Sacramento River,0.7,Vegetables and non-tree fruits,Vegetables,CLS,Tomatoes Processing,77.35725946,46.64298896,11962.36644,9226.149962450007,27912.188356012546,21473.863819857488,43162297.1624697,33289552.55986757,2,Good,90.83220281393625
