g,i,hr,xland,p,y,xwater,omegaland,omegawater_unit,omegasupply,omegalabor,theta,omegawater,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
3B,Grapes,Sacramento River,6611.505489,1768.088912,10.32652959,2.661751325,5707.511085,133.0875663,6066.297444,4560.422484,0.13,50,0.312599493,0.249773629,0.332250166,1790.903888,1.055957181,1790.903888,0.17,62.62442621,1728.279462,-4.882352941,0.220720588,0.466475188,0.178565303,0.134238921,9.09329252,0.001163473,2940.941613,6611.505488,17598.1834,7.44E-07,9.71E-05,1.13E-10,5.52E-09,GOOD,1768.088912,1569.745449
3B,Lettuce,Sacramento River,14.04784201,1008,18.9,3.319237614,1600,215.7504449,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3806.449555,1.190180191,3806.449555,0.17,62.62442621,3743.825129,-4.882352941,0.057321691,0.800297809,0.13253081,0.00984969,13.62008532,0.284741243,347.7633818,14.04784201,46.62813026,4.77E-09,-4.66E-06,3.39E-10,1.00E-07,GOOD,1008,3306.073008
3B,Onions and Garlic,Sacramento River,120.3364612,237.8260314,20.6576823,2.113494575,788.809401,105.6747287,1375.299473,2049.389626,0.41,50,0.160557684,0.417141646,0.279934415,593.7613706,1.083305782,593.7613706,0.17,62.62442621,531.1369444,-4.882352941,0.155554362,0.459130585,0.154736262,0.230578791,18.29565508,0.020268374,5951.324485,120.336461,254.3304624,1.98E-07,-4.51E-06,1.64E-09,1.77E-08,GOOD,237.8260314,476.0931334
3B,Orchards,Sacramento River,877.4776763,2309.334094,2.07088168,3.327741402,681.468536,166.3870701,1653.290347,1740.896727,0.13,50,0.142496355,0.364024786,0.345706127,540.3149882,1.073687064,540.3149882,0.17,62.62442621,477.690562,-4.882352941,0.019222595,0.927375898,0.026011588,0.027389919,1.219081087,0.008766386,63.59850535,877.4776756,2920.01878,7.11E-07,1.32E-05,8.10E-10,4.51E-09,GOOD,2309.334094,153.0089163
3B,Pasture,Sacramento River,4152.018194,231.3889922,5,3.965593094,219.0404801,39.65593094,131.1544068,563.4300116,0.51,10,0.189326621,0.486998112,0.113362702,203.6641316,1.155852829,203.6641316,0.17,62.62442621,141.0397054,-4.882352941,0.012363677,0.96732044,0.003836132,0.016479751,2.499007503,0.000472248,125982.0301,4152.01815,16465.21405,4.35E-05,0.000627684,1.05E-08,3.81E-08,GOOD,231.3889922,86.06077663
3B,Pistachios,Sacramento River,4359.882715,4908.224613,1.249825398,3.663925668,1599.315875,183.1962834,319.3169032,1583.067859,0.4,50,0.260711671,0.258063009,0.052053284,2449.52686,1.585474028,2449.52686,0.17,62.62442621,2386.902434,-4.882352941,0.036882585,0.945787804,0.00290879,0.014420821,0.692253099,0.00057341,579601.5007,4359.882711,15974.28609,3.52E-06,0.000100623,8.08E-10,6.30E-09,GOOD,4908.224613,1961.505578
3B,Rice,Sacramento River,6583.353929,774.5349774,3.911625416,4.534377778,378.0637021,226.7188889,216.5505211,1737.988565,0.2,50,0.124786237,0.573652143,0.071476115,470.3690261,1.127415808,470.3690261,0.17,62.62442621,407.7445999,-4.882352941,0.002314436,0.992353786,0.000590727,0.004741051,1.464755015,0.000759491,7527.004975,6583.353914,29851.41351,1.50E-05,0.000245638,2.27E-09,8.23E-09,GOOD,774.5349774,-330.9411767
3B,Safflower,Sacramento River,772.1394843,566.272674,1.034446009,2.357007476,114.5737579,23.57007476,66.16231052,248.5120939,0.74,10,0.195592287,0.424242424,0.112947658,132.9602705,1.232026997,132.9602705,0.17,62.62442621,70.33584434,-4.882352941,0.117186722,0.733841187,0.031322337,0.117649754,0.795460769,0.001750139,36616.59493,772.1394705,1819.938483,1.38E-05,5.40E-05,1.79E-08,2.97E-08,GOOD,566.272674,100.9755029
3B,Subtropical,Sacramento River,7526.321481,1426.122657,2.926176068,2.972946835,843.5231851,148.6473418,1803.596752,668.3511361,0.13,50,0.202134149,0.160157528,0.432197361,708.967574,1.14729554,708.967574,0.17,62.62442621,646.3431478,-4.882352941,0.04513977,0.882986591,0.052440855,0.019432784,1.899693199,0.001022054,693.1518029,7526.321477,22375.35349,4.42E-06,0.000139353,5.88E-10,6.23E-09,GOOD,1426.122657,415.6942716
3B,Sunflowers,Sacramento River,8323.694569,3637.05749,0.601701512,2.873453662,453.0267168,143.6726831,387.8950797,849.6060148,0.74,50,0.207010582,0.388227513,0.177248677,354.2224966,1.136305643,354.2224966,0.17,62.62442621,291.5980704,-4.882352941,0.030006254,0.923994603,0.014418445,0.031580698,0.359912384,0.00016235,1287274.158,8323.694517,23917.75035,5.23E-05,0.00028988,6.28E-09,1.21E-08,GOOD,3637.05749,85.05838228
3B,Truck,Sacramento River,1136.469529,742.5153484,22.835,2.662234731,945.7732119,133.1117366,5245.145436,4255.029217,0.41,50,0.055780263,0.25095514,0.309350686,6376.278379,1.526406084,6376.278379,0.17,62.62442621,6313.653953,-4.882352941,0.224008708,0.485345724,0.160468447,0.130177121,19.96250047,0.002146141,297659.4009,1136.469529,3025.548639,4.13E-07,1.22E-05,3.63E-10,4.04E-09,GOOD,742.5153484,6155.015428
3B,Walnuts,Sacramento River,10361.13005,1941.701849,1.718936287,4.942462794,854.2534686,247.1231397,299.3270611,911.6708835,0.13,50,0.25594369,0.273146576,0.089681664,1025.287214,1.374658568,1025.287214,0.17,62.62442621,962.6627877,-4.882352941,0.003096313,0.994908716,0.000493105,0.001501866,0.59212916,0.00074242,1155.248528,10361.13004,51209.49943,7.40E-06,0.000346155,7.15E-10,6.76E-09,GOOD,1941.701849,51.01343008
3B,Tomatoes,Sacramento River,11778.1278,98.36808723,45.12697659,2.666779844,378.0837203,133.3389922,916.1768531,2411.986977,0.74,50,0.085172131,0.543356034,0.206390095,599.467827,1.101074499,599.467827,0.17,62.62442621,536.8434008,-4.882352941,0.048084345,0.788208095,0.045065413,0.118642147,33.0432184,0.000114734,2205785.18,11778.12774,31409.67348,5.80E-05,0.000333351,4.92E-09,1.06E-08,GOOD,98.36808723,377.2210824
4,Alfalfa,Sacramento River,7794.661126,280.6469987,5.962401488,3.537610105,471.6662224,35.37610105,252.5143029,311.8836593,1.86,10,0.281872792,0.186385019,0.150905255,601.889797,1.487388256,601.889797,0.17,62.62442621,539.2653708,-4.882352941,0.057933256,0.911609636,0.013626653,0.016830455,3.643555099,6.90E-05,9091661.078,7794.661049,27574.47109,7.70E-05,0.000876132,9.88E-09,3.18E-08,GOOD,280.6469987,512.1190455
4,Almonds,Sacramento River,4581.463992,4683.240486,0.738721068,3.971676207,752.6390797,198.5838104,323.8653982,1042.332314,0.4,50,0.217550367,0.301286212,0.093613311,1142.187811,1.421781248,1142.187811,0.17,62.62442621,1079.563385,-4.882352941,0.011138281,0.980830857,0.001903764,0.006127098,0.332646308,0.000545677,285034.6144,4581.463986,18196.09143,6.07E-06,0.000104588,1.33E-09,5.75E-09,GOOD,4683.240486,552.061027
4,Beans Dry,Sacramento River,7873.752261,1370.755748,1.280845402,2.293810917,149.5303492,114.6905459,124.7434966,884.8939851,1.68,50,0.085167237,0.504004546,0.071049516,481.8678203,1.312642142,481.8678203,0.17,62.62442621,419.2433941,-4.882352941,0.076566469,0.800999889,0.015127014,0.107306627,0.933034072,7.56E-05,4605594.8,7873.752176,18060.89862,8.49E-05,0.000275197,1.08E-08,1.52E-08,GOOD,1370.755748,333.47994
4,Corn,Sacramento River,10015.70748,229.087221,6.113531918,2.826875063,123.4453601,141.3437532,122.5287567,782.4343077,0.3,50,0.088141761,0.558669339,0.087487293,230.7798599,1.140275745,230.7798599,0.17,62.62442621,168.1554337,-4.882352941,0.014859243,0.947178848,0.005139907,0.032822003,3.421068354,0.000332811,37969.4313,10015.70744,28313.15346,4.04E-05,0.000249278,4.03E-09,8.80E-09,GOOD,229.087221,-27.437518
4,Cotton,Sacramento River,1256.323403,1698.847366,0.768,2.633766816,193.801177,131.6883408,102.0653411,580.9116495,0.68,50,0.148539114,0.445240339,0.078228087,296.2482687,1.232153464,296.2482687,0.17,62.62442621,233.6238425,-4.882352941,0.030504037,0.926982792,0.006353247,0.036159924,0.459232949,0.001170549,96201.5145,1256.323395,3308.862859,7.85E-06,3.03E-05,6.24E-09,9.15E-09,GOOD,1698.847366,81.10022743
4,Cucurbits,Sacramento River,5113.150981,202.6283347,12.01,1.97136542,111.9924863,96.81195395,1562.231795,546.6459553,0.05,50,0.046854775,0.228702604,0.653597591,73.83780655,0.98218172,115.8841095,0.17,62.62442621,53.2596833,-4.882352941,0.045157284,0.536935863,0.309580474,0.108326379,10.34510807,0.003911482,0.000120079,5111.172916,10074.70166,1.97806523,5.187366196,0.000386858,0.000514625,GOOD,202.6283347,21.8443252
4,Field and Grain,Sacramento River,12705.13381,209.6613847,3.03361867,2.845649619,120.4179202,71.14124048,72.10238442,309.7467197,0.74,25,0.189326621,0.486998112,0.113362702,62.62442621,1.056394644,62.62442621,0.17,62.62442621,0,-4.882352941,0.01487795,0.954084795,0.005860587,0.025176667,1.653693583,0.000106363,445531.1794,12705.13356,36154.35813,0.000245738,0.001052627,1.93E-08,2.91E-08,GOOD,209.6613847,-68.67737717
4,Onions and Garlic,Sacramento River,31.90768587,237.8260314,20.6576823,2.113494575,788.809401,105.6747287,1375.299473,2049.389626,0.41,50,0.160557684,0.417141646,0.279934415,593.7613706,1.083305782,593.7613706,0.17,62.62442621,531.1369444,-4.882352941,0.155554362,0.459130585,0.154736262,0.230578791,18.29565508,0.076440028,1578.017089,31.90768584,67.43672702,3.50E-08,-6.03E-06,1.10E-09,8.94E-08,GOOD,237.8260314,476.0931334
4,Orchards,Sacramento River,2542.791189,2309.334094,2.07088168,3.327741402,681.468536,166.3870701,1653.290347,1740.896727,0.13,50,0.142496355,0.364024786,0.345706127,540.3149882,1.073687064,540.3149882,0.17,62.62442621,477.690562,-4.882352941,0.019222595,0.927375898,0.026011588,0.027389919,1.219081087,0.003025143,184.2983855,2542.791188,8461.751478,1.47E-06,3.79E-05,5.77E-10,4.48E-09,GOOD,2309.334094,153.0089163
4,Pasture,Sacramento River,2392.91361,231.3889922,5,3.965593094,219.0404801,39.65593094,131.1544068,563.4300116,0.51,10,0.189326621,0.486998112,0.113362702,203.6641316,1.155852829,203.6641316,0.17,62.62442621,141.0397054,-4.882352941,0.012363677,0.96732044,0.003836132,0.016479751,2.499007503,0.000819413,72606.64581,2392.913592,9489.321425,1.81E-05,0.000261035,7.56E-09,2.75E-08,GOOD,231.3889922,86.06077663
4,Rice,Sacramento River,113471.8699,774.5349774,3.911625416,4.534377778,378.0637021,226.7188889,216.5505211,1737.988565,0.2,50,0.124786237,0.573652143,0.071476115,470.3690261,1.127415808,470.3690261,0.17,62.62442621,407.7445999,-4.882352941,0.002314436,0.992353786,0.000590727,0.004741051,1.464755015,4.41E-05,129736.8087,113471.8697,514524.3219,0.000187945,0.00335565,1.66E-09,6.52E-09,GOOD,774.5349774,-330.9411767
4,Safflower,Sacramento River,2635.482416,566.272674,1.034446009,2.357007476,114.5737579,23.57007476,66.16231052,248.5120939,0.74,10,0.195592287,0.424242424,0.112947658,132.9602705,1.232026997,132.9602705,0.17,62.62442621,70.33584434,-4.882352941,0.117186722,0.733841187,0.031322337,0.117649754,0.795460769,0.000512753,124980.5172,2635.482383,6211.851567,3.26E-05,0.000190136,1.24E-08,3.06E-08,GOOD,566.272674,100.9755029
4,Subtropical,Sacramento River,205.9524666,1426.122657,2.926176068,2.972946835,843.5231851,148.6473418,1803.596752,668.3511361,0.13,50,0.202134149,0.160157528,0.432197361,708.967574,1.14729554,708.967574,0.17,62.62442621,646.3431478,-4.882352941,0.04513977,0.882986591,0.052440855,0.019432784,1.899693199,0.037349918,18.96760906,205.9524665,612.2857371,8.51E-08,-3.39E-06,4.13E-10,5.54E-09,GOOD,1426.122657,415.6942716
4,Sunflowers,Sacramento River,17788.77638,3637.05749,0.601701512,2.873453662,453.0267168,143.6726831,387.8950797,849.6060148,0.74,50,0.207010582,0.388227513,0.177248677,354.2224966,1.136305643,354.2224966,0.17,62.62442621,291.5980704,-4.882352941,0.030006254,0.923994603,0.014418445,0.031580698,0.359912384,7.60E-05,2751065.882,17788.7763,51115.22417,7.86E-05,0.000466116,4.42E-09,9.12E-09,GOOD,3637.05749,85.05838228
4,Truck,Sacramento River,122.7592553,742.5153484,22.835,2.662234731,945.7732119,133.1117366,5245.145436,4255.029217,0.41,50,0.055780263,0.25095514,0.309350686,6376.278379,1.526406084,6376.278379,0.17,62.62442621,6313.653953,-4.882352941,0.224008708,0.485345724,0.160468447,0.130177121,19.96250047,0.019868354,32152.59667,122.7592553,326.8139578,3.10E-08,-4.76E-06,2.53E-10,1.46E-08,GOOD,742.5153484,6155.015428
4,Walnuts,Sacramento River,41990.71722,1941.701849,1.718936287,4.942462794,854.2534686,247.1231397,299.3270611,911.6708835,0.13,50,0.25594369,0.273146576,0.089681664,1025.287214,1.374658568,1025.287214,0.17,62.62442621,962.6627877,-4.882352941,0.003096313,0.994908716,0.000493105,0.001501866,0.59212916,0.000183191,4681.894158,41990.7172,207537.5564,2.20E-05,0.001113508,5.23E-10,5.37E-09,GOOD,1941.701849,51.01343008
4,Tomatoes,Sacramento River,24558.41527,98.36808723,45.12697659,2.666779844,378.0837203,133.3389922,916.1768531,2411.986977,0.74,50,0.085172131,0.543356034,0.206390095,599.467827,1.101074499,599.467827,0.17,62.62442621,536.8434008,-4.882352941,0.048084345,0.788208095,0.045065413,0.118642147,33.0432184,5.50E-05,4599252.901,24558.41519,65491.88632,8.45E-05,0.000523711,3.44E-09,8.00E-09,GOOD,98.36808723,377.2210824
5,Alfalfa,Sacramento River,938.6716029,280.6469987,5.962401488,3.537610105,471.6662224,35.37610105,252.5143029,311.8836593,1.86,10,0.281872792,0.186385019,0.150905255,601.889797,1.487388256,601.889797,0.17,62.62442621,539.2653708,-4.882352941,0.057933256,0.911609636,0.013626653,0.016830455,3.643555099,0.000572761,1094862.745,938.6715106,3320.653114,9.23E-05,0.001033889,9.83E-08,3.11E-07,GOOD,280.6469987,512.1190455
5,Almonds,Sacramento River,37953.48043,4683.240486,0.738721068,3.971676207,752.6390797,198.5838104,323.8653982,1042.332314,0.4,50,0.217550367,0.301286212,0.093613311,1142.187811,1.421781248,1142.187811,0.17,62.62442621,1079.563385,-4.882352941,0.011138281,0.980830857,0.001903764,0.006127098,0.332646308,6.59E-05,2361266.11,37953.47993,150738.9262,0.000499363,0.008948059,1.32E-08,5.94E-08,GOOD,4683.240486,552.061027
5,Beans Dry,Sacramento River,1543.633403,1370.755748,1.280845402,2.293810917,149.5303492,114.6905459,124.7434966,884.8939851,1.68,50,0.085167237,0.504004546,0.071049516,481.8678203,1.312642142,481.8678203,0.17,62.62442621,419.2433941,-4.882352941,0.076566469,0.800999889,0.015127014,0.107306627,0.933034072,0.000385608,902917.6609,1543.633235,3540.802609,0.000167622,0.00054292,1.09E-07,1.53E-07,GOOD,1370.755748,333.47994
5,Berries,Sacramento River,16.22204085,5808.7562,4.15,3.453441036,1090.53087,172.6720518,10044.6968,9336.946257,0.25,50,0.045238346,0.387323291,0.416682812,3461.492251,1.112065325,3461.492251,0.17,62.62442621,3398.867825,-4.882352941,0.046810867,0.75387742,0.103294943,0.096016769,3.118772009,0.246578099,338.1209115,16.2220408,56.02186525,4.94E-08,-3.69E-06,3.05E-09,6.59E-08,GOOD,5808.7562,3037.851554
5,Corn,Sacramento River,1094.294324,229.087221,6.113531918,2.826875063,123.4453601,141.3437532,122.5287567,782.4343077,0.3,50,0.088141761,0.558669339,0.087487293,230.7798599,1.140275745,230.7798599,0.17,62.62442621,168.1554337,-4.882352941,0.014859243,0.947178848,0.005139907,0.032822003,3.421068354,0.003046103,4148.457135,1094.29428,3093.433068,4.42E-05,0.000267832,4.04E-08,8.66E-08,GOOD,229.087221,-27.437518
5,Cucurbits,Sacramento River,527.730521,202.6283347,12.01,1.97136542,111.9924863,96.81195395,1562.231795,546.6459553,0.05,50,0.046854775,0.228702604,0.653597591,73.83780655,0.98218172,115.8841095,0.17,62.62442621,53.2596833,-4.882352941,0.045157284,0.536935863,0.309580474,0.108326379,10.34510807,0.03789813,1.24E-05,527.5263602,1039.814267,0.204160823,0.53543353,0.000386866,0.000514667,GOOD,202.6283347,21.8443252
5,Field and Grain,Sacramento River,8005.963931,209.6613847,3.03361867,2.845649619,120.4179202,71.14124048,72.10238442,309.7467197,0.74,25,0.189326621,0.486998112,0.113362702,62.62442621,1.056394644,62.62442621,0.17,62.62442621,0,-4.882352941,0.01487795,0.954084795,0.005860587,0.025176667,1.653693583,0.000168793,280745.296,8005.962381,22782.16158,0.001549985,0.006633042,1.94E-07,2.91E-07,GOOD,209.6613847,-68.67737717
5,Grapes,Sacramento River,213.931759,1768.088912,10.32652959,2.661751325,5707.511085,133.0875663,6066.297444,4560.422484,0.13,50,0.312599493,0.249773629,0.332250166,1790.903888,1.055957181,1790.903888,0.17,62.62442621,1728.279462,-4.882352941,0.220720588,0.466475188,0.178565303,0.134238921,9.09329252,0.035956829,95.16150497,213.9317588,569.4331238,1.69E-07,1.91E-05,7.89E-10,3.36E-08,GOOD,1768.088912,1569.745449
5,Orchards,Sacramento River,42051.93875,2309.334094,2.07088168,3.327741402,681.468536,166.3870701,1653.290347,1740.896727,0.13,50,0.142496355,0.364024786,0.345706127,540.3149882,1.073687064,540.3149882,0.17,62.62442621,477.690562,-4.882352941,0.019222595,0.927375898,0.026011588,0.027389919,1.219081087,0.000182924,3047.872925,42051.93851,139937.9705,0.000241933,0.007118876,5.75E-09,5.09E-08,GOOD,2309.334094,153.0089163
5,Pasture,Sacramento River,10510.68152,231.3889922,5,3.965593094,219.0404801,39.65593094,131.1544068,563.4300116,0.51,10,0.189326621,0.486998112,0.113362702,203.6641316,1.155852829,203.6641316,0.17,62.62442621,141.0397054,-4.882352941,0.012363677,0.96732044,0.003836132,0.016479751,2.499007503,0.000186552,318918.8808,10510.68073,41681.07354,0.000789391,0.01250551,7.51E-08,3.00E-07,GOOD,231.3889922,86.06077663
5,Pistachios,Sacramento River,488.9088301,4908.224613,1.249825398,3.663925668,1599.315875,183.1962834,319.3169032,1583.067859,0.4,50,0.260711671,0.258063009,0.052053284,2449.52686,1.585474028,2449.52686,0.17,62.62442621,2386.902434,-4.882352941,0.036882585,0.945787804,0.00290879,0.014420821,0.692253099,0.005113428,64995.39326,488.9088273,1791.325528,2.82E-06,8.44E-05,5.77E-09,4.71E-08,GOOD,4908.224613,1961.505578
5,Rice,Sacramento River,163628.855,774.5349774,3.911625416,4.534377778,378.0637021,226.7188889,216.5505211,1737.988565,0.2,50,0.124786237,0.573652143,0.071476115,470.3690261,1.127415808,470.3690261,0.17,62.62442621,407.7445999,-4.882352941,0.002314436,0.992353786,0.000590727,0.004741051,1.464755015,3.06E-05,187083.2434,163628.8523,741954.9968,0.002682356,0.0471167,1.64E-08,6.35E-08,GOOD,774.5349774,-330.9411767
5,Safflower,Sacramento River,538.2207607,566.272674,1.034446009,2.357007476,114.5737579,23.57007476,66.16231052,248.5120939,0.74,10,0.195592287,0.424242424,0.112947658,132.9602705,1.232026997,132.9602705,0.17,62.62442621,70.33584434,-4.882352941,0.117186722,0.733841187,0.031322337,0.117649754,0.795460769,0.002510775,25523.64175,538.2206937,1268.589943,6.70E-05,0.000413219,1.24E-07,3.26E-07,GOOD,566.272674,100.9755029
5,Subtropical,Sacramento River,5106.335123,1426.122657,2.926176068,2.972946835,843.5231851,148.6473418,1803.596752,668.3511361,0.13,50,0.202134149,0.160157528,0.432197361,708.967574,1.14729554,708.967574,0.17,62.62442621,646.3431478,-4.882352941,0.04513977,0.882986591,0.052440855,0.019432784,1.899693199,0.001506424,470.2782635,5106.335102,15180.8621,2.12E-05,0.000742671,4.15E-09,4.89E-08,GOOD,1426.122657,415.6942716
5,Sunflowers,Sacramento River,731.92811,3637.05749,0.601701512,2.873453662,453.0267168,143.6726831,387.8950797,849.6060148,0.74,50,0.207010582,0.388227513,0.177248677,354.2224966,1.136305643,354.2224966,0.17,62.62442621,291.5980704,-4.882352941,0.030006254,0.923994603,0.014418445,0.031580698,0.359912384,0.00184629,113193.983,731.9280776,2103.161324,3.24E-05,0.000184412,4.42E-08,8.77E-08,GOOD,3637.05749,85.05838228
5,Truck,Sacramento River,358.9825436,742.5153484,22.835,2.662234731,945.7732119,133.1117366,5245.145436,4255.029217,0.41,50,0.055780263,0.25095514,0.309350686,6376.278379,1.526406084,6376.278379,0.17,62.62442621,6313.653953,-4.882352941,0.224008708,0.485345724,0.160468447,0.130177121,19.96250047,0.00679427,94023.2238,358.9825427,955.6957573,9.15E-07,3.81E-05,2.55E-09,3.99E-08,GOOD,742.5153484,6155.015428
5,Walnuts,Sacramento River,66937.28676,1941.701849,1.718936287,4.942462794,854.2534686,247.1231397,299.3270611,911.6708835,0.13,50,0.25594369,0.273146576,0.089681664,1025.287214,1.374658568,1025.287214,0.17,62.62442621,962.6627877,-4.882352941,0.003096313,0.994908716,0.000493105,0.001501866,0.59212916,0.000114918,7463.394592,66937.28641,330835.0321,0.000346186,0.017279737,5.17E-09,5.22E-08,GOOD,1941.701849,51.01343008
5,Tomatoes,Sacramento River,1175.142397,98.36808723,45.12697659,2.666779844,378.0837203,133.3389922,916.1768531,2411.986977,0.74,50,0.085172131,0.543356034,0.206390095,599.467827,1.101074499,599.467827,0.17,62.62442621,536.8434008,-4.882352941,0.048084345,0.788208095,0.045065413,0.118642147,33.0432184,0.001149947,220078.4138,1175.142356,3133.845816,4.06E-05,0.000242532,3.45E-08,7.74E-08,GOOD,98.36808723,377.2210824
6,Alfalfa,Sacramento River,30962.24131,280.6469987,5.962401488,3.537610105,471.6662224,35.37610105,252.5143029,311.8836593,1.86,10,0.281872792,0.186385019,0.150905255,601.889797,1.487388256,601.889797,0.17,62.62442621,539.2653708,-4.882352941,0.057933256,0.911609636,0.013626653,0.016830455,3.643555099,1.74E-05,36114232.5,30962.24121,109532.3368,1.00E-04,0.000943474,3.23E-09,8.61E-09,GOOD,280.6469987,512.1190455
6,Almonds,Sacramento River,42570.6323,4683.240486,0.738721068,3.971676207,752.6390797,198.5838104,323.8653982,1042.332314,0.4,50,0.217550367,0.301286212,0.093613311,1142.187811,1.421781248,1142.187811,0.17,62.62442621,1079.563385,-4.882352941,0.011138281,0.980830857,0.001903764,0.006127098,0.332646308,5.87E-05,2648521.037,42570.63228,169076.7672,1.80E-05,0.000262318,4.23E-10,1.55E-09,GOOD,4683.240486,552.061027
6,Beans Dry,Sacramento River,2816.036415,1370.755748,1.280845402,2.293810917,149.5303492,114.6905459,124.7434966,884.8939851,1.68,50,0.085167237,0.504004546,0.071049516,481.8678203,1.312642142,481.8678203,0.17,62.62442621,419.2433941,-4.882352941,0.076566469,0.800999889,0.015127014,0.107306627,0.933034072,0.000211374,1647184.499,2816.036404,6459.455042,1.10E-05,2.94E-05,3.90E-09,4.55E-09,GOOD,1370.755748,333.47994
6,Berries,Sacramento River,13.28750641,5808.7562,4.15,3.453441036,1090.53087,172.6720518,10044.6968,9336.946257,0.25,50,0.045238346,0.387323291,0.416682812,3461.492251,1.112065325,3461.492251,0.17,62.62442621,3398.867825,-4.882352941,0.046810867,0.75387742,0.103294943,0.096016769,3.118772009,0.301034662,276.9555212,13.28750641,45.88762296,1.24E-09,-3.06E-06,9.34E-11,6.67E-08,GOOD,5808.7562,3037.851554
6,Corn,Sacramento River,8080.235918,229.087221,6.113531918,2.826875063,123.4453601,141.3437532,122.5287567,782.4343077,0.3,50,0.088141761,0.558669339,0.087487293,230.7798599,1.140275745,230.7798599,0.17,62.62442621,168.1554337,-4.882352941,0.014859243,0.947178848,0.005139907,0.032822003,3.421068354,0.000412529,30632.08098,8080.235907,22841.81736,1.12E-05,5.57E-05,1.39E-09,2.44E-09,GOOD,229.087221,-27.437518
6,Cucurbits,Sacramento River,3209.13723,202.6283347,12.01,1.97136542,111.9924863,96.81195395,1562.231795,546.6459553,0.05,50,0.046854775,0.228702604,0.653597591,73.83780655,0.98218172,115.8841095,0.17,62.62442621,53.2596833,-4.882352941,0.045157284,0.536935863,0.309580474,0.108326379,10.34510807,0.006232205,7.54E-05,3207.89575,6323.126472,1.241479981,3.255691735,0.000386858,0.000514621,GOOD,202.6283347,21.8443252
6,Field and Grain,Sacramento River,47807.28798,209.6613847,3.03361867,2.845649619,120.4179202,71.14124048,72.10238442,309.7467197,0.74,25,0.189326621,0.486998112,0.113362702,62.62442621,1.056394644,62.62442621,0.17,62.62442621,0,-4.882352941,0.01487795,0.954084795,0.005860587,0.025176667,1.653693583,2.83E-05,1676459.116,47807.28766,136042.7896,0.000317695,0.001228648,6.65E-09,9.03E-09,GOOD,209.6613847,-68.67737717
6,Grapes,Sacramento River,4019.630882,1768.088912,10.32652959,2.661751325,5707.511085,133.0875663,6066.297444,4560.422484,0.13,50,0.312599493,0.249773629,0.332250166,1790.903888,1.055957181,1790.903888,0.17,62.62442621,1728.279462,-4.882352941,0.220720588,0.466475188,0.178565303,0.134238921,9.09329252,0.001913685,1788.019348,4019.630882,10699.25782,1.10E-07,8.84E-06,2.75E-11,8.26E-10,GOOD,1768.088912,1569.745449
6,Lettuce,Sacramento River,29.46165931,1008,18.9,3.319237614,1600,215.7504449,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3806.449555,1.190180191,3806.449555,0.17,62.62442621,3743.825129,-4.882352941,0.057321691,0.800297809,0.13253081,0.00984969,13.62008532,0.135769678,729.3423622,29.46165931,97.79025007,2.36E-09,-2.32E-06,8.01E-11,2.37E-08,GOOD,1008,3306.073008
6,Onions and Garlic,Sacramento River,158.0376387,237.8260314,20.6576823,2.113494575,788.809401,105.6747287,1375.299473,2049.389626,0.41,50,0.160557684,0.417141646,0.279934415,593.7613706,1.083305782,593.7613706,0.17,62.62442621,531.1369444,-4.882352941,0.155554362,0.459130585,0.154736262,0.230578791,18.29565508,0.015433187,7815.862785,158.0376386,334.0116947,6.56E-08,-2.65E-06,4.15E-10,7.95E-09,GOOD,237.8260314,476.0931334
6,Orchards,Sacramento River,4275.152369,2309.334094,2.07088168,3.327741402,681.468536,166.3870701,1653.290347,1740.896727,0.13,50,0.142496355,0.364024786,0.345706127,540.3149882,1.073687064,540.3149882,0.17,62.62442621,477.690562,-4.882352941,0.019222595,0.927375898,0.026011588,0.027389919,1.219081087,0.001799306,309.8577983,4275.152368,14226.60152,8.17E-07,1.55E-05,1.91E-10,1.09E-09,GOOD,2309.334094,153.0089163
6,Pasture,Sacramento River,23300.63438,231.3889922,5,3.965593094,219.0404801,39.65593094,131.1544068,563.4300116,0.51,10,0.189326621,0.486998112,0.113362702,203.6641316,1.155852829,203.6641316,0.17,62.62442621,141.0397054,-4.882352941,0.012363677,0.96732044,0.003836132,0.016479751,2.499007503,8.42E-05,706996.2327,23300.63432,92400.83406,5.62E-05,0.000724753,2.41E-09,7.84E-09,GOOD,231.3889922,86.06077663
6,Pistachios,Sacramento River,4222.464934,4908.224613,1.249825398,3.663925668,1599.315875,183.1962834,319.3169032,1583.067859,0.4,50,0.260711671,0.258063009,0.052053284,2449.52686,1.585474028,2449.52686,0.17,62.62442621,2386.902434,-4.882352941,0.036882585,0.945787804,0.00290879,0.014420821,0.692253099,0.000592071,561333.2221,4222.464933,15470.79764,7.94E-07,1.70E-05,1.88E-10,1.10E-09,GOOD,4908.224613,1961.505578
