crop_code,internal_id,direct_jobs,direct_value_add,total_jobs,total_revenue,total_value_add
GRAIN,DAP055,0.00000117087945,0.74898417105815,0.00000410938748,1.44129960176951,1.02487318647655
PASTR,DAP055,0.00001450051784,0.52462756763768,0.00001828211367,1.49123209921645,0.83534170473062
PRTOM,DAP055,0.00000250208588,0.52407802705053,0.00000588310096,1.45561898577867,0.80673748862966
SAFLR,DAP055,0.00000040141772,0.95027157237443,0.00000351903592,1.50513166825385,1.27232311707082
ALFAL,DAP056,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
CORN,DAP056,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
CUCUR,DAP056,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
GRAIN,DAP056,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
OTHDEC,DAP056,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
OTHTRK,DAP056,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
PASTR,DAP056,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
PRTOM,DAP056,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
SAFLR,DAP056,0.00000091398270,0.95030603903445,0.00000513559856,1.69708842129229,1.37856518383343
VINE,DAP056,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
ALFAL,DAP057,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
CORN,DAP057,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
CUCUR,DAP057,0.00000342081038,0.52407802705053,0.00000646720446,1.35445078755932,0.73971445088396
GRAIN,DAP057,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
OTHFLD,DAP057,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
PASTR,DAP057,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
PRTOM,DAP057,0.00000342081038,0.52407802705053,0.00000646720446,1.35445078755932,0.73971445088396
SAFLR,DAP057,0.00000056504993,0.95031118590739,0.00000421888676,1.54625616293514,1.29327302590571
ALFAL,DAP058,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
CORN,DAP058,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
GRAIN,DAP058,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
PASTR,DAP058,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
ALFAL,DAP059,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP059,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
CUCUR,DAP059,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
GRAIN,DAP059,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHDEC,DAP059,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
PRTOM,DAP059,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
VINE,DAP059,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
ALFAL,DAP060,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
ALPIS,DAP060,0.00001564851426,0.66146323954231,0.00002079298995,1.60698779752533,1.05904869373699
CORN,DAP060,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
CUCUR,DAP060,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
GRAIN,DAP060,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHDEC,DAP060,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
OTHTRK,DAP060,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
