g,HR_Region,shortage_pct,IMPLAN_category,crop_class,basin,i,p,y,xland,xlandsc,xwater,xwatersc,grev_base,gross_revenue,iterations,statussc,lambdawater
CLS02-North-WAs,Sacramento River,0.5,Corn,Corn,CLS,Corn,166.71940680000003,5.454093572000001,5274.242618,6.0145826376747735e-21,12552.69743084,6.014582637672258e-08,4795885.927230168,5.469079509490883e-18,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Cotton,1657.32655,0.8275,63.33104399999999,6.0145826376749224e-21,176.16585408111033,6.014582637672483e-08,86854.58259649604,8.248625500116305e-18,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Vegetables and non-tree fruits,Vegetables,CLS,Cucurbits,161.7514,13.41,638.95433,6.01458263767487e-21,1294.9474423463182,6.014582637672192e-08,1385947.0669158662,1.3046148643219274e-17,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Field and Grain,173.22984259999996,2.485487486,9589.489405,6.014582637675195e-21,10804.158066163163,6.014582637672067e-08,4128856.369294423,2.5896423452185753e-18,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Orchards,2061.666385,2.066393172,1699.27859,1.1897373448066547e-07,4961.850577714881,4.3136947449774793e-07,7239289.319033806,0.0005068534908519301,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Alfalfa and Pasture,Alfalfa and pasture,CLS,Pasture,215.0,3.5,7134.15345,6.0145826376741114e-21,29047.894799628048,6.014582637672462e-08,5368450.471125,4.525973434849769e-18,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Corn,Field and grain,CLS,Rice,370.9204663,4.450435008,1914.465719,6.0145826376742205e-21,8615.095735500001,6.014582637672674e-08,3160318.5070663607,9.928616967897687e-18,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Safflower,429.9064999,1.059039203,323.861152,6.014582637674787e-21,606.6998913053797,6.014582637672091e-08,147450.04338843707,2.7383663196766732e-18,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Subtropical,942.1801854,4.535541375,7008.989906,6008.005749482855,16987.24284613549,14524.818041334467,29951497.035368305,25673994.228478987,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Sunflowers,3239.762235,0.6099125320000001,1049.442492,6.014582637675614e-21,2602.61738016,6.014582637672777e-08,2073668.5472501845,1.1884644404683562e-17,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Vegetables and non-tree fruits,Vegetables,CLS,Tomatoes Processing,77.35725946,46.64298896,515.626263,6.014582637675343e-21,1344.0657923918752,6.014582637672664e-08,1860469.1722167104,2.1701659484991835e-17,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Vegetables and non-tree fruits,Vegetables,CLS,Truck,742.4217034,17.44810947,159.206425,143.8839021284032,414.20204909473546,373.4021035450395,2062336.9690086327,1863851.2271387656,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Almonds,5165.974452,0.8565781309999999,47875.74192,28654.54173539231,169029.89679168936,100914.6867390423,211853066.0110735,126798087.6814186,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Vegetables and non-tree fruits,Vegetables,CLS,Berries,5388.84825,4.3725,73.470798,67.72015446211518,197.90881579904647,181.96221862363691,1731173.2354211942,1595672.322810526,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Pistachios,3834.493456,1.253131426,1460.470132,953.0618332450023,5866.000259411606,3818.417186904147,7017740.451332303,4579580.5290623875,2,Good,472.25133650760955
CLS02-North-WAs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Walnuts,1949.323208,2.037882063,16258.064219999998,13950.065950202088,56766.124936626205,48585.82424389795,64585010.54907209,55416508.65456191,2,Good,472.25133650760955
CLS03-IDs,Sacramento River,0.5,Alfalfa and Pasture,Alfalfa and pasture,CLS,Alfalfa,187.2098036,5.87624882,7001.673736,5746.000917875488,23502.284842840556,19239.19103290778,7702480.975037065,6321126.122304289,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Beans Dry,1054.225767,1.083582552,2607.765091,260.8084115437044,5598.002396215922,558.4690462301696,2978956.0612509213,297932.04958327394,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Corn,Corn,CLS,Corn,166.71940680000003,5.454093572000001,5950.540547,4.275759551709782e-07,15084.620286645,1.1697115125889044e-06,5410845.828626574,0.00038879620350193217,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Cotton,1657.32655,0.8275,2106.341442000001,936.4517961383647,5883.7137606178885,2609.2824358555436,2888716.105021286,1284285.31630296,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Vegetables and non-tree fruits,Vegetables,CLS,Cucurbits,161.7514,13.41,5276.415198,8.359141855514005e-06,10702.328824851194,1.7002156892561643e-05,11444999.781906791,0.018131699861214316,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Field and Grain,173.22984259999996,2.485487486,10961.92117,10376.104381634706,10541.71419547064,9953.407729166476,4719771.421704582,4467541.790310391,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Grapes Wine,730.6198687000001,7.837965953999999,353.25417410000006,350.6960118473686,860.7626710080848,852.3929506782035,2022936.0473389972,2008286.5427748272,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Orchards,2061.666385,2.066393172,1692.695334,1631.57690263129,5509.514330311369,5297.304875610568,7211243.243996007,6950865.687303787,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Alfalfa and Pasture,Alfalfa and pasture,CLS,Pasture,215.0,3.5,5964.908696,1.2292763860255965e-18,23869.57630048164,6.169138060467233e-08,4488593.793740001,9.250304804842615e-16,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Corn,Field and grain,CLS,Rice,370.9204663,4.450435008,184263.8212,65754.54932929901,829187.1954000001,295155.73035042326,304174871.6322284,108544810.7567768,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Other field and grain,Field and grain,CLS,Safflower,429.9064999,1.059039203,415.014405,8.582234641970383e-08,808.5863989366618,2.656095692391383e-07,188951.0107840177,3.9073870469289284e-05,2,Good,101.80616576467344
CLS03-IDs,Sacramento River,0.5,Trees and Vine,Trees and vines,CLS,Subtropical,942.1801854,4.535541375,619.0154127999998,609.3480222954713,1519.1699934397259,1491.7059328140917,2645236.838685566,2603925.205779908,2,Good,101.80616576467344
