g,i,hr,xland,p,y,xwater,omegaland,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,omegawater_init,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,xratio_labor,xratio_supply,,pc,pimarginal
Imperial,Grain,Colorado River,32523.20442,202,8.8,2.463802738,0.351483763,0.6729928083090427,0.036299510576689786,0.74,0.17,345.3012994,477.8051109,110.9675411,50,123.1901369,1653.4590649770003,13.637341950410814,1653.4590649770003,77.97136572,1575.487699,-4.882352941,0.14119522600173026,0.8587536071178972,0.10203929160070742,0.43936176661011367,5.980949763678693,4.155037535355354e-05,9818666.488,32523.205430361013,80130.75923082174,-0.001010361,0.000867708,3.106585076090197e-08,1.0828650063434688e-08,GOOD,3.1117324505343373,0.7226823065494933,,202,1653.349087
Imperial,Lettuce,Colorado River,32540.28917,1278,9.6,1.456538014,0.164570286,0.680529189,1.2720462492145637,0.25,0.17,2859.243032,5814.317411,7949.261967,50,72.8269007,12195.01633,158.36257759676667,12195.01633,77.97136572,12117.04497,-4.882352941,0.9638377952801223,0.036099594,0.4739759279728125,0.34667954148861074,9.539602943492543,0.000122925,1805452.6668968413,32540.289222172458,47396.16638009145,-5.22E-05,0.001782566,1.6033188127724144e-09,3.7609919339367795e-08,GOOD,0.35968660202607483,0.49175901826412594,,1278,12193.85595
Imperial,Onions & Garlic,Colorado River,10995.11091,230,26.9,3.522556052,0.178481578,0.8220938475297447,0.4158621200492846,0.41,0.17,887.6914461,1905.136225,1355.002253,50,176.1278026,6010.038223799999,33.29747857933714,6010.038223799999,77.97136572,5932.066858,-4.882352941,0.068001813,0.931990771,0.031685202600205166,0.044549466,15.603019170162069,0.000221828,2333177.293266138,10995.110951041914,38730.893069250975,-4.10E-05,0.001409181,3.732742183032392e-09,3.63838938494804e-08,GOOD,0.6551217479671209,0.46594644170006466,,230,6009.45576
Imperial,Other Deciduous,Colorado River,1041.791722,3010,2.9,3.064182243,0.215021845,0.54254216,0.5586272122329681,0.13,0.17,2284.866179,4950.948854,6009.195442,50,153.20911214999998,8574.887733983998,53.94335927,8574.887733983998,77.97136572,8496.916368,-4.882352941,0.19117873517424597,0.8088059231775947,0.12035499796632632,0.11860959753312271,2.0739832029404113,0.007383729,525.1335969,1041.7917229446675,3192.239572869974,-9.45E-07,0.000122587,9.067720259487652e-10,3.840150799251751e-08,GOOD,0.6204120841421951,0.6295417628777134,,3010,8574.474697
Imperial,Pasture,Colorado River,95317.93026,46,3.5,8.233264788,0.350906068,0.10289172336777223,0.068524209,0.51,0.17,328.209843,177.7241242,145.0367898,10,82.33264788,77.97136571499999,1.8467524445483334,77.97136571499999,77.97136572,0,-4.882352941,3.222204394768203e-05,0.9999676359888504,5.950566377981118e-05,7.291661658607651e-05,0.4876940689180235,2.057099129594015e-05,2400.9208890823165,95317.92537272301,784777.4054,0.004887277,0.3534721526084468,5.127342747167533e-08,4.5041051254471686e-07,GOOD,2.262942000342034,1.8467377139832826,,46,78.14503012
Imperial,Potatoes,Colorado River,724.3365153,758,10.9,5.581382827,0.150675135,1.4974640784942694,0.060261523,0.41,0.17,793.9256634,2502.863999,502.0871398,50,279.0691414,7982.409889039999,28.1238028,7982.409889039999,77.97136572,7904.438523,-4.882352941,0.00642354,0.9935760013045858,0.002037591,0.010157227068012172,3.9037248585566138,0.003367253,204808.84424375524,724.3365164418005,4042.7992319114687,-1.14E-06,0.000155553,1.5763399233172346e-09,3.847655015800366e-08,GOOD,1.5812507454985842,0.31720687248646934,,758,7981.422458
Imperial,Safflower,Colorado River,32.80834473,565,1.1,2.346040268,0.396694215,0.4537037030434028,0.032158708,0.74,0.17,212.2655769,227.006242,60.43672676,10,23.460402679999998,597.1057130229999,24.264073078374278,597.1057130229999,77.97136572,519.1343473,-4.882352941,0.2836891045881152,0.7160558420907431,0.26526773439479323,0.9963714931445081,0.8566965640384044,0.041189257,3265.4505068241638,32.808347887213095,76.96969610984166,-3.16E-06,1.7531639286971767e-06,9.623201412970849e-08,2.2777326368326703e-08,GOOD,3.5121951355556216,0.9350649358914657,,565,597.1570407
Imperial,Sunflowers,Colorado River,1062.630009,3640,0.6,5.544757405,0.386904762,0.3895547862245365,0.081201103,0.74,0.17,734.0697039,736.5793439,336.2917618,50,277.2378703,1905.8097487979999,7.476897522514785,1905.8097487979999,77.97136572,1827.838383,-4.882352941,0.001602217,0.9983973074759065,0.001596758,0.003497377,0.16509200437863797,0.001271704,372185.1772899039,1062.630022252003,5892.025422832411,-1.33E-05,0.000188346,1.2470947543328708e-08,3.196618082722719e-08,GOOD,2.182835824495322,0.9965928458037955,,3640,1905.904469
Imperial,Truck Crops,Colorado River,11365.46977,214,26.7,1.168233956,0.139554281,1.1244727167916924,1.262909809962677,0.41,0.17,7441.94487,27484.23099,27982.75263,50,58.4116978,5654.432796,91.66195940592847,5654.432796,77.97136572,5576.46143,-4.882352941,0.9782683458904847,0.02159049,0.3446316201064224,0.3251946668145872,26.63690356980763,0.0002146,2267179.9125254652,11365.46983769972,13277.527268286129,-6.77E-05,0.000442919,5.9566143743156345e-09,3.335857316208537e-08,GOOD,0.332418674,0.35228740820875265,,214,5652.861365
Oxnard Ventura,Alfalfa,South Coast,3.69060304,278,8.6,4.861060872,0.306290873,0.13122437452970753,0.081460253,1.86,0.17,739.7198673,484.1807412,381.4811931,50,243.05304360000002,2147.082227,9.342578301807267,2147.082227,653.8706967,1493.21153,-4.882352941,0.003905229,0.9960941189220363,0.005966317,0.007572524,2.823400545231333,0.14567657447172927,5988.651371868896,3.6905982870382275,17.94022161551166,4.7529617726027595e-06,2.4416316591668874e-05,1.287855052707798e-06,1.3609800305052259e-06,GOOD,1.939072961544676,1.5277763122781245,,278,2147.227981
Oxnard Ventura,Citrus & Subtropical,South Coast,21816.98849,3182,3.4,3.277692314,0.183365181,0.094855843,0.7506750003126099,0.13,0.17,2549.235389,1743.692937,5418.931559,50,163.88461569999998,10654.229126641998,62.60900751984845,10654.229126641998,653.8706967,10000.35843,-4.882352941,0.16500125845380886,0.8349909534216339,0.22941068802812328,0.081549202,2.3581269730563488,0.000352583,12942.998480078788,21816.98832462983,71509.30362537391,0.00016537,0.071862926,7.579880667128591e-09,1.0049441077034282e-06,GOOD,0.49423381869050864,1.3903572019867076,,3182,10653.88649
Oxnard Ventura,Corn,South Coast,46.27233384,787,7.8,2.879812638,0.234536008,1.320694044672553,0.033525185,0.3,0.17,423.9938724,1022.014707,159.5840787,50,143.9906319,5993.729607142999,40.355283084353324,5993.729607142999,653.8706967,5339.85891,-4.882352941,0.19225038576359152,0.8077289192935646,0.081016014,0.5084946525189603,5.591621264469783,0.072037286,2644.498001330203,46.272332624449426,133.25553106303573,1.2155505757505125e-06,0.000120719,2.6269489236346514e-08,9.059214354185546e-07,GOOD,2.644960375498291,0.4214088525991567,,787,5993.020613
Oxnard Ventura,Cucurbits,South Coast,163.6229866,648,26,2.078707055,0.087908733,0.5954029958862788,4.8590594140887005,0.05,0.17,920.9338517,2396.72349,6846.813993,50,103.9353528,16743.094386684003,152.95381990076046,16743.094386684003,653.8706967,16089.22369,-4.882352941,0.8189272363702007,0.18102960684303354,0.3146703462268745,0.11015018250094746,24.98960823635574,0.12223221452920234,0.000271308,163.62298647975067,340.1239366692964,1.2024932516396802e-07,0.000319936,7.349170655216975e-10,9.406453312872519e-07,GOOD,0.13450545739469513,0.38424701518246485,,648,16738.52228
Oxnard Ventura,Dry Beans,South Coast,1153.442278,1216,1.3,1.559609211,0.272510229,0.8579188204514863,0.0413722,1.68,0.17,521.9411016,903.6303871,214.6292221,50,77.98046055,1501.9573284239998,19.095291666677827,1501.9573284239998,653.8706967,848.0866317,-4.882352941,0.6872930947628273,0.31243710811603603,0.3873559999140485,1.763920787510276,1.2165268551616213,0.000516054,906517.6653474283,1153.4420801675897,1798.9170507687013,0.000197832,0.002150357,1.7151479020262467e-07,1.1953604808234213e-06,GOOD,2.5664753522934403,0.5635965250716192,,1216,1501.647738
