g,i,applied_water_unit,fallow_2018,fallow_2021,fallow_net_2021,applied_shortage_2021,fallow_2022,fallow_net_2022,applied_shortage_2022,year
WST01-ALL,Alfalfa,4.816666667,550.86875,1786.15117,1235.28242,5949.943656745094,2117.55609,1566.68734,7546.210688188895,2022
WST01-ALL,Almonds,4.655661788,1629.60554,2471.13732,841.5317799999998,3917.8873515336213,3411.35961,1781.75407,8295.244339312476,2022
WST01-ALL,Beans Dry,2.14,80.54814,2826.69846,2746.15032,5876.761684800001,4641.09907,4560.55093,9759.578990200001,2022
WST01-ALL,Berries,3.210888889,0,0,0,0,0,0,0,2022
WST01-ALL,Corn,2.473333333,115.52658,1685.44541,1569.91883,3882.9325723433603,2336.39901,2220.87243,5492.957809459708,2022
WST01-ALL,Cotton,3.466666667,32.44513,17997.14048,17964.695349999998,62277.61055265489,23701.75779,23669.31266,82053.61723,2022
WST01-ALL,Cucurbits,2.613333333,0,6436.48085,6436.48085,16820.669952521173,5910.36328,5910.36328,15445.74936976321,2022
WST01-ALL,Fallow,2.5,9178.352850000001,23855.20058,14676.84773,36692.11933,5452.145960000001,-3726.20689,-9315.517225,2022
WST01-ALL,Field and Grain,1.336666667,4457.37855,7210.79273,2753.4141799999998,3680.3969548511377,3551.74462,-905.63393,-1210.530687,2022
WST01-ALL,Grapes,3.82,450.34262,1198.34031,747.99769,2857.351176,1658.1813,1207.8386799999998,4613.943757599999,2022
WST01-ALL,Lettuce,2.57212037,162.00622,397.08237,235.07615,604.6441539161755,758.54673,596.54051,1534.3739973011889,2022
WST01-ALL,Onions and Garlic,3.016666667,613.57489,9865.3737,9251.79881,27909.593079917267,9933.65142,9320.07653,28115.564201940026,2022
WST01-ALL,Orchards,4.011967865,219.53296,475.34435,255.81139000000002,1026.3070761809824,784.29884,564.76588,2265.822561808446,2022
WST01-ALL,Pasture,5.376666667,0,118.72541,118.72541,638.3469544729085,118.72541,118.72541,638.3469544729085,2022
WST01-ALL,Pistachios,4.116401381,801.7383,0,-801.7383,-3300.276645,0,-801.7383,-3300.276645,2022
WST01-ALL,Subtropical,4.003872352,710.19465,697.42785,-12.7668,-51.11663754,898.31128,188.11663,753.1949738084137,2022
WST01-ALL,Tomatoes,2.63,668.16245,27568.7984,26900.63595,70748.67254849999,31111.37246,30443.21001,80065.64232629999,2022
WST01-ALL,Truck,1.66,152.61801,252.85403,100.23602,166.3917932,155.70329,3.0852800000000116,5.121564800000019,2022
WST01-ALL,Walnuts,4.29525364,3.90916,3.90916,0,0,3.90916,0,0,2022
WST01-ALL,Young Perennial,2.5,515.13483,380.19619,-134.93864,-337.3466,141.20416,-373.93067,-934.826675,2022
WWS01,Almonds,4.722483942,310.50933,268.23144,-42.27789,-199.6566566,260.83078,-49.67855,-234.6061546,2022
WWS01,Beans Dry,2.263333333,40.3945,77.9307,37.5362,84.95693265,253.81707,213.42257,483.0464166955258,2022
WWS01,Berries,3.210888889,0,0,0,0,0,0,0,2022
WWS01,Cucurbits,2.706666667,88.65649,42.33503,-46.32146,-125.3767517,0,-88.65649,-239.9635663,2022
WWS01,Fallow,2.5,0,75.07218,75.07218,187.68045,0,0,0,2022
WWS01,Field and Grain,1.598333333,0,0,0,0,35.72687,35.72687,57.10344720475771,2022
WWS01,Grapes,3.831666667,431.49881,2722.99278,2291.49397,8780.241062480498,1924.69919,1493.20038,5721.446123197733,2022
WWS01,Lettuce,2.57212037,65.84455,0,-65.84455,-169.3601083,0,-65.84455,-169.3601083,2022
WWS01,Onions and Garlic,3.445,0,21.8206,21.8206,75.171967,279.64918,279.64918,963.3914251,2022
WWS01,Orchards,4.299588556,90.59717,23.04777,-67.5494,-290.4346272,68.12896,-22.46821,-96.60405859,2022
WWS01,Pasture,2.5,0,0,0,0,0,0,0,2022
WWS01,Pistachios,4.187293858,0,0,0,0,0,0,0,2022
WWS01,Potatoes,2.246666667,39.10918,0,-39.10918,-87.86529108,0,-39.10918,-87.86529108,2022
WWS01,Subtropical,4.185634409,0,0.86656,0.86656,3.627103353,0,0,0,2022
WWS01,Tomatoes,2.5,0,0,0,0,77.6396,77.6396,194.099,2022
WWS01,Truck,1.708333333,262.09907,415.20487,153.10580000000004,261.55574161563146,270.44467,8.3456,14.257066663884782,2022
WWS01,Young Perennial,2.5,0,0,0,0,0,0,0,2022
WYC01-FULL,Almonds,3.317468184,0,0,0,0,0,0,0,2022
WYC01-FULL,Fallow,2.5,14.03087,7.31096,-6.71991,-16.799775,14.03087,0,0,2022
WYC01-FULL,Field and Grain,0.889166667,0,0,0,0,0,0,0,2022
WYC01-FULL,Orchards,2.912498237,0.74249,0,-0.74249,-2.162500816,0.74249,0,0,2022
WYC01-FULL,Pasture,3.9475,0,0,0,0,0,0,0,2022
WYC01-FULL,Subtropical,2.193061555,2.56248,2.56248,0,0,2.56248,0,0,2022
WYC01-FULL,Truck,2.826666667,0,0,0,0,0,0,0,2022
WYC01-FULL,Walnuts,3.375156512,0,0,0,0,29.65005,29.65005,100.07355933862561,2022
WYC01-FULL,Young Perennial,2.5,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Alfalfa,3.903333333,0,46.24957,46.24957,180.5274882179168,294.20988,294.20988,1148.399232,2022
YLO01-SE-IDs,Almonds,3.636694444,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Beans Dry,1.963333333,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Corn,2.086666667,59.76128,36.97581,-22.78547,-47.54568074,53.51864,-6.24264,-13.0263088,2022
YLO01-SE-IDs,Cucurbits,2.38,0,102.82733,102.82733,244.7290454,296.02943,296.02943,704.5500433999999,2022
YLO01-SE-IDs,Fallow,2.5,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Field and Grain,0.936666667,146.36563,0,-146.36563,-137.0958068,221.90761,75.54198,70.75765462518065,2022
YLO01-SE-IDs,Grapes,2.46,259.84577,0,-259.84577,-639.2205942,228.10641,-31.73936,-78.0788256,2022
YLO01-SE-IDs,Onions and Garlic,3.233333333,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Orchards,3.783333333,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Pasture,4.02,0,0,0,0,74.34724,74.34724,298.87590479999994,2022
YLO01-SE-IDs,Pistachios,2.5,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Rice,4.5,0,0,0,0,135.30061,135.30061,608.852745,2022
YLO01-SE-IDs,Safflower,1.063333333,0,36.36326,36.36326,38.66626645454558,95.92117,95.92117,101.99617740135962,2022
YLO01-SE-IDs,Subtropical,3.31,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Sunflowers,2.206666667,0,0,0,0,0,0,0,2022
YLO01-SE-IDs,Tomatoes,2.843333333,0,251.5707,251.5707,715.2993569161431,185.43806,185.43806,527.2622172,2022
YLO01-SE-IDs,Truck,2.53,51.13227,0,-51.13227,-129.3646431,0,-51.13227,-129.3646431,2022
YLO01-SE-IDs,Walnuts,3.549518518,0,0,0,0,0,0,0,2022
YLO02-NE-IDs,Alfalfa,3.263333333,0,0,0,0,167.6918,167.6918,547.2342406107693,2022
YLO02-NE-IDs,Corn,2.546666667,0,0,0,0,0,0,0,2022
YLO02-NE-IDs,Cucurbits,2.15,0,681.18254,681.18254,1464.542461,681.18254,681.18254,1464.542461,2022
YLO02-NE-IDs,Fallow,2.5,0,0,0,0,0,0,0,2022
YLO02-NE-IDs,Field and Grain,0.96,0,534.32414,534.32414,512.9511744,385.54727,385.54727,370.1253792,2022
YLO02-NE-IDs,Rice,4.5,0,7758.75677,7758.75677,34914.40547,14424.95857,14424.95857,64912.313565000004,2022
YLO02-NE-IDs,Safflower,2.023333333,0,431.4056,431.4056,872.8773305228648,375.26404,375.26404,759.2842408082454,2022
YLO02-NE-IDs,Sunflowers,2.231666667,227.32519,1114.48771,887.1625200000001,1979.851024095721,1664.33434,1437.00915,3206.925420229003,2022
YLO02-NE-IDs,Tomatoes,2.116666667,0,865.68562,865.68562,1832.3678959552285,879.68482,879.68482,1861.999535959895,2022
YLO02-NE-IDs,Walnuts,3.287452175,0,0,0,0,0,0,0,2022
YLO02-NE-IDs,Young Perennial,2.5,0,0,0,0,0,0,0,2022
YLO03-CC-WAs,Alfalfa,3.51,201.67261,3040.94905,2839.27644,9965.860304,4991.96818,4790.29557,16813.93745,2022
YLO03-CC-WAs,Almonds,3.555052716,2629.12201,556.71981,-2072.4022,-7367.49907,789.78558,-1839.33643,-6538.937971,2022
YLO03-CC-WAs,Beans Dry,2.005,147.20338,360.41312,213.20973999999998,427.4855286999999,643.70608,496.5027,995.4879135,2022
YLO03-CC-WAs,Berries,2.5,0,1.48652,1.48652,3.7163000000000004,2.38744,2.38744,5.9685999999999995,2022
YLO03-CC-WAs,Corn,2.305,178.68439,2359.56337,2180.87898,5026.926049,2294.8396,2116.15521,4877.737759,2022
YLO03-CC-WAs,Cucurbits,2.17,462.29845,437.00694,-25.29151,-54.8825767,272.24237,-190.05608,-412.4216936,2022
YLO03-CC-WAs,Fallow,2.5,653.04141,798.1521,145.11068999999998,362.77672499999994,1615.01733,961.9759199999999,2404.9397999999997,2022
YLO03-CC-WAs,Field and Grain,0.951666667,1211.22152,3129.52015,1918.2986299999998,1825.580863522766,3947.50928,2736.28776,2604.033852512096,2022
YLO03-CC-WAs,Grapes,1.94,223.45437,285.86345,62.40907999999999,121.07361519999998,581.93075,358.47637999999995,695.4441771999999,2022
YLO03-CC-WAs,Lettuce,2.57212037,14.28116,14.28116,0,0,34.56676,20.285600000000002,52.177004977672006,2022
YLO03-CC-WAs,Onions and Garlic,2.861666667,0,18.13343,18.13343,51.891832189377816,0,0,0,2022
YLO03-CC-WAs,Orchards,3.262636488,29.96077,280.841,250.88023,818.5309925158323,220.30155,190.34078,621.0127739823806,2022
YLO03-CC-WAs,Pasture,3.926666667,254.22546,944.4542,690.22874,2710.2981859634097,966.83398,712.60852,2798.176122104203,2022
YLO03-CC-WAs,Pistachios,4.049961225,488.00055,0,-488.00055,-1976.383305,4.2444,-483.75615,-1959.19365,2022
YLO03-CC-WAs,Rice,4.5,902.93804,13286.36622,12383.428179999999,55725.42681,12643.78203,11740.843990000001,52833.79796,2022
YLO03-CC-WAs,Safflower,1.555,189.68935,1150.81169,961.12234,1494.545239,745.43607,555.74672,864.1861495999999,2022
YLO03-CC-WAs,Subtropical,2.566525249,288.02993,212.02798,-76.00195,-195.0609236,244.32188,-43.70805,-112.1778139,2022
YLO03-CC-WAs,Sunflowers,2.12,256.79561,3316.53334,3059.73773,6486.643988,4278.45133,4021.6557199999997,8525.910126,2022
YLO03-CC-WAs,Tomatoes,2.561666667,909.15445,4254.18498,3345.03053,8568.853208798344,5845.81484,4936.66039,12646.078367362219,2022
YLO03-CC-WAs,Truck,2.558333333,104.67153,123.40162,18.73008999999999,47.91781357708995,494.79875,390.12721999999997,998.0754710366242,2022
YLO03-CC-WAs,Walnuts,3.504925647,886.03477,815.61366,-70.42111,-246.8207545,2254.24515,1368.2103800000002,4795.475651353617,2022
YLO03-CC-WAs,Young Perennial,2.5,589.32551,201.97515,-387.35036,-968.3759,340.18153,-249.14398,-622.85995,2022
