i,g,year,xland,p,y,xwater,omegaland,theta,sigma,patch_economics,patch_water,omegaother,omegaland_init,omegaother_init,omegawater_unit,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betaother,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,omegasupply,omegalabor
Potatoes,KRN05-SC,2022,10710.44379,316.2258,23.4875,2.246666667,758.5181794,0.41,0.17,No,No,5392.0748847000000,758.5181794,5392.0748847000000,45,101.10000001500000,1175.6604133850000,1.1314806894750800,1175.6604133850000,39.34863282,1136.311781,-4.882352941,0.1536589390219430,0.4179729107976410,0.4283681501804160,21.081996869500600,0.000227724,725950.0375,10711.760685720900,24065.755681017400,-1.316895721,-2.958629247,0.000122954,0.000122955,GOOD,0,0
Subtropical,KRN05-SC,2022,36062.47429,654.5088042,14.79755688,4.122852895,1957.695769,0.13,0.17,No,No,5737.034851,1957.695769,5737.034851,45,185.52838027500000,1804.8722583352800,1.1705115950742100,1804.8722583352800,39.34863282,1765.523626,-4.882352941,0.019140344,0.9516751148530640,0.029184541060218300,7.987361360937010,0.000213305,7965.090552823490,36063.18984409860,148683.2266367120,-0.715554099,-2.950109323,1.98420688727542E-05,1.9841968224903E-05,GOOD,0,0
Tomatoes Fresh,KRN05-SC,2022,144.6836144,330.145,19.3975,2.485,171.4677163,1.06,0.17,No,No,5056.876629,171.4677163,5056.876629,45,111.82500000000000,1063.8182922000000,1.1421053249193300,1063.8182922000000,39.34863282,1024.469659,-4.882352941,0.07811982,0.6020819374804050,0.3197982421210590,16.11917332186560,0.006520408,71403.89096721450,144.75647773629700,359.7198647109260,-0.072863336,-0.181082927,0.000503605,0.000503653,GOOD,0,0
Tomatoes Processing,KRN05-SC,2022,3472.406746,75.98456236,53.94007231,2.5,349.0875853,1.1100000000000000,0.17,No,No,3072.919072,349.0875853,3072.919072,45,112.5,564.1061310421050,1.1043806475142500,564.1061310421050,39.34863282,524.7574982,-4.882352941,0.065935862,0.7121883572002440,0.2218757805540370,42.03414354,0.000259446,1368143.738520850,3474.9127015081700,8687.28176,-2.505955508,-6.264894676,0.000721677,0.000721678,GOOD,0,0
Truck,KRN05-SC,2022,8918.534185,923.9057692,21.11899336,1.708333333,1033.026808,0.41,0.17,No,No,10376.62628,1033.026808,10376.62628,45,76.87499999,8025.431716015490,1.6177924885523300,8025.431716015490,39.34863282,7986.083083,-4.882352941,0.4421926707708240,0.051267715,0.5065396145074030,20.90946647975240,0.000273478,2877306.8699216900,8918.764591868110,15236.222846259900,-0.230406868,-0.393616524,2.58346117566427E-05,2.58349262463518E-05,GOOD,0,0
Almonds,KRN05-SC,2022,16973.22195,5115.183836,1.143761761,4.681069698,1272.789667,0.4,0.17,No,No,2310.380063,1272.789667,2310.380063,45,210.6481364,2056.733805592100,1.4686930605227800,2056.733805592100,39.34863282,2017.385173,-4.882352941,0.008313874,0.9859170695960250,0.005769056,0.48129793077058200,0.000147291,1833610.3589288800,16974.39458581660,79458.32413279350,-1.172635817,-5.48918522,6.9087402498181E-05,6.90873424926884E-05,GOOD,0,0
Berries,KRN05-SC,2022,431.978238,6318.852028,4.903289478,3.210888889,1401.62695,0.25,0.17,No,No,24910.65024,1401.62695,24910.65024,45,144.49,4526.393472,1.115320395990400,4526.393472,39.34863282,4487.044839,-4.882352941,0.080294958,0.5822906135292800,0.3374144282160550,4.1044131081175200,0.009259726,11647.730106589000,431.98866018979800,1387.0675963407900,-0.01042219,-0.033471657,2.41266547269764E-05,2.41318192507973E-05,GOOD,0,0
Lettuce,KRN05-SC,2022,3996.957247,479.2433265,17.02508876,2.57212037,668.4841990517210,0.25,0.17,No,No,6992.585148498560,706.2286879,7387.406077,45,109.55938702130300,-50.22001025,0.9465548631838880,388.5314367285790,39.34863282,349.1828039,-4.882352941,0.053630054,0.5915854848853580,0.3547844606653660,14.213640937681100,0.001000761,18625.04269862700,3991.425989598100,10265.086434853400,5.531257401897620,15.568718174425200,0.001383867,0.00151437,GOOD,0,0
Pistachios,KRN05-SC,2022,9074.970613,4379.7619,1.466522812,4.143356956,1674.55647,0.4,0.17,No,No,1991.883383,1674.55647,1991.883383,45,186.451063,2570.1298212584600,1.5876812347243400,2570.1298212584600,39.34863282,2530.781188,-4.882352941,0.021345679,0.9686375379681950,0.010016783302083200,0.7260140096329140,0.000275483,1253054.285640200,9075.461148422700,37602.87507977310,-0.490535423,-2.032464904,5.40536651435912E-05,5.4053706317965E-05,GOOD,0,0
Alfalfa,KRN06-OTHER,2022,1846.759611,199.736451,8.253403632,5.348333333,464.6688622,0.2790000000000000,0.17,No,No,556.0248873,464.6688622,556.0248873,45,240.675,387.1368006411900,1.2446838297488200,387.1368006411900,23.58811349,363.5486871,-4.882352941,0.000983521,0.9983744763153060,0.000642003,2.2878580124386100,0.001940821,11845.351527759700,1846.8451167039500,9877.543287,-0.085505704,-0.457301245,4.63003974333892E-05,4.62992066651825E-05,GOOD,0,0
Corn,KRN06-OTHER,2022,2383.233799,50.43552386,24.76768295,2.396666667,110.1041373,0.45000000000000000,0.17,No,No,807.1601673000000,110.1041373,807.1601673000000,45,107.85000001500000,224.0567597666400,1.1605405588690200,224.0567597666400,23.58811349,200.4686463,-4.882352941,0.037817504,0.8708349342754960,0.091347561,16.590617680665900,0.00093244,36094.72264798230,2383.708352206500,5712.9543484439500,-0.474553207,-1.137342713,0.000199122,0.000199121,GOOD,0,0
Cotton,KRN06-OTHER,2022,830.891641,2858.852174,0.790424805,3.553333333,335.6549753,1.02,0.17,No,No,1182.885618,335.6549753,1182.885618,45,159.9,581.2670792727760,1.2822035847053800,581.2670792727760,23.58811349,557.6789658,-4.882352941,0.011443320001597700,0.9737940962215390,0.014762583776863400,0.3805803562653610,0.001179928,284039.9925386380,831.0220359860370,2952.8983029586900,-0.130394986,-0.463338882,0.000156934,0.000156934,GOOD,0,0
Field and Grain,KRN06-OTHER,2022,6233.845247,223.9885826,2.362115685,1.233333333,100.1702431,0.11100000000000000,0.17,No,No,317.6430683,100.1702431,317.6430683,45,55.49999999,55.77363281537810,1.0646062886614400,55.77363281537810,23.58811349,32.18551932,-4.882352941,0.24827665775225100,0.24600704593448900,0.505716296,2.2805574838060300,0.001445177,11.201055515355100,6234.563500298640,7689.294975,-0.718253299,-0.885838726,0.000115218,0.000115217,GOOD,0,0
Grapes Table,KRN06-OTHER,2022,889.3394024,1745.214488,11.85729761,3.835,2338.709704,0.13,0.17,No,No,15535.16928,2338.709704,15535.16928,45,172.575,2647.073591499770,1.0920772312205900,2647.073591499770,23.58811349,2623.485478,-4.882352941,0.034929982,0.8562319162654980,0.10883810143458500,7.983690451345080,0.008649462,261.79294907481900,889.3426049,3410.628891043250,-0.003202537,-0.012282839,3.6010293655594E-06,3.60135443651372E-06,GOOD,0,0
Grapes Wine,KRN06-OTHER,2022,1334.009104,361.6777551,11.83919792,3.835,2310.404805619390,0.13,0.17,No,No,1607.3424955988400,2486.957134,1730.169482,45,160.3236758200460,-107.7270903,0.929008697,203.9035488519130,23.58811349,180.3154354,-4.882352941,0.019901569,0.9673757925507640,0.012722638798358200,5.922638121393460,0.005766308,197.10621211532600,1333.1636035743200,5110.095752304000,0.8455004256807120,5.829161536003990,0.000633804,0.001139415,GOOD,0,0
Onions and Garlic,KRN06-OTHER,2022,380.020658,426.9855608,22.97465084,3.646666667,1575.045865,0.41,0.17,No,No,6838.207534000000,1575.045865,6838.207534000000,45,164.1,1232.4907740865900,1.0892297777260900,1232.4907740865900,23.58811349,1208.902661,-4.882352941,0.027927651261897800,0.9040500573787390,0.068022291,14.264371362788900,0.006418136,37844.034474453800,380.0283507673330,1385.8367239247900,-0.007692767,-0.028057625,2.02430240849827E-05,2.02463914858383E-05,GOOD,0,0
Orchards,KRN06-OTHER,2022,356.0429189,1503.259449,11.50880315,4.142674167,2465.289127,0.13,0.17,No,No,12278.85373,2465.289127,12278.85373,45,186.4203375,2370.1538894034600,1.1035667709849800,2370.1538894034600,23.58811349,2346.565776,-4.882352941,0.023075842,0.9183266545975090,0.058597503,6.905051606118880,0.021605001206239900,101.63222752756400,356.0442410773820,1474.9752843036100,-0.001322177,-0.005481833,3.71353371242598E-06,3.71657324519997E-06,GOOD,0,0
Pasture,KRN06-OTHER,2022,62.868426,215,3.5,5.81,101.0837153,0.0765,0.17,No,No,317.6096283,101.0837153,317.6096283,45,261.45,72.35665640000000,1.053699449,72.35665640000000,23.58811349,48.76854291,-4.882352941,0.000123206,0.9996511747113060,0.000225619,0.747992194,0.20792464924820300,0.001516021,62.872835528139100,365.2911841446230,-0.004409528,-0.025629085,7.01389937634987E-05,7.01656213340776E-05,GOOD,0,0
Potatoes,KRN06-OTHER,2022,2282.39543,316.2258,23.4875,1.963333333,758.5181794,0.41,0.17,No,No,5392.0748847000000,758.5181794,5392.0748847000000,45,88.34999999,1188.4104134150000,1.1337930008195800,1188.4104134150000,23.58811349,1164.8223,-4.882352941,0.20030715828071400,0.24493639026185000,0.5547564514574360,22.22848764309610,0.001068625,157027.63286250000,2282.4623057881000,4481.234325515450,-0.066875788,-0.13129871,2.93007018965271E-05,2.93005335514369E-05,GOOD,0,0
Safflower,KRN06-OTHER,2022,81.483536,434.207238,1.140815583,2.493333333,96.24055397129450,0.74,0.17,Yes,No,264.3226482440020,97.10684075,266.7018866,45,111.19906765307500,19.341656046789700,0.991079034,23.588113493418600,23.58811349,0,-4.882352941,0.011871222318479800,0.9619427823975630,0.026185995,0.6155385779276790,0.016584348417959600,1502.3643376152100,80.94013066979040,201.72125813597500,0.5434053302096370,1.4443582635305200,0.006668897,0.007109265,GOOD,0,0
Subtropical,KRN06-OTHER,2022,5136.973834,654.5088042,14.79755688,3.789997907,1957.695769,0.13,0.17,No,No,5737.034851,1957.695769,5737.034851,45,170.5499058,1819.850732795280,1.1727406926854700,1819.850732795280,23.58811349,1796.262619,-4.882352941,0.0305795,0.9229788053526110,0.046441694234702800,8.784694937336370,0.00149744,1143.9666832030700,5136.9982861202600,19469.21272560970,-0.02445212,-0.092646436,4.76002429685336E-06,4.7586349822181E-06,GOOD,0,0
Truck,KRN06-OTHER,2022,1009.874472,923.9057692,21.11899336,2.49,1033.026808,0.41,0.17,No,No,10376.62628,1033.026808,10376.62628,45,112.05000000000000,7990.256716000490,1.612853474730370,7990.256716000490,23.58811349,7966.668603,-4.882352941,0.3107866177452100,0.33181393039225200,0.3573994518625380,19.467990223378500,0.002415176,325105.43364058300,1009.8807959034100,2514.6031844582300,-0.006323903,-0.015749178,6.26206879060999E-06,6.26312611135135E-06,GOOD,0,0
Almonds,KRN06-OTHER,2022,8635.674228,5115.183836,1.143761761,4.547077591,1272.789667,0.4,0.17,No,No,2310.380063,1272.789667,2310.380063,45,204.6184916,2062.763450407100,1.4710310205614300,2062.763450407100,23.58811349,2039.175337,-4.882352941,0.009854536,0.9833196927897830,0.006825771,0.4981675317518420,0.000289497,939086.8871543850,8635.817586557130,39267.73256490920,-0.143358557,-0.651799594,1.66007370518984E-05,1.65991354972502E-05,GOOD,0,0
Lettuce,KRN06-OTHER,2022,220.017272,479.2433265,17.02508876,2.57212037,668.4841990517210,0.25,0.17,No,No,6992.585148498560,706.2286879,7387.406077,45,109.55938702130300,-50.22001025,0.9465548631838880,388.5314367285790,23.58811349,364.9433232,-4.882352941,0.053630054,0.591585485,0.35478446066536600,14.213640937681100,0.018180390855859700,1041.1154229825100,219.69439036307700,565.0065764178260,0.3228816369229720,0.9043306452049360,0.001467529,0.001598009,GOOD,0,0
Pistachios,KRN06-OTHER,2022,3501.76033,4379.7619,1.466522812,4.001203021,1674.55647,0.4,0.17,No,No,1991.883383,1674.55647,1991.883383,45,180.0541359,2576.526748333460,1.5903216342948400,2576.526748333460,23.58811349,2552.938635,-4.882352941,0.026063923092890000,0.9617235906669370,0.012212486240173600,0.7560925975195090,0.000713927,486063.8454211300,3501.8058727399500,14011.436219299800,-0.04554274,-0.182208086,1.30056701943228E-05,1.30044095785569E-05,GOOD,0,0
Field and Grain,LMS01-IDs,2022,401.405227,173.2298426,2.485487486,1.06,81.51658446,0.11100000000000000,0.17,No,No,258.4917158,81.51658446,258.4917158,25,26.5,64.05230569404970,1.1188224650310800,64.05230569404970,64.05230569,0,-4.882352941,0.331379657,0.080178017,0.5884423252577610,2.4753004772953900,0.022443676372477800,0.4442107626059600,401.40538884787900,425.48936580327400,-0.000161848,0.000174817,4.03203216494336E-07,4.10860220379163E-07,GOOD,0,0
Orchards,LMS01-IDs,2022,667.0207213,2061.666385,2.066393172,2.81556953,607.0648734,0.13,0.17,No,No,3023.605103,607.0648734,3023.605103,25,70.38923825000000,559.1541262559230,1.0962661777735700,559.1541262559230,64.05230569,495.1018206,-4.882352941,0.076641381,0.7246538565901730,0.19870476275545300,1.592103734342870,0.011532336922480700,43.61171619073670,667.0207287832490,1878.0417595061300,-7.48E-06,0.001459265,1.12189156242097E-08,7.77013411346265E-07,GOOD,0,0
Pasture,LMS01-IDs,2022,3982.788281,215,3.5,4.226666667,101.0837153,0.0765,0.17,No,No,317.6096283,101.0837153,317.6096283,25,105.6666667,228.13998972500000,1.366745466136540,228.13998972500000,64.05230569,164.087684,-4.882352941,0.002721956,0.9946521105336530,0.002625933,1.2365609491861800,0.003282096,0.16995082813385300,3982.788204663830,16833.90290742370,7.63361708777666E-05,0.015561597218038500,1.91665148865508E-08,9.24419186577157E-07,GOOD,0,0
Almonds,LMS01-IDs,2022,732.3809764,5165.974452,0.856578131,3.517285906,962.6735903,0.4,0.17,No,No,1747.454374,962.6735903,1747.454374,25,87.93214765,1627.0006289379100,1.5061661987716800,1627.0006289379100,64.05230569,1562.948323,-4.882352941,0.057341708,0.9039653876979550,0.038692905,0.532272433,0.003413524,60733.621507223100,732.3809781142930,2575.9912523784300,-1.71E-06,0.002033736,2.34071135303169E-09,7.89495771005516E-07,GOOD,0,0
Walnuts,LMS01-IDs,2022,5206.517591,1949.323208,2.037882063,3.484297341,1016.733954,0.13,0.17,No,No,1441.331846,1016.733954,1441.331846,25,87.10743353,1427.3175674478200,1.486470359948310,1427.3175674478200,64.05230569,1363.265262,-4.882352941,0.057494911,0.9085985834821810,0.033906505,1.254106404989570,0.001477438,735.0903515534690,5206.517596276560,18141.04098339580,-5.28E-06,0.014414795263292000,1.01345212071144E-09,7.94595184618059E-07,GOOD,0,0
Field and Grain,LMS02-WAs,2022,58.033583,173.2298426,2.485487486,1.06,81.51658446,0.11100000000000000,0.17,No,No,258.4917158,81.51658446,258.4917158,25,26.5,64.05230569404970,1.1188224650310800,64.05230569404970,64.05230569,0,-4.882352941,0.331379657,0.080178017,0.5884423252577610,2.4753004772953900,0.1552378561394190,0.064222238,58.033625222682300,61.51556942088390,-4.22E-05,2.85591161528487E-05,7.2755601398379E-07,4.64258124616359E-07,GOOD,0,0
Orchards,LMS02-WAs,2022,297.7873554,2061.666385,2.066393172,2.781581304,607.0648734,0.13,0.17,No,No,3023.605103,607.0648734,3023.605103,25,69.5395326,560.0038319059230,1.0965179212391500,560.0038319059230,64.05230569,495.9515262,-4.882352941,0.080726117,0.7101311823134700,0.2091427003028590,1.6088864783772600,0.025831545741675500,19.48519654647220,297.7873633194440,828.3187421379690,-7.92E-06,0.00099821,2.65942929228656E-08,1.20510260279816E-06,GOOD,0,0
Pasture,LMS02-WAs,2022,1794.091762,215,3.5,4.226666667,101.0837153,0.0765,0.17,No,No,317.6096283,101.0837153,317.6096283,25,105.6666667,228.13998972500000,1.366745466136540,228.13998972500000,64.05230569,164.087684,-4.882352941,0.002721956,0.9946521105336530,0.002625933,1.236560949186180,0.00728608,0.076556261,1794.0917446994200,7583.017028,1.73005767010181E-05,0.010820244837304900,9.6430835186111E-09,1.42690295409908E-06,GOOD,0,0
Almonds,LMS02-WAs,2022,123.2800875,5165.974452,0.856578131,3.474307359,962.6735903,0.4,0.17,No,No,1747.454374,962.6735903,1747.454374,25,86.85768398,1628.0750926129100,1.5067447933991100,1628.0750926129100,64.05230569,1564.022787,-4.882352941,0.061225361345897000,0.897478265,0.041296374,0.5394191777492300,0.020279025,10227.506829857300,123.2800894802620,428.3123958173680,-1.98E-06,0.000519402,1.60631107630915E-08,1.21266958617903E-06,GOOD,0,0
Walnuts,LMS02-WAs,2022,2796.800304,1949.323208,2.037882063,3.460822375,1016.733954,0.13,0.17,No,No,1441.331846,1016.733954,1441.331846,25,86.52055937500000,1427.9044415978200,1.486813194,1427.9044415978200,64.05230569,1363.852136,-4.882352941,0.059619747,0.9052291071338390,0.035151145645891100,1.263400746279050,0.002750396,394.9680067037670,2796.8003198639300,9679.217069411420,-1.59E-05,0.012001079,5.67217001392776E-09,1.23987959120777E-06,GOOD,0,0
Alfalfa,MAD01-SW-WA,2022,1752.859594,205.8588937,7.063149253,5.256666667,409.846448,0.2790000000000000,0.17,No,No,490.42413550000000,409.846448,490.42413550000000,35,183.9833333,369.75817441556100,1.2771670904151500,369.75817441556100,95.06876719,274.6894072,-4.882352941,0.001280637,0.9979137547974210,0.000805608,2.0510997381051200,0.00204479,9292.583837265450,1753.002352011410,9214.949031995860,-0.142758011,-0.750432285,8.14429244057168E-05,8.14430334645643E-05,GOOD,0,0
Corn,MAD01-SW-WA,2022,5843.530438,44.88630607,26.76544219,2.573333333,105.8936729,0.45000000000000000,0.17,No,No,776.2937598000000,105.8936729,776.2937598000000,35,90.06666665500000,229.14773088423100,1.1768448392601500,229.14773088423100,95.06876719,134.0789637,-4.882352941,0.032830313,0.8911015742400920,0.076068113,17.26909703709610,0.000380288,68383.40139131080,5845.719485160380,15042.984801921100,-2.18904716,-5.633143416,0.00037461,0.00037461,GOOD,0,0
Field and Grain,MAD01-SW-WA,2022,591.178514,187.333843,2.812754651,0.45,99.76076638,0.11100000000000000,0.17,No,No,316.3446046,99.76076638,316.3446046,35,15.75,95.06876718795390,1.1620383727031500,95.06876718795390,95.06876719,0,-4.882352941,0.38090332164102400,0.000624168,0.6184725101800180,2.8299298598240500,0.015239067042631100,0.8006422369808150,591.3098421525590,266.08944015891400,-0.131328153,-0.059108859,0.000222146,0.000222188,GOOD,0,0
Grapes Table,MAD01-SW-WA,2022,260.066703,390.5459,12.435,3.44,548.8575719,0.13,0.17,No,No,3645.8544970000000,548.8575719,3645.8544970000000,35,120.40000000000000,541.3261976,1.0718561250733900,541.3261976,95.06876719,446.2574304,-4.882352941,0.019861708,0.9137156395900140,0.066422652,7.567235419344850,0.029578210526657400,15.352340499858200,260.07349223295500,894.6528222233660,-0.006789233,-0.023363903,2.61057370152053E-05,2.61157322161931E-05,GOOD,0,0
Grapes Wine,MAD01-SW-WA,2022,8408.823398,510.5784914,8.495282366,3.44,2369.362728857670,0.13,0.17,No,No,1648.3593664636000,2519.211063,1752.608455,35,113.23833748759000,-54.71106365,0.940517753,206.5480216404440,95.06876719,111.4792545,-4.882352941,0.047371369134107300,0.9223150650720040,0.030313565793888900,5.062875529378650,0.00091479,1237.5162283439600,8405.751477713500,28907.44537622770,3.0719202865038800,18.907112892280600,0.000365321,0.000653629,GOOD,0,0
Orchards,MAD01-SW-WA,2022,122.2037529,3117.281059,2.261810582,4.236848828,1004.69895,0.13,0.17,No,No,5004.09924,1004.69895,5004.09924,35,148.289709,893.6113873343660,1.0906051385695200,893.6113873343660,95.06876719,798.5426201,-4.882352941,0.010680912,0.9611633437437820,0.028155744726312500,1.1678754939490100,0.062946575,13.072390793344300,122.20551349364500,517.7662963065550,-0.001760594,-0.007469055,1.44070341774848E-05,1.44257414760232E-05,GOOD,0,0
