g,i,year,xwater,omegaland,omegasupply,omegalabor,p,y,xland
1,APPLE,2008,1.726473581,414.6541255,1654.345388,1262.826468,531.696,18.45,110.990393
1,APPLE,2009,1.879023876,457.3618226,1824.736268,1392.892484,636.48,17,98.563916
1,APPLE,2010,1.627832464,500.8702376,1998.321773,1525.397082,640.512,18.5,87.015194
1,APPLE,2011,1.82453528,616.3674888,2459.121107,1877.143216,796.824,18.3,87.015194
1,APPLE,2012,1.789351698,776.2306154,3096.926955,2364.005338,842.38,21.8,91.558976
1,APPLE,2013,1.651014226,636.7088158,2540.276891,1939.092596,780.472,19.3,91.558985
1,APPLE,2014,1.706729937,579.5597734,2312.269381,1765.045556,566.574,24.2,91.558985
1,APPLE,2015,1.967008482,649.032176,2589.443396,1976.62331,834.492,18.4,91.558965
1,APPLE,2016,2.043081621,669.4147242,2670.763639,2038.698229,713.372,22.2,83.090255
1,APPLE,2017,2.046490738,665.6627895,2655.794547,2027.271737,692.224,22.75,82.236588
1,APPLE,2018,2.017508863,571.2373147,2279.065271,1739.699561,686,19.7,82.236588
2,APPLE,2010,1.981000945,500.8702376,1998.321773,1525.397082,640.512,18.5,5.832469
2,APPLE,2011,2.072922095,616.3674888,2459.121107,1877.143216,796.824,18.3,7.986221
2,APPLE,2012,2.11892684,776.2306154,3096.926955,2364.005338,842.38,21.8,7.986222
2,APPLE,2013,2.025341167,636.7088158,2540.276891,1939.092596,780.472,19.3,10.37085
2,APPLE,2014,2.152245011,579.5597734,2312.269381,1765.045556,566.574,24.2,10.37085
2,APPLE,2015,2.249914922,649.032176,2589.443396,1976.62331,834.492,18.4,10.370848
2,APPLE,2016,2.279146886,669.4147242,2670.763639,2038.698229,713.372,22.2,25.283257
2,APPLE,2017,2.226279542,665.6627895,2655.794547,2027.271737,692.224,22.75,25.283257
2,APPLE,2018,2.180819969,571.2373147,2279.065271,1739.699561,686,19.7,25.283257
3,APPLE,2008,1.99170557,414.6541255,1654.345388,1262.826468,531.696,18.45,194.198997
3,APPLE,2009,2.113042197,457.3618226,1824.736268,1392.892484,636.48,17,196.217811
3,APPLE,2010,1.734306821,500.8702376,1998.321773,1525.397082,640.512,18.5,133.091141
3,APPLE,2011,2.045647599,616.3674888,2459.121107,1877.143216,796.824,18.3,107.805274
3,APPLE,2012,1.93210725,776.2306154,3096.926955,2364.005338,842.38,21.8,107.805282
3,APPLE,2013,1.908006254,636.7088158,2540.276891,1939.092596,780.472,19.3,92.3444
3,APPLE,2014,1.97186886,579.5597734,2312.269381,1765.045556,566.574,24.2,92.3444
3,APPLE,2015,2.239634409,649.032176,2589.443396,1976.62331,834.492,18.4,92.344391
3,APPLE,2016,2.053380416,669.4147242,2670.763639,2038.698229,713.372,22.2,82.413241
3,APPLE,2017,2.20504838,665.6627895,2655.794547,2027.271737,692.224,22.75,82.413241
3,APPLE,2018,2.200424861,571.2373147,2279.065271,1739.699561,686,19.7,81.054563
5,APPLE,2008,2.11841388,414.6541255,1654.345388,1262.826468,531.696,18.45,1.461366
5,APPLE,2009,2.195945851,457.3618226,1824.736268,1392.892484,636.48,17,1.465784
5,APPLE,2010,1.835937414,500.8702376,1998.321773,1525.397082,640.512,18.5,1.465784
5,APPLE,2011,2.129723115,616.3674888,2459.121107,1877.143216,796.824,18.3,1.465784
5,APPLE,2012,2.020111581,776.2306154,3096.926955,2364.005338,842.38,21.8,1.465784
5,APPLE,2013,1.90286507,636.7088158,2540.276891,1939.092596,780.472,19.3,2.888293
5,APPLE,2014,1.998477472,579.5597734,2312.269381,1765.045556,566.574,24.2,2.888293
5,APPLE,2015,2.321673784,649.032176,2589.443396,1976.62331,834.492,18.4,2.888294
5,APPLE,2016,2.232671039,669.4147242,2670.763639,2038.698229,713.372,22.2,2.888294
5,APPLE,2017,2.431972317,665.6627895,2655.794547,2027.271737,692.224,22.75,2.888294
5,APPLE,2018,2.362258968,571.2373147,2279.065271,1739.699561,686,19.7,3.510043
6,APPLE,2008,2.269406166,414.6541255,1654.345388,1262.826468,531.696,18.45,2.087739
6,APPLE,2009,2.253569875,457.3618226,1824.736268,1392.892484,636.48,17,2.087739
6,APPLE,2010,1.980755748,500.8702376,1998.321773,1525.397082,640.512,18.5,2.087739
6,APPLE,2011,2.145402975,616.3674888,2459.121107,1877.143216,796.824,18.3,2.087739
6,APPLE,2012,2.018716343,776.2306154,3096.926955,2364.005338,842.38,21.8,6.234069
6,APPLE,2013,2.140089039,636.7088158,2540.276891,1939.092596,780.472,19.3,6.234064
6,APPLE,2014,2.220416733,579.5597734,2312.269381,1765.045556,566.574,24.2,8.708049
6,APPLE,2015,2.34910818,649.032176,2589.443396,1976.62331,834.492,18.4,8.708051
6,APPLE,2016,2.272661088,669.4147242,2670.763639,2038.698229,713.372,22.2,8.708051
6,APPLE,2017,2.255142343,665.6627895,2655.794547,2027.271737,692.224,22.75,9.626417
6,APPLE,2018,2.286081691,571.2373147,2279.065271,1739.699561,686,19.7,9.882022
7,APPLE,2008,1.763712784,414.6541255,1654.345388,1262.826468,531.696,18.45,3.640535
7,APPLE,2009,1.99626819,457.3618226,1824.736268,1392.892484,636.48,17,3.640535
7,APPLE,2010,1.474290873,500.8702376,1998.321773,1525.397082,640.512,18.5,3.640535
7,APPLE,2011,1.75319602,616.3674888,2459.121107,1877.143216,796.824,18.3,1.515004
7,APPLE,2012,1.676168538,776.2306154,3096.926955,2364.005338,842.38,21.8,1.515005
7,APPLE,2013,1.770918739,636.7088158,2540.276891,1939.092596,780.472,19.3,63.362639
7,APPLE,2014,1.765014466,579.5597734,2312.269381,1765.045556,566.574,24.2,63.362639
7,APPLE,2015,2.246434399,649.032176,2589.443396,1976.62331,834.492,18.4,68.365648
7,APPLE,2016,1.948366482,669.4147242,2670.763639,2038.698229,713.372,22.2,68.365648
7,APPLE,2017,2.063292186,665.6627895,2655.794547,2027.271737,692.224,22.75,68.365648
7,APPLE,2018,2.179373131,571.2373147,2279.065271,1739.699561,686,19.7,69.102148
10,APPLE,2008,1.951132459,414.6541255,1654.345388,1262.826468,531.696,18.45,2.852284
10,APPLE,2009,1.909313753,457.3618226,1824.736268,1392.892484,636.48,17,6.533038
10,APPLE,2010,1.369747389,500.8702376,1998.321773,1525.397082,640.512,18.5,5.791554
10,APPLE,2011,1.794480637,616.3674888,2459.121107,1877.143216,796.824,18.3,5.791554
10,APPLE,2012,1.698152656,776.2306154,3096.926955,2364.005338,842.38,21.8,15.28143
10,APPLE,2013,1.661771765,636.7088158,2540.276891,1939.092596,780.472,19.3,14.958018
10,APPLE,2014,1.799151542,579.5597734,2312.269381,1765.045556,566.574,24.2,14.958018
10,APPLE,2015,2.164670976,649.032176,2589.443396,1976.62331,834.492,18.4,14.95802
10,APPLE,2016,1.939739924,669.4147242,2670.763639,2038.698229,713.372,22.2,14.95802
10,APPLE,2017,1.987510501,665.6627895,2655.794547,2027.271737,692.224,22.75,17.800835
10,APPLE,2018,2.176441899,571.2373147,2279.065271,1739.699561,686,19.7,17.800835
11,APPLE,2010,1.532766536,500.8702376,1998.321773,1525.397082,640.512,18.5,0.511597
11,APPLE,2011,1.951508984,616.3674888,2459.121107,1877.143216,796.824,18.3,0.511597
11,APPLE,2012,1.842864147,776.2306154,3096.926955,2364.005338,842.38,21.8,0.511598
11,APPLE,2013,1.661306535,636.7088158,2540.276891,1939.092596,780.472,19.3,0.511597
11,APPLE,2014,1.921292354,579.5597734,2312.269381,1765.045556,566.574,24.2,0.511597
11,APPLE,2015,2.195659136,649.032176,2589.443396,1976.62331,834.492,18.4,0.511598
11,APPLE,2016,2.083901127,669.4147242,2670.763639,2038.698229,713.372,22.2,0.511598
11,APPLE,2017,2.026850373,665.6627895,2655.794547,2027.271737,692.224,22.75,0.511598
11,APPLE,2018,2.191254106,571.2373147,2279.065271,1739.699561,686,19.7,0.511598
12,APPLE,2008,2.22508518,414.6541255,1654.345388,1262.826468,531.696,18.45,4.355684
12,APPLE,2009,1.998064327,457.3618226,1824.736268,1392.892484,636.48,17,4.355684
12,APPLE,2010,1.705149585,500.8702376,1998.321773,1525.397082,640.512,18.5,4.32979
12,APPLE,2011,2.024315781,616.3674888,2459.121107,1877.143216,796.824,18.3,4.32979
12,APPLE,2012,2.038112701,776.2306154,3096.926955,2364.005338,842.38,21.8,4.329791
12,APPLE,2013,1.793627686,636.7088158,2540.276891,1939.092596,780.472,19.3,4.32979
12,APPLE,2014,1.994552653,579.5597734,2312.269381,1765.045556,566.574,24.2,4.32979
12,APPLE,2015,2.237015647,649.032176,2589.443396,1976.62331,834.492,18.4,4.32979
12,APPLE,2016,2.313669656,669.4147242,2670.763639,2038.698229,713.372,22.2,4.32979
12,APPLE,2017,2.125179665,665.6627895,2655.794547,2027.271737,692.224,22.75,4.32979
12,APPLE,2018,2.235185922,571.2373147,2279.065271,1739.699561,686,19.7,4.32979
13,APPLE,2008,2.28245537,414.6541255,1654.345388,1262.826468,531.696,18.45,1.067707
13,APPLE,2009,1.997593503,457.3618226,1824.736268,1392.892484,636.48,17,1.067707
13,APPLE,2010,1.654315153,500.8702376,1998.321773,1525.397082,640.512,18.5,0.799169
13,APPLE,2011,2.115646495,616.3674888,2459.121107,1877.143216,796.824,18.3,1.054386
13,APPLE,2012,2.099171861,776.2306154,3096.926955,2364.005338,842.38,21.8,1.054385
13,APPLE,2013,1.843234317,636.7088158,2540.276891,1939.092596,780.472,19.3,1.054386
13,APPLE,2014,2.043760717,579.5597734,2312.269381,1765.045556,566.574,24.2,1.054386
13,APPLE,2015,2.283030892,649.032176,2589.443396,1976.62331,834.492,18.4,1.054385
13,APPLE,2016,2.296540433,669.4147242,2670.763639,2038.698229,713.372,22.2,1.054385
13,APPLE,2017,2.14030234,665.6627895,2655.794547,2027.271737,692.224,22.75,1.054385
13,APPLE,2018,2.280240752,571.2373147,2279.065271,1739.699561,686,19.7,1.054385
15,APPLE,2012,2.082126658,776.2306154,3096.926955,2364.005338,842.38,21.8,16.506617
15,APPLE,2013,1.895791815,636.7088158,2540.276891,1939.092596,780.472,19.3,16.506617
15,APPLE,2014,1.997793961,579.5597734,2312.269381,1765.045556,566.574,24.2,16.506617
15,APPLE,2015,2.152023335,649.032176,2589.443396,1976.62331,834.492,18.4,16.506616
15,APPLE,2016,2.310154795,669.4147242,2670.763639,2038.698229,713.372,22.2,16.506616
15,APPLE,2017,2.121760233,665.6627895,2655.794547,2027.271737,692.224,22.75,16.506616
15,APPLE,2018,2.240886143,571.2373147,2279.065271,1739.699561,686,19.7,22.563536
17,APPLE,2008,2.490361314,414.6541255,1654.345388,1262.826468,531.696,18.45,3.247016
17,APPLE,2009,2.371671208,457.3618226,1824.736268,1392.892484,636.48,17,3.247016
17,APPLE,2010,2.123264982,500.8702376,1998.321773,1525.397082,640.512,18.5,8.656516
17,APPLE,2011,2.271787874,616.3674888,2459.121107,1877.143216,796.824,18.3,8.656516
17,APPLE,2012,2.185885482,776.2306154,3096.926955,2364.005338,842.38,21.8,18.872767
17,APPLE,2013,2.176207863,636.7088158,2540.276891,1939.092596,780.472,19.3,18.872766
17,APPLE,2014,2.434079048,579.5597734,2312.269381,1765.045556,566.574,24.2,11.946809
17,APPLE,2015,2.545503538,649.032176,2589.443396,1976.62331,834.492,18.4,11.946807
17,APPLE,2016,2.466619804,669.4147242,2670.763639,2038.698229,713.372,22.2,11.946807
17,APPLE,2017,2.421078748,665.6627895,2655.794547,2027.271737,692.224,22.75,20.335649
17,APPLE,2018,2.433333452,571.2373147,2279.065271,1739.699561,686,19.7,20.335649
18,APPLE,2008,2.417292528,414.6541255,1654.345388,1262.826468,531.696,18.45,8.58068
18,APPLE,2009,2.325026406,457.3618226,1824.736268,1392.892484,636.48,17,8.58068
18,APPLE,2010,2.105025695,500.8702376,1998.321773,1525.397082,640.512,18.5,8.58068
18,APPLE,2011,2.204262749,616.3674888,2459.121107,1877.143216,796.824,18.3,8.228158
18,APPLE,2012,2.239645817,776.2306154,3096.926955,2364.005338,842.38,21.8,7.627599
18,APPLE,2013,2.124115276,636.7088158,2540.276891,1939.092596,780.472,19.3,7.627599
18,APPLE,2014,2.365570094,579.5597734,2312.269381,1765.045556,566.574,24.2,7.627599
18,APPLE,2015,2.394161657,649.032176,2589.443396,1976.62331,834.492,18.4,7.627598
18,APPLE,2016,2.394161657,669.4147242,2670.763639,2038.698229,713.372,22.2,7.627598
18,APPLE,2017,2.262305622,665.6627895,2655.794547,2027.271737,692.224,22.75,7.627598
18,APPLE,2018,2.29056807,571.2373147,2279.065271,1739.699561,686,19.7,7.627598
23,APPLE,2008,2.375391287,414.6541255,1654.345388,1262.826468,531.696,18.45,1.513964
23,APPLE,2009,2.137924112,457.3618226,1824.736268,1392.892484,636.48,17,1.513964
23,APPLE,2010,1.780804255,500.8702376,1998.321773,1525.397082,640.512,18.5,1.513964
23,APPLE,2011,2.261545623,616.3674888,2459.121107,1877.143216,796.824,18.3,5.483486
23,APPLE,2012,2.196587014,776.2306154,3096.926955,2364.005338,842.38,21.8,15.517034
23,APPLE,2013,1.946406695,636.7088158,2540.276891,1939.092596,780.472,19.3,15.517036
23,APPLE,2014,2.199532594,579.5597734,2312.269381,1765.045556,566.574,24.2,15.517036
23,APPLE,2015,2.415188561,649.032176,2589.443396,1976.62331,834.492,18.4,15.517033
23,APPLE,2016,2.428386687,669.4147242,2670.763639,2038.698229,713.372,22.2,15.517033
23,APPLE,2017,2.238519996,665.6627895,2655.794547,2027.271737,692.224,22.75,15.517033
23,APPLE,2018,2.382736857,571.2373147,2279.065271,1739.699561,686,19.7,15.517033
25,APPLE,2008,2.283120074,414.6541255,1654.345388,1262.826468,531.696,18.45,0.986895
25,APPLE,2009,2.229579566,457.3618226,1824.736268,1392.892484,636.48,17,0.986895
25,APPLE,2010,1.673803359,500.8702376,1998.321773,1525.397082,640.512,18.5,0.986895
25,APPLE,2011,2.173873012,616.3674888,2459.121107,1877.143216,796.824,18.3,0.986895
25,APPLE,2012,2.104237184,776.2306154,3096.926955,2364.005338,842.38,21.8,0.986895
25,APPLE,2013,1.905653453,636.7088158,2540.276891,1939.092596,780.472,19.3,0.986895
25,APPLE,2014,2.136802279,579.5597734,2312.269381,1765.045556,566.574,24.2,0.986895
25,APPLE,2015,2.503035916,649.032176,2589.443396,1976.62331,834.492,18.4,0.986895
25,APPLE,2016,2.397846229,669.4147242,2670.763639,2038.698229,713.372,22.2,0.986895
25,APPLE,2017,2.181473512,665.6627895,2655.794547,2027.271737,692.224,22.75,0.986895
25,APPLE,2018,2.487805033,571.2373147,2279.065271,1739.699561,686,19.7,0.986895
27,APPLE,2008,2.633835501,414.6541255,1654.345388,1262.826468,531.696,18.45,5.296097
27,APPLE,2009,2.559448725,457.3618226,1824.736268,1392.892484,636.48,17,5.296097
27,APPLE,2010,2.013322807,500.8702376,1998.321773,1525.397082,640.512,18.5,5.296097
27,APPLE,2011,2.551826511,616.3674888,2459.121107,1877.143216,796.824,18.3,5.2961
27,APPLE,2012,2.401595284,776.2306154,3096.926955,2364.005338,842.38,21.8,5.296101
27,APPLE,2013,1.939148043,636.7088158,2540.276891,1939.092596,780.472,19.3,5.2961
27,APPLE,2014,2.480213808,579.5597734,2312.269381,1765.045556,566.574,24.2,5.2961
27,APPLE,2015,2.834888132,649.032176,2589.443396,1976.62331,834.492,18.4,5.2961
27,APPLE,2016,2.593984371,669.4147242,2670.763639,2038.698229,713.372,22.2,5.406201
27,APPLE,2017,2.503857412,665.6627895,2655.794547,2027.271737,692.224,22.75,11.210344
27,APPLE,2018,2.813550881,571.2373147,2279.065271,1739.699561,686,19.7,11.210344
28,APPLE,2008,2.889022656,414.6541255,1654.345388,1262.826468,531.696,18.45,2.697821
28,APPLE,2009,2.826711787,457.3618226,1824.736268,1392.892484,636.48,17,2.697821
28,APPLE,2010,2.209322205,500.8702376,1998.321773,1525.397082,640.512,18.5,2.697821
28,APPLE,2011,2.814239369,616.3674888,2459.121107,1877.143216,796.824,18.3,3.029831
28,APPLE,2012,2.642103495,776.2306154,3096.926955,2364.005338,842.38,21.8,3.029833
28,APPLE,2013,2.268832312,636.7088158,2540.276891,1939.092596,780.472,19.3,3.029831
28,APPLE,2014,2.75193771,579.5597734,2312.269381,1765.045556,566.574,24.2,3.029831
28,APPLE,2015,3.114922381,649.032176,2589.443396,1976.62331,834.492,18.4,3.029833
28,APPLE,2016,2.859481454,669.4147242,2670.763639,2038.698229,713.372,22.2,3.029833
28,APPLE,2017,2.701370171,665.6627895,2655.794547,2027.271737,692.224,22.75,6.768664
28,APPLE,2018,3.086239306,571.2373147,2279.065271,1739.699561,686,19.7,6.768664
29,APPLE,2008,3.311380176,414.6541255,1654.345388,1262.826468,531.696,18.45,82.532642
29,APPLE,2009,3.057714789,457.3618226,1824.736268,1392.892484,636.48,17,110.819282
29,APPLE,2010,2.8712888,500.8702376,1998.321773,1525.397082,640.512,18.5,110.342066
29,APPLE,2011,3.111103988,616.3674888,2459.121107,1877.143216,796.824,18.3,110.342061
29,APPLE,2012,3.069503586,776.2306154,3096.926955,2364.005338,842.38,21.8,98.444207
29,APPLE,2013,2.817071171,636.7088158,2540.276891,1939.092596,780.472,19.3,98.444213
29,APPLE,2014,3.167902876,579.5597734,2312.269381,1765.045556,566.574,24.2,98.61885
29,APPLE,2015,3.340311473,649.032176,2589.443396,1976.62331,834.492,18.4,233.7469
29,APPLE,2016,3.372446825,669.4147242,2670.763639,2038.698229,713.372,22.2,267.035314
29,APPLE,2017,3.169749869,665.6627895,2655.794547,2027.271737,692.224,22.75,269.538954
29,APPLE,2018,3.264498392,571.2373147,2279.065271,1739.699561,686,19.7,240.578987
30,APPLE,2008,3.654752399,414.6541255,1654.345388,1262.826468,531.696,18.45,151.798654
30,APPLE,2009,3.513642859,457.3618226,1824.736268,1392.892484,636.48,17,11.799656
30,APPLE,2010,3.467937394,500.8702376,1998.321773,1525.397082,640.512,18.5,11.799656
30,APPLE,2011,3.466440779,616.3674888,2459.121107,1877.143216,796.824,18.3,11.799632
30,APPLE,2012,3.552586788,776.2306154,3096.926955,2364.005338,842.38,21.8,12.286775
30,APPLE,2013,3.445083711,636.7088158,2540.276891,1939.092596,780.472,19.3,12.286769
30,APPLE,2014,3.506755566,579.5597734,2312.269381,1765.045556,566.574,24.2,12.286769
30,APPLE,2015,3.660324406,649.032176,2589.443396,1976.62331,834.492,18.4,12.753634
30,APPLE,2016,3.552586788,669.4147242,2670.763639,2038.698229,713.372,22.2,12.753635
30,APPLE,2017,3.441725733,665.6627895,2655.794547,2027.271737,692.224,22.75,12.753669
30,APPLE,2018,3.545392518,571.2373147,2279.065271,1739.699561,686,19.7,7.826087
31,APPLE,2008,4.354837415,414.6541255,1654.345388,1262.826468,531.696,18.45,4756.878874
31,APPLE,2009,4.336642431,457.3618226,1824.736268,1392.892484,636.48,17,4385.731637
31,APPLE,2010,4.258421981,500.8702376,1998.321773,1525.397082,640.512,18.5,3739.177903
31,APPLE,2011,4.320939682,616.3674888,2459.121107,1877.143216,796.824,18.3,3739.177903
31,APPLE,2012,4.267023315,776.2306154,3096.926955,2364.005338,842.38,21.8,4042.258226
31,APPLE,2013,4.345271468,636.7088158,2540.276891,1939.092596,780.472,19.3,4042.258209
31,APPLE,2014,4.353290224,579.5597734,2312.269381,1765.045556,566.574,24.2,4131.507937
31,APPLE,2015,4.335892156,649.032176,2589.443396,1976.62331,834.492,18.4,4160.003167
31,APPLE,2016,4.218387575,669.4147242,2670.763639,2038.698229,713.372,22.2,4122.135117
31,APPLE,2017,4.335950831,665.6627895,2655.794547,2027.271737,692.224,22.75,4122.135119
31,APPLE,2018,4.33795207,571.2373147,2279.065271,1739.699561,686,19.7,4190.695761
32,APPLE,2008,4.218087903,414.6541255,1654.345388,1262.826468,531.696,18.45,2286.097111
32,APPLE,2009,4.126077087,457.3618226,1824.736268,1392.892484,636.48,17,2261.857298
32,APPLE,2010,3.952364074,500.8702376,1998.321773,1525.397082,640.512,18.5,2243.013866
32,APPLE,2011,4.059227085,616.3674888,2459.121107,1877.143216,796.824,18.3,2424.515634
32,APPLE,2012,3.860737062,776.2306154,3096.926955,2364.005338,842.38,21.8,2384.037598
32,APPLE,2013,4.132432092,636.7088158,2540.276891,1939.092596,780.472,19.3,2548.871263
32,APPLE,2014,4.201903586,579.5597734,2312.269381,1765.045556,566.574,24.2,2548.871263
32,APPLE,2015,4.218087903,649.032176,2589.443396,1976.62331,834.492,18.4,2913.089772
32,APPLE,2016,4.076255628,669.4147242,2670.763639,2038.698229,713.372,22.2,2913.089779
32,APPLE,2017,4.165050199,665.6627895,2655.794547,2027.271737,692.224,22.75,2944.52187
32,APPLE,2018,4.139417702,571.2373147,2279.065271,1739.699561,686,19.7,2930.055975
33,APPLE,2008,4.333569541,414.6541255,1654.345388,1262.826468,531.696,18.45,10366.8117
33,APPLE,2009,4.3188703,457.3618226,1824.736268,1392.892484,636.48,17,10223.66705
33,APPLE,2010,4.286370771,500.8702376,1998.321773,1525.397082,640.512,18.5,10215.67919
33,APPLE,2011,4.292624251,616.3674888,2459.121107,1877.143216,796.824,18.3,10203.29154
33,APPLE,2012,4.21295885,776.2306154,3096.926955,2364.005338,842.38,21.8,10194.4358
33,APPLE,2013,4.333569541,636.7088158,2540.276891,1939.092596,780.472,19.3,10182.1389
33,APPLE,2014,4.333569541,579.5597734,2312.269381,1765.045556,566.574,24.2,10182.1389
33,APPLE,2015,4.333569541,649.032176,2589.443396,1976.62331,834.492,18.4,10234.264
33,APPLE,2016,4.195790767,669.4147242,2670.763639,2038.698229,713.372,22.2,10230.10289
33,APPLE,2017,4.333569541,665.6627895,2655.794547,2027.271737,692.224,22.75,10364.27855
33,APPLE,2018,4.321746363,571.2373147,2279.065271,1739.699561,686,19.7,10631.6229
34,APPLE,2008,3.865638906,414.6541255,1654.345388,1262.826468,531.696,18.45,7.41937
34,APPLE,2009,3.819443223,457.3618226,1824.736268,1392.892484,636.48,17,7.41937
34,APPLE,2010,3.673479079,500.8702376,1998.321773,1525.397082,640.512,18.5,7.41937
34,APPLE,2011,3.7504423,616.3674888,2459.121107,1877.143216,796.824,18.3,7.41937
34,APPLE,2012,3.609599944,776.2306154,3096.926955,2364.005338,842.38,21.8,7.419371
34,APPLE,2013,3.737652365,636.7088158,2540.276891,1939.092596,780.472,19.3,7.41937
34,APPLE,2014,3.840365397,579.5597734,2312.269381,1765.045556,566.574,24.2,13.211254
34,APPLE,2015,3.865638906,649.032176,2589.443396,1976.62331,834.492,18.4,13.21125
34,APPLE,2016,3.74387302,669.4147242,2670.763639,2038.698229,713.372,22.2,13.037851
34,APPLE,2017,3.794423989,665.6627895,2655.794547,2027.271737,692.224,22.75,13.037851
34,APPLE,2018,3.800679422,571.2373147,2279.065271,1739.699561,686,19.7,12.227336
35,APPLE,2008,3.921161808,414.6541255,1654.345388,1262.826468,531.696,18.45,27.169365
35,APPLE,2009,3.847317879,457.3618226,1824.736268,1392.892484,636.48,17,21.049003
35,APPLE,2010,3.711172955,500.8702376,1998.321773,1525.397082,640.512,18.5,21.049003
35,APPLE,2011,3.749875623,616.3674888,2459.121107,1877.143216,796.824,18.3,17.165546
35,APPLE,2012,3.685726418,776.2306154,3096.926955,2364.005338,842.38,21.8,17.165544
35,APPLE,2013,3.791149359,636.7088158,2540.276891,1939.092596,780.472,19.3,17.200445
35,APPLE,2014,3.921161808,579.5597734,2312.269381,1765.045556,566.574,24.2,17.094934
35,APPLE,2015,3.919884136,649.032176,2589.443396,1976.62331,834.492,18.4,17.911739
35,APPLE,2016,3.801305054,669.4147242,2670.763639,2038.698229,713.372,22.2,18.738809
35,APPLE,2017,3.890509475,665.6627895,2655.794547,2027.271737,692.224,22.75,18.738809
35,APPLE,2018,3.84599025,571.2373147,2279.065271,1739.699561,686,19.7,18.738809
36,APPLE,2008,4.195825659,414.6541255,1654.345388,1262.826468,531.696,18.45,28716.85078
36,APPLE,2009,4.193824165,457.3618226,1824.736268,1392.892484,636.48,17,28688.42386
36,APPLE,2010,4.182399259,500.8702376,1998.321773,1525.397082,640.512,18.5,28717.63098
36,APPLE,2011,4.188852046,616.3674888,2459.121107,1877.143216,796.824,18.3,28252.40321
36,APPLE,2012,4.154823484,776.2306154,3096.926955,2364.005338,842.38,21.8,28195.29893
36,APPLE,2013,4.195608176,636.7088158,2540.276891,1939.092596,780.472,19.3,28657.87863
36,APPLE,2014,4.195825659,579.5597734,2312.269381,1765.045556,566.574,24.2,29193.38881
36,APPLE,2015,4.195825659,649.032176,2589.443396,1976.62331,834.492,18.4,29071.16828
36,APPLE,2016,4.063171567,669.4147242,2670.763639,2038.698229,713.372,22.2,28944.38724
36,APPLE,2017,4.195825659,665.6627895,2655.794547,2027.271737,692.224,22.75,29862.49577
36,APPLE,2018,4.185477656,571.2373147,2279.065271,1739.699561,686,19.7,30224.62329
37,APPLE,2008,4.018038643,414.6541255,1654.345388,1262.826468,531.696,18.45,53085.26136
37,APPLE,2009,4.018038643,457.3618226,1824.736268,1392.892484,636.48,17,50366.85479
37,APPLE,2010,3.985819272,500.8702376,1998.321773,1525.397082,640.512,18.5,48003.21991
37,APPLE,2011,3.974153313,616.3674888,2459.121107,1877.143216,796.824,18.3,47740.56575
37,APPLE,2012,3.978216206,776.2306154,3096.926955,2364.005338,842.38,21.8,47863.36616
37,APPLE,2013,3.980678155,636.7088158,2540.276891,1939.092596,780.472,19.3,48062.51658
37,APPLE,2014,4.018038643,579.5597734,2312.269381,1765.045556,566.574,24.2,48337.2084
37,APPLE,2015,4.002797875,649.032176,2589.443396,1976.62331,834.492,18.4,48350.95167
37,APPLE,2016,3.898621416,669.4147242,2670.763639,2038.698229,713.372,22.2,47790.56899
37,APPLE,2017,3.993974567,665.6627895,2655.794547,2027.271737,692.224,22.75,47875.56079
37,APPLE,2018,4.018038643,571.2373147,2279.065271,1739.699561,686,19.7,48179.0621
38,APPLE,2008,3.619371983,414.6541255,1654.345388,1262.826468,531.696,18.45,11892.91531
38,APPLE,2009,3.384899067,457.3618226,1824.736268,1392.892484,636.48,17,10696.96487
38,APPLE,2010,3.160139621,500.8702376,1998.321773,1525.397082,640.512,18.5,10843.9943
38,APPLE,2011,3.299208381,616.3674888,2459.121107,1877.143216,796.824,18.3,10843.9943
38,APPLE,2012,3.377312845,776.2306154,3096.926955,2364.005338,842.38,21.8,10826.95452
38,APPLE,2013,3.145713495,636.7088158,2540.276891,1939.092596,780.472,19.3,10849.47451
38,APPLE,2014,3.448694779,579.5597734,2312.269381,1765.045556,566.574,24.2,10842.78564
38,APPLE,2015,3.484073866,649.032176,2589.443396,1976.62331,834.492,18.4,10990.70125
38,APPLE,2016,3.544666981,669.4147242,2670.763639,2038.698229,713.372,22.2,11122.50307
38,APPLE,2017,3.404684164,665.6627895,2655.794547,2027.271737,692.224,22.75,11122.50309
38,APPLE,2018,3.411923617,571.2373147,2279.065271,1739.699561,686,19.7,11266.6118
39,APPLE,2008,3.552273063,414.6541255,1654.345388,1262.826468,531.696,18.45,2420.057644
39,APPLE,2009,3.384023492,457.3618226,1824.736268,1392.892484,636.48,17,2217.017763
39,APPLE,2010,3.178989658,500.8702376,1998.321773,1525.397082,640.512,18.5,2201.507251
39,APPLE,2011,3.215842791,616.3674888,2459.121107,1877.143216,796.824,18.3,2228.611061
39,APPLE,2012,3.364976385,776.2306154,3096.926955,2364.005338,842.38,21.8,2252.159656
39,APPLE,2013,3.262460641,636.7088158,2540.276891,1939.092596,780.472,19.3,2163.883697
39,APPLE,2014,3.406351191,579.5597734,2312.269381,1765.045556,566.574,24.2,2269.96025
39,APPLE,2015,3.480320746,649.032176,2589.443396,1976.62331,834.492,18.4,2561.054772
39,APPLE,2016,3.456729794,669.4147242,2670.763639,2038.698229,713.372,22.2,2584.38201
