g,i,hr,xland,p,y,xwater,omegaland,omegawater_unit,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
HENRY MILLER RECLAMATION DIST. 2131,Other Deciduous,San Joaquin River,96.43715622,3553.0,6.1,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,21500.104986434,119.1791707523512,21500.104986434,769.294661245,20730.810325189,-4.88235294117647,0.2290537926537623,0.7709388763274811,3.6387364514271496e-06,3.6922823053101884e-06,4.517992328904127,0.07976497849811535,118.59919638323856,96.43715631442926,332.30655528231625,-9.442925374969491e-08,0.00018450414825110784,9.791791613418742e-10,5.552224079766409e-07,GOOD,3553,21553.65891
HENRY MILLER RECLAMATION DIST. 2131,Pasture,San Joaquin River,539.0958288,200.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,769.294661245,4.128127062513899,769.294661245,769.294661245,0.0,-4.88235294117647,0.0019399819552916701,0.9980591482292303,4.789526469687444e-07,3.908628308792769e-07,1.4680759688472644,0.0036371721111070304,13.579044709138275,539.0617621335014,2479.7830585909223,0.03406666649868839,0.15859014656780346,6.319222794678093e-05,6.394914438754633e-05,GOOD,200,787.6868049
HENRY MILLER RECLAMATION DIST. 2131,Tomato Processing,San Joaquin River,10615.20198,97.0,48.5,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4584.670529743,37.3904364332651,4584.670529743,769.294661245,3815.375868498,-4.88235294117647,0.3586189775447401,0.6413245516646582,4.170248347617439e-05,1.4768307125572915e-05,39.519796674169655,0.00012730340448513551,7759380.398870326,10615.202680549372,25260.56713367523,-0.0007005493716860656,0.013549740473536076,6.599491681891347e-08,5.363986142421448e-07,GOOD,97,4647.025715
HENRY MILLER RECLAMATION DIST. 2131,Truck Crops,San Joaquin River,621.5500005,910.0,18.1,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,16336.657859685001,116.76653825735698,16336.657859685001,769.294661245,15567.36319844,-4.88235294117647,0.504291564455027,0.4956832483620862,1.2228151845878831e-05,1.2959031040799114e-05,15.758315384949094,0.003924100053546541,346117.8881086248,621.5500052555356,1658.1282866126164,-4.7555355422446155e-06,0.0009576244001436862,7.651090883145475e-09,5.775330261329142e-07,GOOD,910,16398.87652
HENRY MILLER RECLAMATION DIST. 2131,Vineyard,San Joaquin River,45.41249677,1501.721891,10.6898472,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,15897.446469529055,98.17398244301157,15897.446469529055,769.294661245,15128.1518082841,-4.88235294117647,0.290999766186081,0.7089909981246478,3.669609026762628e-06,5.5660802443541545e-06,8.318247051640643,0.16938746467226432,40.75552580259512,45.412496854425314,140.70984682905302,-8.442531651553509e-08,7.120027947848939e-05,1.8590767414335914e-09,5.060075400203625e-07,GOOD,1501.721891,15956.36463
JAMES I.D.,Alfalfa,Tulare Lake,1366.866941,264.0,7.7,4.524530937,0.306290873,226.22654684999998,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1805.908723412,8.532721174271856,1805.908723412,610.894299045,1195.014424367,-4.88235294117647,0.005003862118004243,0.9949951448780375,5.5540549172825e-07,4.3759846627723404e-07,2.6654865660780156,0.0003933333907460057,1775137.395689069,1366.8665552453467,6184.4234492039595,0.00038575465327994607,0.008312113093779772,2.8221814553341084e-07,1.3440382907563364e-06,GOOD,264,1827.421468
JAMES I.D.,Almonds & Pistachios,Tulare Lake,11747.80143,4706.761177,1.204129409,4.05750643,0.287448101,202.8753215,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5463.993439774155,26.516846487750655,5463.993439774155,610.894299045,4853.09914072915,-4.88235294117647,0.028067442802870067,0.9719305367687817,1.5363183608810099e-06,4.841099873610957e-07,0.5835580967203529,0.00021280577603361825,1872083.7323627702,11747.80138009529,47666.732921519004,4.9904709157999605e-05,0.04691906918742461,4.248004144040049e-09,9.843137997644451e-07,GOOD,4706.761177,5502.235177
JAMES I.D.,Corn,Tulare Lake,1119.139446,71.0,20.6,2.280437339,0.234536008,114.02186695,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1347.6983720930002,12.122999528603893,1347.6983720930002,610.894299045,736.804073048,-4.88235294117647,0.17436303404742842,0.825553502317939,7.19932891234855e-05,1.1470345508919693e-05,14.647543606447165,0.0029784789958456474,8827.697114132836,1119.1396475629942,2552.1252339406497,-0.00020156299433438107,0.0021462655245159112,1.8010534348941274e-07,8.409711604373465e-07,GOOD,71,1409.716294
JAMES I.D.,Cotton,Tulare Lake,3617.99277,3438.0,0.8,3.749301711,0.148539114,187.46508555,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2562.2629069100003,13.922977805208799,2562.2629069100003,610.894299045,1951.368607865,-4.88235294117647,0.021097815104296497,0.9788978748774658,3.6659211633525895e-06,6.440970742812402e-07,0.3682638561998293,0.00040646522223263524,1103266.9874441258,3617.99281303758,13564.932895304903,-4.303758032619953e-05,0.013587641726189759,1.1895430163117638e-08,1.0016730801903023e-06,GOOD,3438,2609.155359
JAMES I.D.,Dry Beans,Tulare Lake,30.06125249,1030.0,1.5,1.919782133,0.272510229,95.98910665,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,1448.148682324,15.192654129404737,1448.148682324,610.894299045,837.254383279,-4.88235294117647,0.38447722513695953,0.6153662413027355,0.00012834833833523678,2.8185221969817403e-05,1.2497023420698916,0.019800841479778782,23324.185903769314,30.061285239060215,57.71107022316797,-3.2749060213888015e-05,-1.4797264206833916e-05,1.089411035843637e-06,2.564025921486115e-07,GOOD,1030,1507.282155
JAMES I.D.,Grain,Tulare Lake,614.0946858,303.0,2.9,0.715524558,0.351483763,35.7762279,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,841.9729739769999,22.785867342840877,841.9729739769999,610.894299045,231.078674932,-4.88235294117647,0.9910828089107777,0.008212035072593066,0.0005722533942321044,0.0001329026223971855,2.9198596066001494,0.002200558615144022,27227.174640930767,614.0964088894092,439.40063846169375,-0.0017230894092108429,-0.0008098344998757057,2.8059018406357342e-06,1.8430469178967407e-06,GOOD,303,872.6294479
JAMES I.D.,Onions & Garlic,Tulare Lake,619.2037239,2366.0,7.7,1.253629891,0.178481578,62.681494550000004,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,18154.684531849998,273.1723023073816,18154.684531849998,610.894299045,17543.790232805,-4.88235294117647,0.9896620518382303,0.010302215830494212,2.0881002190471954e-05,1.4851329084971795e-05,7.689111273344549,0.003938969189141698,388588.9319299708,619.2037344337616,776.2515833653316,-1.0533761610531656e-05,0.000713534219585199,1.7011786596155604e-08,9.192040042073228e-07,GOOD,2366,18201.65015
JAMES I.D.,Other Deciduous,Tulare Lake,290.231365,1787.850878,4.718225356,3.502172688,0.215021845,175.1086344,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,8259.47155706046,45.64349775297157,8259.47155706046,610.894299045,7648.57725801546,-4.88235294117647,0.09400088739843446,0.9059912811881092,3.887106356740953e-06,3.944307099851724e-06,2.9196424481741112,0.02650405373074579,131.69029776871753,290.2313655074595,1016.4393900551081,-5.074595037513063e-07,0.0009696488509689516,1.7484654139682882e-09,9.539653179959957e-07,GOOD,1787.850878,8311.928056
JAMES I.D.,Pasture,Tulare Lake,4.2751005,170.0,5.0,4.768194291,0.350906068,238.40971455000002,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,610.894299045,3.3856315691785315,610.894299045,610.894299045,0.0,-4.88235294117647,0.0012484906347683695,0.9987508045260521,3.881105814020692e-07,3.1672859833033634e-07,1.360142989645217,0.45865221501236997,0.10768360229159946,4.273568727177069,20.37719238005266,0.0015317728229309324,0.007317417498587275,0.0003583010090478417,0.00035896951024381774,GOOD,170,621.9472456
JAMES I.D.,Tomato Processing,Tulare Lake,671.8933679,93.0,51.2,2.220206136,0.124471553,111.0103068,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4649.743265993,40.54165520846828,4649.743265993,610.894299045,4038.848966948,-4.88235294117647,0.4602524641506044,0.539676075350406,5.277206581597401e-05,1.8688433173686534e-05,43.889156087037684,0.002011258654888936,519898.5858690201,671.8934244319225,1491.7404697245324,-5.6531922496105835e-05,0.0013084247530059656,8.413823561437453e-08,8.771120928377093e-07,GOOD,93,4711.46042
JAMES I.D.,Vineyard,Tulare Lake,1694.099139,1492.427601,10.07028874,4.00891598,0.302297005,200.44579900000002,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,14827.924210209516,71.12205177070149,14827.924210209516,610.894299045,14217.0299111645,-4.88235294117647,0.07759310424161357,0.9224042555012943,1.049051237375651e-06,1.591205854652918e-06,5.982099999324599,0.004540647896703578,1428.8067775081581,1694.0991384109059,6791.494611293334,5.890940428798785e-07,0.006498748007288668,3.4773292147920664e-10,9.56894197908643e-07,GOOD,1492.427601,14867.65594
LAGUNA W.D.,Cotton,San Joaquin River,85.7174307,3927.0,0.8,3.634047537,0.148539114,181.70237684999998,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2959.2256156100007,16.405812746167978,2959.2256156100007,817.216359827,2142.009255783,-4.88235294117647,0.029041102696383558,0.9709537603727914,4.369258408515616e-06,7.676724163729494e-07,0.3922841031184156,0.017156233257165483,28692.022351510845,85.7168245049605,311.4911351707161,0.0006061950394951054,0.01008274258703068,7.0720159779019775e-06,3.23682284601433e-05,GOOD,3927,3008.864977
LAGUNA W.D.,Grain,San Joaquin River,140.1836207,187.0,4.5,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,817.216359827,33.002818593879816,817.216359827,817.216359827,0.0,-4.88235294117647,0.9985781454916824,0.000689851376262687,0.000594040562696104,0.0001379625693588987,4.525352332948265,0.009639866231186246,9.43951812980079,140.1842291356008,65.41634706862182,-0.0006084356007818315,0.0012985271823993116,4.340275973352937e-06,1.9849800013019683e-05,GOOD,187,838.3715158
MERCY SPRINGS W.D.,Almonds & Pistachios,San Joaquin River,672.1308137,4618.0,1.5,3.805829794,0.287448101,190.2914897,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,6736.027717209,34.545028004732856,6736.027717209,619.294661245,6116.733055964,-4.88235294117647,0.04932586890423829,0.9506712508737214,2.1900989500983657e-06,6.901230904014345e-07,0.8144993723772759,0.0037195140425682885,134994.9520050287,672.1308496103904,2558.0064348720407,-3.591039046568767e-05,0.009041372882620635,5.3427680644494265e-08,3.5345262632628994e-06,GOOD,4618,6781.475803
MERCY SPRINGS W.D.,Pasture,San Joaquin River,2298.616176,170.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,619.294661245,3.5089080031368143,619.294661245,619.294661245,0.0,-4.88235294117647,0.0015624801178901171,0.9984366497376367,4.79133803914209e-07,3.9101066911962466e-07,1.4201224842247784,0.0008530281541556028,57.8988190142948,2298.6161697786306,10574.013661075624,6.221369403647259e-06,0.050697784248768585,2.7065716619438158e-09,4.794540919007133e-06,GOOD,170,637.6868049
ORO LOMA W.D.,Pasture,San Joaquin River,1049.217692,170.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,619.294661245,3.5089080031368143,619.294661245,619.294661245,0.0,-4.88235294117647,0.0015624801178901158,0.9984366497376369,4.791338039142087e-07,3.910106691196244e-07,1.4201224842247784,0.0018688059958156809,26.428277104278116,1049.2177024737275,4826.568250672625,-1.047372757057019e-05,0.029385549010839895,9.982416090035005e-09,6.088253305043163e-06,GOOD,170,637.6868049
PACHECO W.D.,Almonds & Pistachios,San Joaquin River,1767.952722,4804.970221,1.007195762,4.089806483,0.287448101,204.49032415000002,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,4634.374525886404,22.464619536475944,4634.374525886404,817.216359827,3817.1581660594,-4.88235294117647,0.022843353751340185,0.9771547075271731,1.4741890843847325e-06,4.6453240238572723e-07,0.4686019746371894,0.0014140649627620528,221598.74279969253,1767.952172028728,7230.561226400773,0.0005499712719938543,0.023277672324184095,3.110780425008754e-07,3.2193348008133272e-06,GOOD,4804.970221,4671.599679
PACHECO W.D.,Corn,San Joaquin River,84.18710627,62.0,26.2,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1502.7287757929998,12.714983589017047,1502.7287757929998,817.216359827,685.512415966,-4.88235294117647,0.14363922590088715,0.8562991095119079,5.319006864335885e-05,8.474518561528718e-06,17.889825842252467,0.03959434503714691,617.8491443580615,84.18704747406676,203.38093430805097,5.879593324209509e-05,0.0007407546800379805,6.983959402705704e-07,3.6421898866232773e-06,GOOD,62,1565.157929
PACHECO W.D.,Cotton,San Joaquin River,548.3779211,3707.279528,0.8,3.634047537,0.148539114,181.70237684999998,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2783.4492380100005,15.487887378169086,2783.4492380100005,817.216359827,1966.232878183,-4.88235294117647,0.027363363850103982,0.9726314903428679,4.3768081354729135e-06,7.689988925376389e-07,0.3878221912101573,0.002681705770254647,168495.48932793137,548.3774289591358,1992.8237417824123,0.000492140864139401,0.007691736222795953,8.974483566957032e-07,3.859702377945268e-06,GOOD,3707.279528,2833.0886
PACHECO W.D.,Cucurbits,San Joaquin River,380.3157961,372.0,15.4,2.299627126,0.087908733,114.98135629999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,5612.848383134,47.05410883838947,5612.848383134,817.216359827,4795.632023307,-4.88235294117647,0.4556575411501956,0.5442708296265695,1.85724829150024e-05,5.305674032002851e-05,13.164997821439194,0.05258787619418577,0.00018796567242276114,380.31579014714384,874.5820328845844,5.9528561564548e-06,0.0024882732606101854,1.565240312787208e-08,2.845091812642659e-06,GOOD,372,5674.94689
PACHECO W.D.,Grain,San Joaquin River,519.8582881,187.0,4.5,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,817.216359827,33.002818593879816,817.216359827,817.216359827,0.0,-4.88235294117647,0.9985781454916824,0.0006898513762626867,0.0005940405626961039,0.00013796256935889867,4.525352332948265,0.0025994610113658613,35.00559987638521,519.85967085566,242.59538935608202,-0.0013827556600745083,3.713633185498111e-05,2.659870375690772e-06,1.5307927437841613e-07,GOOD,187,838.3715158
PACHECO W.D.,Tomato Processing,San Joaquin River,710.6489481,95.55716397,49.47391432,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4607.757472656971,37.573926893773816,4607.757472656971,817.216359827,3790.54111282997,-4.88235294117647,0.3597751225859237,0.6401685084169829,4.162731112496971e-05,1.474168596833233e-05,40.338914156919095,0.0019015737024086809,516081.00493173156,710.6487307212374,1691.098148402507,0.00021737876261340716,0.0053393018833958195,3.0588768645136784e-07,3.1572886711053513e-06,GOOD,95.55716397,4670.112658
PACHECO W.D.,Truck Crops,San Joaquin River,239.6583274,910.0,18.1,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,16336.657859685001,116.76653825735698,16336.657859685001,817.216359827,15519.441499858,-4.88235294117647,0.5042915644550272,0.4956832483620862,1.2228151845878836e-05,1.2959031040799121e-05,15.758315384949096,0.010177090096156211,133045.91365570785,239.65831598444854,639.3425361886921,1.1415551455229433e-05,0.00181417281908125,4.7632609219442604e-08,2.8375519671917696e-06,GOOD,910,16398.87652
PACHECO W.D.,Vineyard,San Joaquin River,153.6229118,1492.427601,10.07028874,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,14873.445783459516,91.91165680360751,14873.445783459516,817.216359827,14056.2294236325,-4.88235294117647,0.27745656857429857,0.7225340193179203,3.739705252175821e-06,5.672402528998296e-06,7.7610814345670125,0.05007265909867809,128.1004743678899,153.62290873670904,475.9968761751737,3.0632909613359516e-06,0.0013371863370252868,1.994032612351481e-08,2.8092255380162984e-06,GOOD,1492.427601,14932.36395
PANOCHE W.D.,Alfalfa,San Joaquin River,1157.379182,272.8591274,7.257043628,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1772.73759420181,9.092283164459689,1772.73759420181,619.294661245,1153.44293295681,-4.88235294117647,0.008314147262180011,0.9916841719483407,9.400966628894738e-07,7.406928162569606e-07,2.783077315213701,0.0004645274573481576,1450802.7680171472,1157.3793202716677,4785.719818203051,-0.00013827166776536615,0.003005437325555249,1.1946963442562264e-07,6.280007088394414e-07,GOOD,272.8591274,1808.506477
PANOCHE W.D.,Alfalfa,Tulare Lake,128.2301119,264.0,7.7,4.524530937,0.306290873,226.22654684999998,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1805.908723412,8.532721174271856,1805.908723412,619.294661245,1186.614062167,-4.88235294117647,0.005003862118004244,0.9949951448780379,5.554054917282502e-07,4.3759846627723414e-07,2.665486566078016,0.004192731337717491,165360.9221938746,128.2301113480464,580.1806783080779,5.519536045994755e-07,0.00043003844393751933,4.304399305444851e-09,7.412141446023652e-07,GOOD,264,1827.421468
PANOCHE W.D.,Almonds & Pistachios,San Joaquin River,16013.1856,4668.818509,1.33120053,3.939568441,0.287448101,196.97842205,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,6017.47445851361,29.946364620883813,6017.47445851361,619.294661245,5398.17979726861,-4.88235294117647,0.036450123692689136,0.9635474937814212,1.8116545793415451e-06,5.708713101656635e-07,0.6800210416341085,0.00015612134040337357,2838389.5197312287,16013.185733699827,63084.99742264992,-0.00013369982661970425,0.04320698573428672,8.34935845742675e-09,6.8490065636875e-07,GOOD,4668.818509,6059.250886
PANOCHE W.D.,Almonds & Pistachios,Tulare Lake,464.1133358,4658.050883,1.366497057,3.927257655,0.287448101,196.36288275,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,6168.169147134751,30.765298224261603,6168.169147134751,619.294661245,5548.87448588975,-4.88235294117647,0.037996076962027295,0.9620015001358606,1.8423563521042846e-06,5.805457599428631e-07,0.7038900412626621,0.005386615309578871,84561.99738366577,464.11333965193745,1822.6914130641894,-3.851937435683794e-06,0.0012377439461488393,8.299562065037723e-09,6.790744153162933e-07,GOOD,4658.050883,6210.298503
PANOCHE W.D.,Citrus & Subtropical,San Joaquin River,165.7962113,583.0,16.5,3.247465856,0.183365181,162.3732928,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,9456.440449541999,56.18455678122529,9456.440449541999,619.294661245,8837.145788297,-4.88235294117647,0.15627117363053192,0.8437205160465525,2.179381406371595e-06,6.130941509128374e-06,11.321235295660742,0.046396160877215965,86.91849570712863,165.7962119083335,538.4171792646565,-6.083334938011831e-07,0.0003559862548172532,3.6691640239018117e-09,6.611713614627313e-07,GOOD,583,9513.353397
PANOCHE W.D.,Corn,San Joaquin River,123.685401,62.0,26.2,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1502.7287757929998,12.714983589017047,1502.7287757929998,619.294661245,883.434114548,-4.88235294117647,0.14363922590088707,0.8562991095119081,5.319006864335882e-05,8.474518561528713e-06,17.889825842252463,0.02695009521239563,1169.71718699572,123.68541837069138,298.8026469721536,-1.7370691381302095e-05,0.00016441690672763798,1.4044253598936947e-07,5.502522080140561e-07,GOOD,62,1565.157929
PANOCHE W.D.,Cotton,San Joaquin River,487.8407532,3438.0,0.8,3.634047537,0.148539114,181.70237684999998,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2568.0256156100004,14.362919333161575,2568.0256156100004,619.294661245,1948.730954365,-4.88235294117647,0.025299278667835667,0.9746955646049389,4.3860963984092364e-06,7.706308269726307e-07,0.3820441065307653,0.003014484184947174,148560.59167515498,487.84078265444015,1772.8353303846325,-2.9454440152676398e-05,0.0011572300522857404,6.037716193136691e-08,6.527562244856376e-07,GOOD,3438,2617.664977
PANOCHE W.D.,Cucurbits,San Joaquin River,1371.918493,485.0,17.3,2.299627126,0.087908733,114.98135629999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,8274.548383133999,68.91626522282273,8274.548383133999,619.294661245,7655.253721889,-4.88235294117647,0.5523781152145844,0.44756298288021085,1.527246253236359e-05,4.3629442672548295e-05,15.363425220099375,0.01457812552425445,0.0010823637858453853,1371.9184969116923,3154.89885215393,-3.911692374458653e-06,0.0021290099107318383,2.8512571223563596e-09,6.748262222627501e-07,GOOD,485,8336.64689
PANOCHE W.D.,Grain,San Joaquin River,2464.280152,277.5031915,3.251680117,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,878.0679700315934,35.38936007068039,878.0679700315934,619.294661245,258.773308786593,-4.88235294117647,0.9986765126498568,0.0006421258747794533,0.0005529434731901786,0.00012841800217365973,3.2687449916287914,0.000548375699189315,122333.76197950682,2464.285771494122,1149.9750306684273,-0.005619494122129254,-0.0018395971076188289,2.280379573551528e-06,1.599686950880179e-06,GOOD,277.5031915,899.223126
PANOCHE W.D.,Onions & Garlic,San Joaquin River,305.4238675,2366.0,7.7,1.480822037,0.178481578,74.04110185,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,18143.324924549997,231.72820277494176,18143.324924549997,619.294661245,17524.030263305,-4.88235294117647,0.9729684600067496,0.026996388399375862,2.054163505406534e-05,1.4609958820392303e-05,7.663348646144286,0.007985703311951881,191456.63112107027,305.42387177511523,452.27810466729136,-4.2751152591335995e-06,0.0002889524766942486,1.3997318854374078e-08,6.38881893918576e-07,GOOD,2366,18195.43769
PANOCHE W.D.,Other Deciduous,San Joaquin River,402.1734858,1850.0,7.8,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,14256.804986433997,79.34903470890117,14256.804986433997,619.294661245,13637.510325189,-4.88235294117647,0.1645879326860754,0.8354041232816736,3.9430044694831385e-06,4.001027781696449e-06,5.403442834564044,0.019126839445932693,325.3658317676064,402.17348660588954,1385.8234265646024,-8.058895559770463e-07,0.0009292456684306671,2.003835619282504e-09,6.705363955646104e-07,GOOD,1850,14310.35891
PANOCHE W.D.,Pasture,San Joaquin River,240.7535507,170.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,619.294661245,3.5089080031368143,619.294661245,619.294661245,0.0,-4.88235294117647,0.001562480117890116,0.9984366497376369,4.791338039142087e-07,3.9101066911962445e-07,1.4201224842247784,0.008144363013647923,6.0642339528320415,240.7473473980995,1107.4818227662424,0.00620330190051277,0.02954268315556874,2.5766190706124317e-05,2.6674835200071398e-05,GOOD,170,637.6868049
PANOCHE W.D.,Tomato Processing,San Joaquin River,4402.542612,93.0,51.2,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4641.770529743,37.84425595082051,4641.770529743,619.294661245,4022.475868498,-4.88235294117647,0.3614708505496951,0.6384729297546339,4.1517055185187524e-05,1.4702640486015857e-05,41.784928067681065,0.00030694793223987797,3392795.9332090397,4402.54295275197,10476.551948811579,-0.00034075196981575573,0.006393849531377782,7.739890328079253e-08,6.103005703067277e-07,GOOD,93,4704.125715
PANOCHE W.D.,Truck Crops,San Joaquin River,480.3086554,941.0,19.4,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,18121.057859685,129.41654195272628,18121.057859685,619.294661245,17501.76319844,-4.88235294117647,0.5301705490074566,0.4698055787332491,1.1589768211401529e-05,1.2282491082888988e-05,17.061337247975345,0.005078035473278507,300700.8821205004,480.3086594941513,1281.334247058404,-4.094151279332436e-06,0.0008460768740405911,8.524000626061665e-09,6.603088283255705e-07,GOOD,941,18183.27652
PANOCHE W.D.,Vineyard,San Joaquin River,2864.138053,1492.914288,10.10273139,3.098484515,0.302297005,154.92422575,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,14926.7809578011,92.23783063757574,14926.7809578011,619.294661245,14307.4862965561,-4.88235294117647,0.27817472721816633,0.7218158700290425,3.735988241494443e-06,5.666764549701105e-06,7.790149261300633,0.0026857321644291887,2430.9892051690204,2864.1380602549343,8874.481417768848,-7.254934189404594e-06,0.005988273902403307,2.5330253134291197e-09,6.747740605644238e-07,GOOD,1492.914288,14985.69912
PATTERSON W.D.,Alfalfa,San Joaquin River,1953.205988,280.0,7.1,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1780.587002362,9.128325393752744,1780.587002362,734.216359827,1046.370642535,-4.88235294117647,0.008350647296491598,0.9916476719758923,9.400620616492155e-07,7.406655542836928e-07,2.725037759339355,0.00027525740342044787,2221170.964372554,1953.200891692582,8076.405721433078,0.005096307417943535,0.0333759850846036,2.6092012052256394e-06,4.132512445400978e-06,GOOD,280,1816.355885
PATTERSON W.D.,Almonds & Pistachios,San Joaquin River,4452.544538,4807.659494,1.100220392,4.125147272,0.287448101,206.25736360000002,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5082.546856400202,24.343527819737577,5082.546856400202,734.216359827,4348.3304965732,-4.88235294117647,0.023792771972773772,0.9762053867774247,1.400072355606079e-06,4.411774457921578e-07,0.515809378673201,0.0005614766969008137,635745.5259937539,4452.543938268563,18367.373378621898,0.0005997314374326379,0.028575767304573674,1.3469409060690184e-07,1.5557871154306071e-06,GOOD,4807.659494,5118.63582
PATTERSON W.D.,Corn,San Joaquin River,1260.277075,69.0,26.9,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1734.4287757929999,14.528614281934587,1734.4287757929999,734.216359827,1000.212415966,-4.88235294117647,0.16219142980834717,0.8377482415063601,5.2037758741773854e-05,8.290926550864249e-06,18.7918536562072,0.002644921025270045,13493.763166465624,1260.276781197718,3044.6090927691075,0.0002938022819307662,0.005147024492544006,2.3312514982530028e-07,1.6905341981494942e-06,GOOD,69,1796.857929
PATTERSON W.D.,Cucurbits,San Joaquin River,128.884954,507.0,13.6,2.299627126,0.087908733,114.98135629999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,6779.248383134,56.63445944394341,6779.248383134,734.216359827,6045.032023307,-4.88235294117647,0.5027420154352301,0.4971925511182276,1.6966002325433035e-05,4.846744421675426e-05,11.854303737421164,0.15517715124451223,8.029481625401611e-05,128.88495322111754,296.3869343027455,7.788824518684123e-07,0.0004020489166691732,6.043238001764057e-09,1.356498295838605e-06,GOOD,507,6841.34689
