g,i,hr,xland,p,y,xwater,omegaland,omegawater_unit,omegasupply,omegalabor,theta,sigma,omegaland_init,omegasupply_init,omegalabor_init,omegawater,mprof_init,f_adjustment,mprof,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
SANTA CLARA VALLEY W.D.,Citrus & Subtropical,Central Coast,56.29060577,894.0,4.2,2.611553899,0.183365181,130.57769495,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,3623.536047392,27.24281822199264,3623.536047392,390.109273368106,3233.42677402389,-4.88235294117647,0.20366556958494111,0.79630616611777,7.4123093171862295e-06,2.0851987971621503e-05,3.053958405386428,0.13665348928270543,10.797921073407181,56.29060450563532,147.00579015542357,1.26436467695612e-06,0.00016082029182484803,2.2461379828141085e-08,1.093971303593109e-06,GOOD,894,3685.911605
SANTA CLARA VALLEY W.D.,Citrus & Subtropical,San Francisco Bay,56.29060577,894.0,4.2,2.432378703,0.183365181,121.61893515,0.131883505,0.371008972,0.13,0.17,2549.235389,1743.692937,5418.931559,50,3632.494807192,29.238333368344875,3632.494807192,390.109273368106,3242.38553382389,-4.88235294117647,0.2802954433661404,0.7196657537278169,1.0176058476027301e-05,2.86268475667429e-05,3.2587540789453255,0.13665348928270543,10.827836857027219,56.29060463701861,136.91992197699582,1.1329813887073215e-06,0.0001486769210998773,2.012736180769869e-08,1.0858665233651342e-06,GOOD,894,3694.949081
SANTA CLARA VALLEY W.D.,Corn,Central Coast,773.3514596,721.0,9.4,2.274255141,0.234536008,113.71275705,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,6662.807481993001,56.327121342009235,6662.807481993001,390.109273368106,6272.6982086249,-4.88235294117647,0.5147345254718185,0.485215629493879,4.299486814482542e-05,6.850166157649728e-06,8.233192768072033,0.0043102437991872815,51918.30704378966,773.3514428775513,1758.7965773216615,1.6722448663131217e-05,0.001955473492216697,2.1623349197246693e-08,1.1118234725321153e-06,GOOD,721,6724.797875
SANTA CLARA VALLEY W.D.,Corn,San Francisco Bay,14.93957594,721.0,9.4,2.304449244,0.234536008,115.22246220000001,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,6661.297776843,55.594686226966566,6661.297776843,390.109273368106,6271.18850347489,-4.88235294117647,0.4952884335906745,0.5046635935947695,4.137994617195052e-05,6.592868384144081e-06,8.16888562126283,0.22312101405827006,1002.7146243154393,14.9395756103866,34.42746220532107,3.296133996855133e-07,3.227529251859096e-05,2.206310279550768e-08,9.374859543370327e-07,GOOD,721,6723.415376
SANTA CLARA VALLEY W.D.,Cucurbits,Central Coast,187.3301612,642.0,11.8,1.662176564,0.087908733,83.10882819999999,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,7491.520911234,85.81036318003837,7491.520911234,390.109273368106,7101.41163786589,-4.88235294117647,0.8828437907364618,0.11705222908308183,2.6960645918062203e-05,7.70195345383457e-05,11.52894860971564,0.10676337367076372,0.00013710021528877864,187.33016085902054,311.37547066862453,3.409794544495526e-07,0.00033300835752925195,1.8202058454725367e-09,1.0694741004176139e-06,GOOD,642,7547.00143
SANTA CLARA VALLEY W.D.,Dry Beans,Central Coast,201.5180848,1823.0,3.5,1.506154421,0.272510229,75.30772105,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,6304.330067924001,79.77776139544875,6304.330067924001,390.109273368106,5914.2207945559,-4.88235294117647,0.9188466101849548,0.08106744552726024,7.046927511974307e-05,1.547501266525396e-05,3.448291336925284,0.0029537701086671665,1104160.5670254638,201.5180728263583,303.51701212873724,1.1973641704798865e-05,0.00034220423566466707,5.941720673200277e-08,1.1274618428877474e-06,GOOD,1823,6356.952778
SANTA CLARA VALLEY W.D.,Grain,Central Coast,2548.282738,225.4685967,1.923364038,0.851962382,0.351483763,42.5981191,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,390.1092733681055,9.483767379291601,390.1092733681055,390.109273368106,0.0,-4.88235294117647,0.9510811978058891,0.047458997056306206,0.0011846717964902902,0.0002751333413143282,1.9450630461650362,0.0005302988287759423,171.59323596504444,2548.270365336101,2171.0279082107486,0.012372663898986502,0.013123265212925617,4.855294789108485e-06,6.044687789250989e-06,GOOD,225.4685967,425.4489935
SANTA CLARA VALLEY W.D.,Grain,San Francisco Bay,1978.409063,224.0,1.9,0.399249024,0.351483763,19.9624512,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,404.686750677,19.381652610412633,404.686750677,390.109273368106,14.5774773088945,-4.88235294117647,0.9979674977371994,0.0005558607970039948,0.0011983349371465972,0.00027830652865005643,1.9185688241308214,0.000683049515200968,5658.391115372919,1978.4228782975438,789.8825183657374,-0.013815297543715133,-0.004630890232874663,6.9830338942978916e-06,5.8627925990880134e-06,GOOD,224,423.055204
SANTA CLARA VALLEY W.D.,Lettuce,Central Coast,2444.064098,893.3912256,10.5521748,1.36519475,0.164570286,68.2597375,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,9358.003875172435,129.7133608752182,9358.003875172435,390.109273368106,8967.89460180433,-4.88235294117647,0.9676509596019197,0.03226712611793617,3.460405266096143e-05,4.731022748320467e-05,10.497136510300434,0.0016366182880691374,100362.88517989975,2444.064086783348,3336.6198518401284,1.1216651728318539e-05,0.0036234129565855255,4.5893443373671045e-09,1.0859520061102151e-06,GOOD,893.3912256,9407.626046
SANTA CLARA VALLEY W.D.,Lettuce,San Francisco Bay,49.02699621,898.0,10.5,1.682308346,0.164570286,84.11541729999999,0.334656366,0.457537993,0.25,0.17,2859.243032,5814.317411,7949.261967,50,9343.927818055,105.55741953116541,9343.927818055,390.109273368106,8953.8185446869,-4.88235294117647,0.8975164123690371,0.10240749597760171,3.2144329112536387e-05,4.394732424866338e-05,10.289069769499221,0.08158770288244016,2010.0813671144988,49.02699584754742,82.47844089837065,3.6245258172584727e-07,8.400502271399546e-05,7.392918386705447e-09,1.0185078214285484e-06,GOOD,898,9399.741622
SANTA CLARA VALLEY W.D.,Onions & Garlic,Central Coast,215.1344263,1712.0,5.3,1.590455311,0.178481578,79.52276555,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,8993.24326085,107.53950323186811,8993.24326085,390.109273368106,8603.1339874819,-4.88235294117647,0.9214229319053331,0.07850990952053902,3.9245643466765996e-05,2.791293066107578e-05,5.221387219325707,0.011337211027503052,66207.11018253693,215.13442388200977,342.1613219423532,2.4179902311516344e-06,0.00036894541989340723,1.1239438860332855e-08,1.0782779887957096e-06,GOOD,1712,9047.470545
SANTA CLARA VALLEY W.D.,Other Deciduous,Central Coast,192.8148602,2398.313786,7.145133767,2.717713319,0.215021845,135.88566595,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,16999.48399639421,119.30989569845791,16999.48399639421,390.109273368106,16609.3747230261,-4.88235294117647,0.48694470133921125,0.513035587591723,9.78354958384516e-06,9.92751948204116e-06,6.1760662394112105,0.03989478655498199,189.9835400544028,192.81485930604362,524.0149493261202,8.939563826970698e-07,0.0005643405427235848,4.636345880031242e-09,1.0769538840076659e-06,GOOD,2398.313786,17061.51001
SANTA CLARA VALLEY W.D.,Other Deciduous,San Francisco Bay,96.40743008,4047.471437,1.454200834,3.121144607,0.215021845,156.05723035,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,5728.87595506058,35.71320525467494,5728.87595506058,390.109273368106,5338.76668169247,-4.88235294117647,0.12411559365809978,0.8758694985817258,7.399436852649019e-06,7.508323321844478e-06,0.9537258272762499,0.07978957312651656,30.5341269620017,96.40742839001022,300.9011990148283,1.6899897730127122e-06,0.00033145409327062225,1.752966313499218e-08,1.1015367477662473e-06,GOOD,4047.471437,5787.517749
SANTA CLARA VALLEY W.D.,Pasture,Central Coast,1056.048825,249.6163555,5.0,4.185193859,0.350906068,209.25969295,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,1038.126098145,5.661429667234457,1038.126098145,390.109273368106,648.016824776895,-4.88235294117647,0.004552960806848436,0.9954455262687024,8.330722872242191e-07,6.798521619461508e-07,1.7206696107530897,0.0018567174805819134,49149.347670442985,1056.0479473640212,4419.7596812117945,0.0008776359788953414,0.009375982371238933,8.310562524373259e-07,2.121373820647352e-06,GOOD,249.6163555,1072.227315
SANTA CLARA VALLEY W.D.,Pasture,San Francisco Bay,378.2468903,275.0,5.0,3.305404007,0.350906068,165.27020034999998,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,1209.0338132450001,7.890304857440234,1209.0338132450001,390.109273368106,818.924539876895,-4.88235294117647,0.02090049651325409,0.979093539834101,3.2838082245146487e-06,2.6798444205742286e-06,2.324459353667246,0.005183874247241868,22244.24520143465,378.24670705169666,1250.2566598561855,0.00018324830335814113,0.002126976723957341,4.84467441920807e-07,1.701229174597755e-06,GOOD,275,1265.047057
SANTA CLARA VALLEY W.D.,Sunflowers,Central Coast,85.06879426,3640.0,0.6,2.911908699,0.386904762,145.59543495,0.388227513,0.177248677,0.74,0.17,734.0697039,736.5793439,336.2917618,50,2037.4521840979999,14.193319683392248,2037.4521840979999,390.109273368106,1647.34291072989,-4.88235294117647,0.07046887057175624,0.9295115751520192,1.34249826276992e-05,6.129293596736064e-06,0.3534763962174845,0.01588539443995349,26853.6647227502,85.06876928407257,247.7122103621942,2.4975927431114542e-05,0.0003516569410635384,2.935968194727125e-07,1.419616906777516e-06,GOOD,3640,2098.255496
SANTA CLARA VALLEY W.D.,Tomato Processing,Central Coast,1070.133204,103.0,59.0,2.094853308,0.124471553,104.74266539999999,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,5971.410907392999,54.812660140573634,5971.410907392999,390.109273368106,5581.30163402489,-4.88235294117647,0.6065055376482772,0.3934211361342091,5.4149859452149524e-05,1.9176358061573004e-05,53.44778031955778,0.0012627879840567504,1144274.7206146268,1070.1331479000776,2241.769518072452,5.6099922403518576e-05,0.0025643275866968906,5.2423307859082726e-08,1.1438841650447911e-06,GOOD,103,6032.269469
SANTA CLARA VALLEY W.D.,Truck Crops,Central Coast,3928.777726,882.8289505,16.82408356,1.094970985,0.139554281,54.74854925,0.396137579,0.419814805,0.409751252,0.17,7441.94487,27484.23099,27982.75263,50,14797.083976484102,253.94043897617806,14797.083976484102,390.109273368106,14406.974703116,-4.88235294117647,0.9942165459991343,0.005728630651118149,2.6616245589247713e-05,2.820710415833116e-05,16.817013332448926,0.000621186847619223,2020490.7755439272,3928.777717154221,4301.892969729716,8.845778666000115e-06,0.004646754563509603,2.251534518601095e-09,1.0801639131772636e-06,GOOD,882.8289505,14839.84291
SANTA CLARA VALLEY W.D.,Truck Crops,San Francisco Bay,335.3741544,879.8326874,16.80674045,1.349315785,0.139554281,67.46578925,0.396137579,0.419814805,0.409940416,0.17,7441.94487,27484.23099,27982.75263,50,14718.698320642785,205.82730676255662,14718.698320642785,390.109273368106,14328.5890472747,-4.88235294117647,0.9805396544514513,0.01940598842637253,2.6389896276366537e-05,2.796722589964898e-05,16.7551026843186,0.007273604317567686,171810.2977894739,335.3741528687454,452.52515556505807,1.5312546111090342e-06,0.0004848478891403829,4.565809830660684e-09,1.0714263366335229e-06,GOOD,879.8326874,14767.95758
SANTA CLARA VALLEY W.D.,Vineyard,Central Coast,164.1614474,1913.447178,9.180217963,2.457170381,0.277321429,122.85851905,0.189642857,0.15,0.13,0.17,3571.632089,2442.416792,1931.85509,50,17442.386671391258,135.48756462680007,17442.386671391258,390.109273368106,17052.2773980232,-4.88235294117647,0.6379137036993331,0.3620738748704924,6.93562504780168e-06,5.485805126687434e-06,8.384758039813173,0.046858186341184105,166.0646493612296,164.16144676179678,403.3722139498477,6.382032040619379e-07,0.0004323035217339566,3.887655805731754e-09,1.0717224525492858e-06,GOOD,1913.447178,17504.86833
SANTA CLARA VALLEY W.D.,Vineyard,San Francisco Bay,54.72048247,1879.432953,9.731994062,2.512108519,0.1875,125.60542595,0.15804878,0.110640244,0.13,0.17,7370.795962,6213.04167,4349.368869,50,18164.568723549128,138.18360128928518,18164.568723549128,390.109273368106,17774.459450181,-4.88235294117647,0.6169977112150213,0.3829931622924017,5.36840320454757e-06,3.7580893724173323e-06,8.827996197461975,0.1405745590149891,57.698891496380014,54.7204822589885,137.46364688687828,2.1101150338154184e-07,0.00014328979887068272,3.856170374543517e-09,1.0423821334077696e-06,GOOD,1879.432953,18227.06726
THE WEST SIDE I.D.,Alfalfa,San Joaquin River,261.6624251,281.0,6.7,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1675.287002362,8.64481801751423,1675.287002362,385.716359827,1289.570642535,-4.88235294117647,0.007860774600316915,0.9921375438417913,9.405264503320261e-07,7.410314415109186e-07,2.543266983132194,0.0020546870969214695,366700.01341514516,261.661791098863,1081.9605541976198,0.0006340011370298271,0.004509081149763006,2.422973557581031e-06,4.1674923736435245e-06,GOOD,281,1711.055885
THE WEST SIDE I.D.,Almonds & Pistachios,San Joaquin River,2124.542192,4883.0,1.2,4.125499535,0.287448101,206.27497675,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5652.644230159,26.965043945664668,5652.644230159,385.716359827,5266.927870332,-4.88235294117647,0.0263780696771961,0.9736200948713702,1.3956633208655361e-06,4.397881128212918e-07,0.5741367948986097,0.0011767241005680154,367426.28281059925,2124.541921597048,8764.782557775841,0.0002704029520828044,0.015267408040017472,1.2727586823222968e-07,1.7419007653718662e-06,GOOD,4883,5688.721743
THE WEST SIDE I.D.,Corn,San Joaquin River,11.4631428,59.0,27.1,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1477.228775793,12.515382455355429,1477.228775793,385.716359827,1091.512415966,-4.88235294117647,0.14154713132592708,0.8583910534399068,5.332001230427393e-05,8.495221861871523e-06,18.453710581229604,0.29078703733267053,133.93641566300926,11.463139991200661,27.69294883583012,2.808799338893664e-06,4.7009283925092404e-05,2.4502873146565564e-07,1.697515291881517e-06,GOOD,59,1539.657929
THE WEST SIDE I.D.,Dry Beans,San Joaquin River,522.3295708,1752.0,1.3,2.212101358,0.272510229,110.6050679,0.483520066,0.106180731,1.68,0.17,521.9411016,903.6303871,214.6292221,50,2166.1327210739996,19.459906781997343,2166.1327210739996,385.716359827,1780.416361247,-4.88235294117647,0.2887297369606793,0.711191670099485,6.444160097758945e-05,1.4151338858004623e-05,1.0183426341729913,0.0011395833751599177,861654.8154965759,522.3291771001691,1155.4431956304838,0.0003936998309654882,0.002757259753479957,7.537383540481874e-07,2.386316509727639e-06,GOOD,1752,2227.803865
THE WEST SIDE I.D.,Grain,San Joaquin River,678.9431805,164.0,2.5,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,385.716359827,16.079804662496404,385.716359827,385.716359827,0.0,-4.88235294117647,0.9969937457477995,0.001458565993316532,0.0012559913529392194,0.0002916969059446191,2.5294268245072735,0.001990374732619251,45.71786938753508,678.9448232485264,316.83372919350944,-0.0016427485263648123,-0.00024936288662047446,2.4195670176037835e-06,7.870471477754885e-07,GOOD,164,406.8715158
THE WEST SIDE I.D.,Other Deciduous,San Joaquin River,43.85765373,2263.540627,2.348383386,3.445837194,0.215021845,172.2918597,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,5142.466188416824,29.230255385786162,5142.466188416824,385.716359827,4756.74982858982,-4.88235294117647,0.06635018043490154,0.933640941378431,4.406670139819691e-06,4.471516527725852e-06,1.3564454442278402,0.17539259486300138,12.376330694992111,43.857652094834826,151.12609158860815,1.6351651765944553e-06,0.00024287579870474474,3.7283462235827524e-08,1.6071044107931211e-06,GOOD,2263.540627,5196.020108
THE WEST SIDE I.D.,Pasture,San Joaquin River,72.72551955,276.0,5.0,4.600187047,0.350906068,230.00935235000003,0.190014026,0.155066311,0.51,0.17,328.209843,177.7241242,145.0367898,50,1149.294661245,5.696815346269181,1149.294661245,385.716359827,763.578301418,-4.88235294117647,0.002895043568015599,0.9971040874488487,4.784943285518536e-07,3.9048880719446427e-07,1.567881741505464,0.026961434251114816,3987.9739777275136,72.72542761917273,334.5499516207984,9.1930827267106e-05,0.0010413994568807539,1.2640793470564624e-06,3.112827277776762e-06,GOOD,276,1167.686805
THE WEST SIDE I.D.,Safflower,San Joaquin River,65.88967035,574.0,1.3,2.40565496,0.396694215,120.28274800000001,0.424242424,0.112947658,0.74,0.17,212.2655769,227.006242,60.43672676,50,624.983367703,5.862781808072513,624.983367703,385.716359827,239.267007876,-4.88235294117647,0.06677080460541332,0.9331718404896492,4.529566854330759e-05,1.2059236394309458e-05,0.7742976954909151,0.020509305087931,3025.2891030074384,65.88948978452424,158.507090533002,0.00018056547575895365,0.0007217572404272232,2.7404215987089643e-06,4.5534490067001816e-06,GOOD,574,687.3943578
THE WEST SIDE I.D.,Tomato Processing,San Joaquin River,141.5475083,101.0,43.3,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4253.470529742999,34.758124275395524,4253.470529742999,385.716359827,3867.754169916,-4.88235294117647,0.3415613353766267,0.6583806919820694,4.281156842841564e-05,1.5161072875660868e-05,34.946364897276936,0.009546980851738182,104887.16637386632,141.54748458586644,336.83447555486237,2.3714133561725248e-05,0.0005899187203226575,1.67534800481721e-07,1.7513578032419063e-06,GOOD,101,4315.825715
THE WEST SIDE I.D.,Truck Crops,San Joaquin River,108.2797869,555.0,22.8,2.667732673,0.139554281,133.38663365000002,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,12519.657859685,89.70698652835864,12519.657859685,385.716359827,12133.941499858,-4.88235294117647,0.4380838744866893,0.5618875742860058,1.3861365300089372e-05,1.4689862004964659e-05,19.295999853304096,0.022525204935030237,46998.425285625985,108.27978321310982,288.861066563117,3.686890181597846e-06,0.00045877549041506427,3.404966233451135e-08,1.5882194413994089e-06,GOOD,555,12581.87652
TRANQUILLITY I.D.,Alfalfa,Tulare Lake,106.4868569,264.0,7.7,4.524530937,0.306290873,226.22654684999998,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1805.908723412,8.532721174271856,1805.908723412,841.972973977,963.935749435,-4.88235294117647,0.005003862118004245,0.9949951448780378,5.554054917282504e-07,4.3759846627723425e-07,2.6654865660780165,0.005048833482868537,111558.67777405007,106.48646278086038,481.80037798387156,0.0003941191396279464,0.0027004440703422006,3.7011059496108237e-06,5.6048709343107215e-06,GOOD,264,1827.421468
TRANQUILLITY I.D.,Almonds & Pistachios,Tulare Lake,4127.322699,4710.43212,1.191892935,4.067322337,0.287448101,203.36611685000003,0.299096541,0.094248449,0.4,0.17,2039.310074,2110.873995,639.9084906,50,5410.283854684073,26.20466873103534,5410.283854684073,841.972973977,4568.31088070707,-4.88235294117647,0.027417662225848956,0.9725803445280645,1.5156491755014102e-06,4.775969108219701e-07,0.5749156257424951,0.0006057195383839793,619120.506718123,4127.3220891345245,16787.11939760536,0.0006098654757806798,0.03240804446977563,1.4776297378647973e-07,1.930526681653554e-06,GOOD,4710.43212,5448.218862
TRANQUILLITY I.D.,Corn,Tulare Lake,107.0194188,71.0,20.6,2.280437339,0.234536008,114.02186695,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1347.6983720930002,12.122999528603893,1347.6983720930002,841.972973977,505.725398116,-4.88235294117647,0.17436303404742845,0.8255535023179391,7.19932891234855e-05,1.1470345508919696e-05,14.647543606447165,0.0311469952902915,579.4976740354114,107.01936904315357,244.05052431938694,4.975684642261058e-05,0.0005543102116405407,4.6493287835544274e-07,2.271287694170895e-06,GOOD,71,1409.716294
TRANQUILLITY I.D.,Cotton,Tulare Lake,1973.649523,3438.0,0.8,3.749301711,0.148539114,187.46508555,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2562.2629069100003,13.922977805208799,2562.2629069100003,841.972973977,1720.289932933,-4.88235294117647,0.021097815104296504,0.9788978748774662,3.665921163352591e-06,6.440970742812404e-07,0.3682638561998293,0.0007451111345538108,530578.6086345952,1973.6483319050412,7399.789431314996,0.001191094958812755,0.018102183237715508,6.034987189631616e-07,2.4463046039736335e-06,GOOD,3438,2609.155359
TRANQUILLITY I.D.,Cucurbits,Tulare Lake,346.2873917,485.0,17.3,2.442132231,0.087908733,122.10661155,0.228781824,0.653570009,0.05,0.17,920.9338517,2396.72349,6846.813993,50,8267.423127884,64.92651497854857,8267.423127884,841.972973977,7425.450153907,-4.88235294117647,0.4640093407959981,0.5359411377107051,1.2840249365277487e-05,3.668124393145257e-05,14.827156298297293,0.05775549580888768,0.0002649994509095817,346.28738968078284,845.6781335995455,2.0192171632515965e-06,0.0014668599463902865,5.831044420470584e-09,1.734533912835644e-06,GOOD,485,8329.889641
TRANQUILLITY I.D.,Grain,Tulare Lake,172.1450522,303.0,2.9,0.715524558,0.351483763,35.7762279,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,841.9729739769999,22.785867342840877,841.9729739769999,841.972973977,0.0,-4.88235294117647,0.9910828089107777,0.008212035072593066,0.0005722533942321044,0.00013290262239718548,2.91985960660015,0.007850073726088489,11.591699037899103,172.147591800305,123.1756224074776,-0.0025396003049991123,-0.0016100201856659169,1.4752676725489484e-05,1.30711028605903e-05,GOOD,303,872.6294479
TRANQUILLITY I.D.,Onions & Garlic,Tulare Lake,370.5070886,2366.0,7.7,1.253629891,0.178481578,62.681494550000004,0.383051703,0.272440319,0.41,0.17,887.6914461,1905.136225,1355.002253,50,18154.684531849998,273.1723023073816,18154.684531849998,841.972973977,17312.711557873,-4.88235294117647,0.9896620518382303,0.01030221583049421,2.0881002190471954e-05,1.4851329084971796e-05,7.689111273344551,0.006582935833859516,229453.72624239718,370.5070862739879,464.4779700860333,2.3260120656232175e-06,0.000791010312070739,6.277915152480075e-09,1.7030064199354472e-06,GOOD,2366,18201.65015
TRANQUILLITY I.D.,Other Deciduous,Tulare Lake,54.71666716,1850.0,7.8,3.502172688,0.215021845,175.1086344,0.341552948,0.346579073,0.13,0.17,2284.866179,4950.948854,6009.195442,50,14253.988211733998,78.07918593547883,14253.988211733998,841.972973977,13412.015237757,-4.88235294117647,0.15186228662497445,0.8481303821127659,3.638857313651303e-06,3.6924049460833196e-06,5.31532839856965,0.14058436106523436,43.53486533763563,54.716666416624946,191.62689445566545,7.433750539576067e-07,0.0003228504730827808,1.3585897909020356e-08,1.684784017747351e-06,GOOD,1850,14306.44471
TRANQUILLITY I.D.,Tomato Processing,Tulare Lake,1366.825793,93.0,51.2,2.220206136,0.124471553,111.0103068,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4649.743265993,40.54165520846828,4649.743265993,841.972973977,3807.770292016,-4.88235294117647,0.4602524641506044,0.5396760753504058,5.277206581597402e-05,1.8688433173686534e-05,43.88915608703768,0.000988678556017966,997115.3176762118,1366.8255927747389,3034.6292403258285,0.00020022526109642058,0.005772135837105452,1.464892322941557e-07,1.9020856918220135e-06,GOOD,93,4711.46042
TRANQUILLITY I.D.,Truck Crops,Tulare Lake,26.53025848,941.0,19.4,1.84535452,0.139554281,92.26772600000001,0.396137579,0.419814805,0.41,0.17,7441.94487,27484.23099,27982.75263,50,18162.176767335,186.4995960885909,18162.176767335,841.972973977,17320.203793358,-4.88235294117647,0.9081028539167787,0.09185634904635398,1.9806596232741747e-05,2.0990440634672054e-05,19.04064702578442,0.0919336836496552,16437.168266218687,26.530258125974985,48.95766027121729,3.5402501552539434e-07,7.213161904218168e-05,1.334419775036411e-08,1.4733447711316544e-06,GOOD,941,18220.39116
TRANQUILLITY I.D.,Vineyard,Tulare Lake,101.9321298,1492.427601,10.07028874,4.00891598,0.302297005,200.44579900000002,0.200476183,0.304083218,0.13,0.17,2773.231975,2743.166444,4105.247296,50,14827.924210209516,71.12205177070149,14827.924210209516,841.972973977,13985.9512362325,-4.88235294117647,0.07759310424161357,0.9224042555012943,1.049051237375651e-06,1.5912058546529184e-06,5.9820999993246,0.07546499526106921,84.57247952806327,101.9321282291409,408.6366390209646,1.5708590979102155e-06,0.0007050096896250579,1.5410833669348243e-08,1.7252698509418931e-06,GOOD,1492.427601,14867.65594
Turner Island Water District,Alfalfa,San Joaquin River,805.3181971,282.0,6.8,4.134965358,0.306290873,206.74826789999997,0.200481491,0.157957374,1.86,0.17,739.7198673,484.1807412,381.4811931,50,1710.187002362,8.805068800332123,1710.187002362,817.216359827,892.970642535,-4.88235294117647,0.008023188680615976,0.9919751300367647,9.403724853092576e-07,7.409101339998708e-07,2.5908682153709246,0.0006676049424168047,781582.6668283448,805.3146302616688,3329.9407421857154,0.0035668383312668084,0.022104989800482144,4.429104351685099e-06,6.638209137748087e-06,GOOD,282,1745.955885
Turner Island Water District,Corn,San Joaquin River,75.43745254,62.0,26.2,2.415829265,0.234536008,120.79146325,0.556552162,0.088672787,0.3,0.17,423.9938724,1022.014707,159.5840787,50,1502.7287757929998,12.714983589017047,1502.7287757929998,817.216359827,685.512415966,-4.88235294117647,0.1436392259008871,0.856299109511908,5.319006864335883e-05,8.474518561528716e-06,17.889825842252467,0.04418671655920333,553.6354386015995,75.43741529866557,182.2435404337598,3.724133442517541e-05,0.0004650894207998135,4.936716865595182e-07,2.552014917937349e-06,GOOD,62,1565.157929
Turner Island Water District,Cotton,San Joaquin River,1878.995841,3927.0,0.8,3.634047537,0.148539114,181.70237684999998,0.445240339,0.078228087,0.68,0.17,378.6944542,1135.122209,199.4393382,50,2959.2256156100007,16.405812746167978,2959.2256156100007,817.216359827,2142.009255783,-4.88235294117647,0.029041102696383558,0.9709537603727917,4.369258408515616e-06,7.676724163729494e-07,0.3922841031184156,0.0007826458170931724,628952.4805876842,1878.9947457865767,6828.34192946012,0.0010952134232411481,0.01827855917326815,5.828716590763057e-07,2.676859248257236e-06,GOOD,3927,3008.864977
Turner Island Water District,Grain,San Joaquin River,735.3085043,187.0,4.5,0.466656841,0.351483763,23.33284205,0.486359995,0.112954365,0.74,0.17,345.3012994,477.8051109,110.9675411,50,817.216359827,33.002818593879816,817.216359827,817.216359827,0.0,-4.88235294117647,0.9985781454916824,0.0006898513762626868,0.0005940405626961039,0.00013796256935889867,4.525352332948264,0.0018378018796856058,49.513330606508944,735.3138668397846,343.13856233205996,-0.00536253978464174,-0.0018185549870395334,7.292911415116541e-06,5.299796713758529e-06,GOOD,187,838.3715158
Turner Island Water District,Tomato Processing,San Joaquin River,2761.141671,97.0,48.5,2.379660861,0.124471553,118.98304305,0.533148968,0.188806686,0.74,0.17,657.2463564,2815.18314,996.9547547,50,4584.670529743,37.3904364332651,4584.670529743,817.216359827,3767.454169916,-4.88235294117647,0.3586189775447401,0.6413245516646583,4.170248347617438e-05,1.4768307125572914e-05,39.519796674169655,0.0004894176077759653,1992958.71084033,2761.14107030623,6570.5660378952925,0.0006006937696838577,0.014728259546245681,2.1755267974580421e-07,2.241546077952678e-06,GOOD,97,4647.025715
