g,i,hr,xland,p,y,xwater,omegaland,omegawater,omegasupply,omegalabor,theta,omegawater_unit,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,sigma,lambdaland,lambdacrop,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,xlandcalib,xwatercalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
PLEASANT VALLEY W.D.,Onions and Garlic,Tulare Lake,392.6504782,2408.610949,10.63434095,1.253629891,4112.522919,62.68149455,7170.237318,10684.66197,0.41,50,0.160557684,0.417141646,0.279934415,3583.886346,1.107315543,3583.886346,0.17,79.8460651,3504.040281,-4.882352941,0.299002342,0.007342148,0.278560777,0.415094733,10.62363202,0.006211693,106977.9333,392.6504857,492.2381341,-7.50E-06,0.000242105,1.91E-08,4.92E-07,GOOD,2408.610949,3583.886346
PLEASANT VALLEY W.D.,Pasture,Tulare Lake,11.32857272,242.4206904,4.903405501,4.768194291,225.050083,47.68194291,134.7527641,578.8882988,0.51,10,0.189326621,0.486998112,0.113362702,202.3138581,1.147722722,202.3138581,0.17,79.8460651,122.467793,-4.882352941,0.004319593,0.988467259,0.001362017,0.00585113,1.982375428,0.173083085,282.5951567,11.32856975,54.01669256,2.97E-06,0.000143208,2.62E-07,2.65E-06,GOOD,242.4206904,202.3138581
PLEASANT VALLEY W.D.,Pistachios,Tulare Lake,10446.11449,5088.640658,1.460333567,3.820163692,1937.377826,191.0081846,386.8138231,1917.69532,0.4,50,0.260711671,0.258063009,0.052053284,2998.21761,1.596530034,2998.21761,0.17,79.8460651,2918.371544,-4.882352941,0.035260819,0.948275335,0.00276347,0.013700375,0.800403283,0.000239323,1665462.393,10446.11446,39905.84605,2.99E-05,0.02124481,2.87E-09,5.32E-07,GOOD,5088.640658,2998.21761
PLEASANT VALLEY W.D.,Truck,Tulare Lake,311.1936317,1282.087936,19.71342086,1.84535452,1338.105955,92.267726,7420.976145,6020.132457,0.41,50,0.052943262,0.238191489,0.293617021,10402.85678,1.618587754,10402.85678,0.17,79.8460651,10323.01071,-4.882352941,0.43454107,0.067994298,0.274655408,0.222809224,19.44570323,0.007837642,129807.5234,311.1936346,574.2622859,-2.90E-06,0.000288937,9.31E-09,5.03E-07,GOOD,1282.087936,10402.85678
PLEASANT VALLEY W.D.,Tomatoes,Tulare Lake,682.2430184,97.3922824,54.70338716,2.220206136,168.9385059,111.0103068,1803.712469,1201.075867,0.74,50,0.031709536,0.225440365,0.338554465,2042.950582,1.544716696,2042.950582,0.17,79.8460651,1963.104517,-4.882352941,0.207320202,0.511041207,0.169061838,0.112576753,47.45087378,0.001980748,278664.951,682.2430677,1514.71945,-4.93E-05,0.000685662,7.22E-08,4.53E-07,GOOD,97.3922824,2042.950582
RECLAMATION DISTRICT 1606,Lettuce,Tulare Lake,165.0859385,1008,18.9,2.300762612,1600,149.5495698,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3872.65043,1.195371133,3872.65043,0.17,3872.65043,0,-4.882352941,0.197977064,0.316219205,0.452196488,0.033607243,17.51259963,0.024229804,1209.461774,165.0859401,379.8178159,-1.65E-06,0.005739196,9.99E-09,1.51E-05,GOOD,1008,3872.65043
SAN BENITO CO. W.D.,Beans Dry,Central Coast,50.7028561,1980.932448,1.975119728,1.506154421,333.2235263,75.30772105,277.9868271,1971.957481,1.68,50,0.085167238,0.504004546,0.071049516,1254.103202,1.401654973,1254.103202,0.17,48.56613578,1205.537067,-4.882352941,0.361288999,0.126604632,0.063272155,0.448834214,1.928772848,0.011739735,72277.66954,50.70287085,76.36630967,-1.47E-05,2.12E-05,2.91E-07,2.78E-07,GOOD,1980.932448,1254.103202
SAN BENITO CO. W.D.,Berries,Central Coast,129.6156001,3173.779594,32.91702622,1.420392307,4726.112712,71.01961535,43531.43094,40464.20108,0.25,50,0.045238346,0.387323291,0.416682812,15678.62176,1.120548042,15678.62176,0.17,48.56613578,15630.05563,-4.882352941,0.194712143,0.003759686,0.415398603,0.386129568,32.89622186,0.030860483,12081.34787,129.6156005,184.1048903,-4.50E-07,0.000110949,3.47E-09,6.03E-07,GOOD,3173.779594,15678.62176
SAN BENITO CO. W.D.,Corn,Central Coast,10.05058857,526.0114442,13.71643442,2.274255141,635.942936,113.7127571,631.2209485,4030.8001,0.3,50,0.088141761,0.558669338,0.087487293,1803.324737,1.269741396,1803.324737,0.17,48.56613578,1754.758601,-4.882352941,0.182276759,0.469348974,0.047168628,0.301205639,12.08620376,0.331655535,257.1519593,10.05058872,22.8575946,-1.54E-07,8.13E-06,1.53E-08,3.56E-07,GOOD,526.0114442,1803.324737
SAN BENITO CO. W.D.,Cucurbits,Central Coast,44.05352667,711.6013188,16.77063156,1.662176564,559.1650505,83.1088282,7800.035962,2729.337685,0.05,50,0.046854775,0.228702604,0.653597591,762.3560095,1.017371666,762.3560095,0.17,48.56613578,713.7898737,-4.882352941,0.102888763,0.077332984,0.607282073,0.21249618,16.52005886,0.453993165,5.78E-06,44.05352708,73.22469942,-4.10E-07,4.02E-05,9.31E-09,5.49E-07,GOOD,711.6013188,762.3560095
SAN BENITO CO. W.D.,Field and Grain,Central Coast,2864.6161,255.5234925,2.245253001,2.883732558,108.6195012,72.09331395,65.03786993,279.3980675,0.74,25,0.189326621,0.486998112,0.113362702,48.56613578,1.04045783,48.56613578,0.17,48.56613578,0,-4.882352941,0.011913035,0.961982308,0.004929193,0.021175464,1.181310423,0.000471739,59610.32879,2864.616239,8260.775039,-0.000139188,0.011674414,4.86E-08,1.41E-06,GOOD,255.5234925,48.56613578
SAN BENITO CO. W.D.,Grapes,Central Coast,449.3270757,1828.539429,9.7576058,2.457170381,2359.617621,122.8585191,7755.875761,5387.354345,0.13,50,0.132249498,0.30194507,0.434693599,2216.460692,1.087473403,2216.460692,0.17,48.56613578,2167.894556,-4.882352941,0.165682269,0.35845171,0.280810555,0.195055466,8.922257482,0.017119618,120.6809679,449.3270768,1104.07248,-1.13E-06,0.000702215,2.51E-09,6.36E-07,GOOD,1828.539429,2216.460692
SAN BENITO CO. W.D.,Lettuce,Central Coast,8815.516842,1008,18.9,1.36519475,1600,88.73765875,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3933.462341,1.200179578,3933.462341,0.17,48.56613578,3884.896205,-4.882352941,0.285699286,0.020945366,0.645389966,0.047965382,18.83623839,0.000453745,221400.3352,8815.51696,12034.89153,-0.000117688,0.005785455,1.34E-08,4.81E-07,GOOD,1008,3933.462341
SAN BENITO CO. W.D.,Onions and Garlic,Central Coast,125.466506,1427.738608,20.08290673,1.590455311,4603.693159,79.52276555,8026.599034,11960.76136,0.41,50,0.160557684,0.417141646,0.279934415,4002.564981,1.10689565,4002.564981,0.17,48.56613578,3953.998845,-4.882352941,0.293129645,0.026099717,0.273386422,0.407384216,19.98578273,0.019439645,38407.27355,125.4665075,199.5487515,-1.51E-06,0.000119336,1.20E-08,5.98E-07,GOOD,1427.738608,4002.564981
SAN BENITO CO. W.D.,Orchards,Central Coast,1070.874771,1190.158285,14.43863271,2.717713319,2448.694178,135.885666,5940.703399,6255.495968,0.13,50,0.142496355,0.364024786,0.345706127,2403.479133,1.107246113,2403.479133,0.17,48.56613578,2354.912997,-4.882352941,0.138796394,0.512331382,0.169933792,0.178938432,12.48401284,0.0071832,305.156581,1070.874772,2910.328761,-1.11E-06,0.00186759,1.04E-09,6.42E-07,GOOD,1190.158285,2403.479133
SAN BENITO CO. W.D.,Pasture,Central Coast,660.4061632,207.2507842,4.78638378,4.185193859,187.8085607,41.85193859,112.4537362,483.0932597,0.51,10,0.189326621,0.486998112,0.113362702,166.7742967,1.144856983,166.7742967,0.17,48.56613578,118.2081609,-4.882352941,0.007648462,0.979505405,0.002425662,0.010420471,2.177875627,0.002969058,14506.70048,660.4059015,2763.917525,0.000261702,0.010294009,3.96E-07,3.72E-06,GOOD,207.2507842,166.7742967
SAN BENITO CO. W.D.,Subtropical,Central Coast,81.96620315,2833.550317,6.019821828,2.611553899,3447.896788,130.577695,7372.192676,2731.881917,0.13,50,0.202134149,0.160157528,0.432197361,3374.918973,1.187293945,3374.918973,0.17,48.56613578,3326.352837,-4.882352941,0.219417242,0.455642402,0.23708484,0.087855515,5.323180704,0.09384731,32.93916476,81.96620324,214.059026,-9.19E-08,0.000131446,1.12E-09,6.14E-07,GOOD,2833.550317,3374.918973
SAN BENITO CO. W.D.,Truck,Central Coast,3962.904969,1187.253943,17.43634578,1.094970985,1095.99807,54.74854925,6078.274671,4930.89021,0.41,50,0.052943262,0.238191489,0.293617021,8541.458779,1.621359723,8541.458779,0.17,48.56613578,8492.892643,-4.882352941,0.464861634,0.004112551,0.293184887,0.237840928,17.4310866,0.000615464,1359286.644,3962.905027,4339.263244,-5.82E-05,0.002713658,1.47E-08,6.25E-07,GOOD,1187.253943,8541.458779
SAN BENITO CO. W.D.,Walnuts,Central Coast,1178.903979,2279.333378,0.866689676,2.032823511,505.6102861,101.6411756,177.1638589,539.5941523,0.13,50,0.25594369,0.273146576,0.089681664,651.465234,1.420990198,651.465234,0.17,48.56613578,602.8990982,-4.882352941,0.226007728,0.633990305,0.03460483,0.105397138,0.713111009,0.006524965,77.52367925,1178.904002,2396.502163,-2.31E-05,0.001562884,1.96E-08,6.52E-07,GOOD,2279.333378,651.465234
SAN BENITO CO. W.D.,Tomatoes,Central Coast,343.8002741,1384.386105,17.43992832,2.094853308,765.582177,104.7426654,8173.921698,5442.940742,0.74,50,0.031709536,0.225440365,0.338554465,9656.407156,1.587188667,9656.407156,0.17,48.56613578,9607.84102,-4.882352941,0.373382062,0.138775165,0.292841956,0.195000817,16.92941903,0.003930629,683243.6423,343.8002779,720.210693,-3.82E-06,0.000448513,1.11E-08,6.23E-07,GOOD,1384.386105,9656.407156
SAN LUIS W.D.,Alfalfa,San Joaquin River,421.1537476,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.001276575,488879.6101,421.1536473,1741.454807,0.000100284,0.001350048,2.38E-07,7.75E-07,GOOD,290.4258221,565.4741469
SAN LUIS W.D.,Corn,San Joaquin River,611.6890375,77.55530093,25.22861255,2.415829265,172.4592835,120.7914633,171.1787432,1093.099489,0.3,50,0.088141761,0.558669339,0.087487293,399.0836594,1.196408306,399.0836594,0.17,68.61215883,330.4715006,-4.882352941,0.052941855,0.829948423,0.015856237,0.101253485,17.78155435,0.005449392,3292.394733,611.6890772,1477.735615,-3.97E-05,0.000662658,6.50E-08,4.48E-07,GOOD,77.55530093,399.0836594
SAN LUIS W.D.,Cotton,San Joaquin River,738.3932058,3399.208415,0.729719844,3.634047537,368.4467916,181.7023768,194.0424101,1104.40523,0.68,50,0.148539114,0.445240339,0.078228087,631.8730258,1.277916424,631.8730258,0.17,68.61215883,563.2608669,-4.882352941,0.0098805,0.97729429,0.001916623,0.010908587,0.341372032,0.001991606,107499.8639,738.3931707,2683.354483,3.51E-05,0.001527973,4.76E-08,5.69E-07,GOOD,3399.208415,631.8730258
SAN LUIS W.D.,Cucurbits,San Joaquin River,755.2275922,384.0603914,14.86947686,2.299627126,267.5771763,114.9813563,3732.550158,1306.069594,0.05,50,0.046854775,0.228702604,0.653597591,289.5988182,1.00325705,289.5988182,0.17,68.61215883,220.9866593,-4.882352941,0.04529776,0.545068317,0.303451984,0.106181938,12.70707858,0.026482083,3.80E-05,755.2276019,1736.741025,-9.70E-06,0.000832613,1.28E-08,4.79E-07,GOOD,384.0603914,289.5988182
SAN LUIS W.D.,Field and Grain,San Joaquin River,2792.861672,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.000483859,68173.89865,2792.862277,8146.933613,-0.000604869,0.007102029,2.17E-07,8.72E-07,GOOD,194.8087562,68.61215883
SAN LUIS W.D.,Grapes,San Joaquin River,92.25836241,1686.199914,10.80135885,3.098484515,5693.452831,154.9242258,6051.355458,4549.18964,0.13,50,0.312599493,0.249773629,0.332250166,1764.328209,1.054534307,1764.328209,0.17,68.61215883,1695.71605,-4.882352941,0.131318485,0.682024451,0.106553789,0.080103276,8.556948336,0.083377891,40.44062907,92.25836243,285.8609736,-1.85E-08,0.000133717,2.01E-10,4.68E-07,GOOD,1686.199914,1764.328209
SAN LUIS W.D.,Onions and Garlic,San Joaquin River,181.0015743,1579.216395,6.547714821,1.480822037,1660.207972,74.04110185,2894.594241,4313.35249,0.41,50,0.160557684,0.417141646,0.279934415,1398.06279,1.10128044,1398.06279,0.17,68.61215883,1329.450631,-4.882352941,0.283971634,0.04674413,0.26877367,0.400510566,6.493378023,0.013475156,19356.77371,181.0015803,268.031004,-6.02E-06,0.000115949,3.33E-08,4.33E-07,GOOD,1579.216395,1398.06279
SAN LUIS W.D.,Orchards,San Joaquin River,711.5217638,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.010811065,179.3332961,711.521763,2451.786957,8.33E-07,0.001201424,1.17E-09,4.90E-07,GOOD,4762.917744,2113.315653
SAN LUIS W.D.,Pasture,San Joaquin River,66.27093614,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.029587394,1611.895468,66.27091587,304.8578695,2.03E-05,0.000832503,3.06E-07,2.73E-06,GOOD,226.9343417,192.6338469
SAN LUIS W.D.,Pistachios,San Joaquin River,2172.993486,4897.401316,1.414819371,3.805829794,1806.455069,190.2914897,360.6739904,1788.10266,0.4,50,0.260711671,0.25806301,0.052053284,2783.41504,1.591834969,2783.41504,0.17,68.61215883,2714.802882,-4.882352941,0.033608303,0.950657759,0.002640955,0.013092984,0.768288117,0.001150487,322583.0148,2172.993469,8270.03916,1.73E-05,0.004191644,7.94E-09,5.07E-07,GOOD,4897.401316,2783.41504
SAN LUIS W.D.,Subtropical,San Joaquin River,462.1637706,950.3385633,4.405405823,3.247465856,846.2602941,162.3732928,1809.449159,670.5198376,0.13,50,0.202134149,0.160157528,0.432197361,698.0244571,1.142940118,698.0244571,0.17,68.61215883,629.4122983,-4.882352941,0.028036452,0.926939772,0.032850505,0.012173271,2.598749769,0.016644117,40.45781996,462.1637702,1500.860311,4.04E-07,0.000753572,8.75E-10,5.02E-07,GOOD,950.3385633,698.0244571
SAN LUIS W.D.,Walnuts,San Joaquin River,117.8408687,1802.497789,1.658526763,4.952669773,765.1413128,247.6334887,268.1025116,816.5691826,0.13,50,0.25594369,0.273146576,0.089681664,892.0443277,1.357428723,892.0443277,0.17,68.61215883,823.4321688,-4.882352941,0.002698778,0.9955348,0.000436613,0.001329808,0.557257651,0.065277079,11.10503195,117.8408663,583.6265939,2.45E-06,0.000314502,2.08E-08,5.39E-07,GOOD,1802.497789,892.0443277
SAN LUIS W.D.,Almonds,San Joaquin River,20973.70375,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.000119197,1837821.063,20973.70332,86526.95941,0.000425754,0.045660932,2.03E-08,5.28E-07,GOOD,4775.762292,1679.029036
SAN LUIS W.D.,Tomatoes,San Joaquin River,812.455065,99.69467136,46.73447582,2.379660861,122.4440466,118.9830431,1913.505271,924.141116,0.74,50,0.026280181,0.198348523,0.410695875,1580.104731,1.441119419,1580.104731,0.17,68.61215883,1511.492573,-4.882352941,0.133645775,0.643606157,0.150205326,0.072542741,38.03339952,0.001663294,254320.7768,812.455107,1933.366662,-4.20E-05,0.000857813,5.17E-08,4.44E-07,GOOD,99.69467136,1580.104731
SANTA CLARA VALLEY W.D.,Beans Dry,San Francisco Bay,380.5013323,2081.677186,2.666642109,2.084209184,472.7708366,104.2104592,394.4021188,2797.773609,1.68,50,0.085167238,0.504004546,0.071049516,1781.931018,1.402634722,1781.931018,0.17,31.90672871,1750.024289,-4.882352941,0.24491452,0.408338887,0.042841498,0.303905095,2.404178228,0.001564352,783531.172,380.5013436,793.0440575,-1.13E-05,0.000313798,2.97E-08,3.96E-07,GOOD,2081.677186,1781.931018
SANTA CLARA VALLEY W.D.,Berries,San Francisco Bay,5.65880857,4365.17382,23.99255765,1.75032744,4737.888181,87.516372,43639.89281,40565.02072,0.25,50,0.045238346,0.387323291,0.416682812,15701.36645,1.120342638,15701.36645,0.17,31.90672871,15669.45972,-4.882352941,0.192840826,0.012700402,0.411734828,0.382723943,23.93392625,0.706862575,528.7783336,5.658808576,9.904766848,-5.61E-09,1.07E-06,9.91E-10,1.08E-07,GOOD,4365.17382,15701.36645
SANTA CLARA VALLEY W.D.,Onions and Garlic,San Francisco Bay,141.1156517,1577.95801,5.4088809,1.996666667,1370.357736,99.83333335,2389.236577,3560.298502,0.41,50,0.160557684,0.417141646,0.279934415,1115.260793,1.095533559,1115.260793,0.17,31.90672871,1083.354064,-4.882352941,0.218886104,0.257191765,0.210398611,0.31352352,5.101607925,0.017283869,12385.90544,141.1156529,281.7608033,-1.18E-06,0.000114612,8.37E-09,4.07E-07,GOOD,1577.95801,1115.260793
SANTA CLARA VALLEY W.D.,Sunflowers,San Francisco Bay,21.2348623,3544.154505,0.641760597,2.398414857,470.8453017,119.9207429,403.1518871,883.0229774,0.74,50,0.207010582,0.388227513,0.177248677,397.5578019,1.154106258,397.5578019,0.17,31.90672871,365.6510732,-4.882352941,0.080848385,0.799408652,0.037533467,0.082209496,0.466972386,0.063638338,3402.990973,21.23486231,50.92998986,-7.44E-09,1.94E-05,3.50E-10,3.80E-07,GOOD,3544.154505,397.5578019
SANTA CLARA VALLEY W.D.,Alfalfa,San Francisco Bay,58.1903855,261.3108833,4.962762579,3.848948655,365.5393658,192.4474328,195.6975372,241.7085422,1.86,50,0.281872792,0.186385019,0.150905255,301.4309952,1.240786812,301.4309952,0.17,31.90672871,269.5242665,-4.882352941,0.004769842,0.992102047,0.001399532,0.00172858,1.902755265,0.009239231,40150.38967,58.19035493,223.9715812,3.06E-05,0.000224831,5.25E-07,1.00E-06,GOOD,261.3108833,301.4309952
SANTA CLARA VALLEY W.D.,Corn,San Francisco Bay,1054.054969,592.8076036,11.59681099,2.304449244,605.9462015,115.2224622,601.446945,3840.671664,0.3,50,0.088141761,0.558669339,0.087487293,1711.39046,1.268051104,1711.39046,0.17,31.90672871,1679.483731,-4.882352941,0.171057998,0.501039748,0.04439679,0.283505464,10.09253283,0.00316239,25781.26083,1054.054971,2429.015143,-1.65E-06,0.001033749,1.57E-09,4.26E-07,GOOD,592.8076036,1711.39046
SANTA CLARA VALLEY W.D.,Cucurbits,San Francisco Bay,611.9407317,620.0615846,11.79928567,1.351684028,342.80283,67.5842014,4781.905449,1673.25315,0.05,50,0.046854775,0.228702604,0.653597591,450.7381393,1.014906852,450.7381393,0.17,31.90672871,418.8314106,-4.882352941,0.10520199,0.039019223,0.633950845,0.221827943,11.72575634,0.032682904,4.80E-05,611.9407369,827.1501716,-5.22E-06,0.000341518,8.53E-09,4.13E-07,GOOD,620.0615846,450.7381393
SANTA CLARA VALLEY W.D.,Field and Grain,San Francisco Bay,4781.431267,188.7820128,2.299231437,2.375207373,82.17788979,59.38018432,49.20548194,211.3832538,0.74,25,0.189326621,0.486998112,0.113362702,31.90672871,1.027943806,31.90672871,0.17,31.90672871,0,-4.882352941,0.025756906,0.915409927,0.011109131,0.047724037,1.428772322,0.000282625,75276.63323,4781.431404,11356.88005,-0.00013719,0.01075202,2.87E-08,9.47E-07,GOOD,188.7820128,31.90672871
SANTA CLARA VALLEY W.D.,Grapes,San Francisco Bay,1588.17341,2182.634114,9.45983331,2.512108519,6454.352671,125.605426,6860.08709,5157.16476,0.13,50,0.312599493,0.249773629,0.332250166,2050.144948,1.057370841,2050.144948,0.17,31.90672871,2018.238219,-4.882352941,0.267459897,0.354606792,0.215744453,0.162188858,8.659137431,0.004843494,798.234925,1588.17341,3989.662264,3.36E-07,0.001688732,2.11E-10,4.23E-07,GOOD,2182.634114,2050.144948
SANTA CLARA VALLEY W.D.,Lettuce,San Francisco Bay,2440.998348,1008,18.9,1.682308346,1600,109.3500425,12500,929,0.25,65,0.083984211,0.048763332,0.656126648,3912.849958,1.198545413,3912.849958,0.17,31.90672871,3880.943229,-4.882352941,0.271196622,0.068183286,0.61491929,0.045700802,18.65057112,0.001638674,61261.11122,2440.998358,4106.510574,-9.91E-06,0.001319333,4.06E-09,3.21E-07,GOOD,1008,3912.849958
SANTA CLARA VALLEY W.D.,Orchards,San Francisco Bay,1763.12762,3477.145422,5.627572715,3.121144607,2788.352815,156.0572304,6764.739016,7123.196497,0.13,50,0.142496355,0.364024786,0.345706127,2735.543145,1.107159095,2735.543145,0.17,31.90672871,2703.636416,-4.882352941,0.092308984,0.675611841,0.113044523,0.119034652,4.475999721,0.004362876,574.4205841,1763.127616,5502.973917,3.72E-06,0.002345365,2.11E-09,4.26E-07,GOOD,3477.145422,2735.543145
SANTA CLARA VALLEY W.D.,Pasture,San Francisco Bay,558.8359285,274.2759113,5,3.305404007,259.6386575,33.05404007,155.463292,667.8592548,0.51,10,0.189326621,0.486998112,0.113362702,255.3643121,1.170302802,255.3643121,0.17,31.90672871,223.4575834,-4.882352941,0.040650114,0.894363551,0.012270998,0.052715337,3.171016478,0.003508694,19378.95465,558.8358624,1847.174328,6.61E-05,0.004189541,1.18E-07,2.27E-06,GOOD,274.2759113,255.3643121
SANTA CLARA VALLEY W.D.,Subtropical,San Francisco Bay,79.79178473,1623.939354,3.019839614,2.432378703,991.2732225,121.6189352,2119.511586,785.4183456,0.13,50,0.202134149,0.160157528,0.432197361,886.2143027,1.162448398,886.2143027,0.17,31.90672871,854.307574,-4.882352941,0.133066319,0.661047714,0.150219696,0.05566627,2.4320976,0.096404758,8.735903143,79.79178471,194.0837571,2.18E-08,8.07E-05,2.73E-10,4.16E-07,GOOD,1623.939354,886.2143027
SANTA CLARA VALLEY W.D.,Truck,San Francisco Bay,4065.011871,815.0818496,17.985083,1.349315785,776.1119396,67.46578925,4304.224316,3491.723999,0.41,50,0.052943262,0.238191489,0.293617021,6019.788673,1.615974307,6019.788673,0.17,31.90672871,5987.881944,-4.882352941,0.456617046,0.019572632,0.289201138,0.234609184,17.92934746,0.000600004,983544.5749,4065.011903,5484.982409,-3.21E-05,0.002274899,7.90E-09,4.15E-07,GOOD,815.0818496,6019.788673
SANTA CLARA VALLEY W.D.,Walnuts,San Francisco Bay,663.1610213,2099.727093,1.587369044,2.505016927,853.071014,125.2508463,298.9127337,910.4089519,0.13,50,0.25594369,0.273146576,0.089681664,1145.398242,1.451025017,1145.398242,0.17,31.90672871,1113.491514,-4.882352941,0.139778795,0.775637703,0.020906832,0.063676669,1.178004738,0.011599457,77.36478442,663.1610207,1661.228858,5.65E-07,0.000725348,8.52E-10,4.37E-07,GOOD,2099.727093,1145.398242
SANTA CLARA VALLEY W.D.,Tomatoes,San Francisco Bay,1044.060318,688.3142088,22.53639409,2.231636364,407.6613283,111.5818182,6370.763807,3076.806144,0.74,50,0.026280181,0.198348523,0.410695875,5545.30717,1.482263962,5545.30717,0.17,31.90672871,5513.400441,-4.882352941,0.283204735,0.267339411,0.303080803,0.146375051,21.17659278,0.001294323,1184329.279,1044.060321,2329.961992,-2.74E-06,0.000979424,2.62E-09,4.20E-07,GOOD,688.3142088,5545.30717
THE WEST SIDE I.D.,Alfalfa,San Joaquin River,264.0698118,290.4258221,6.981811447,4.134965358,571.5529894,206.7482679,305.9903334,377.9325916,1.86,50,0.281872792,0.186385019,0.150905255,565.4741469,1.320687545,565.4741469,0.17,68.61215883,496.8619881,-4.882352941,0.005330553,0.991463115,0.001434528,0.001771804,2.690447431,0.002035956,306534.9587,264.0696999,1091.918112,0.000111936,0.00141194,4.24E-07,1.29E-06,GOOD,290.4258221,565.4741469
THE WEST SIDE I.D.,Almonds,San Joaquin River,2389.591748,4775.762292,1.018616781,4.125499535,1058.3111,206.2749768,455.3980167,1465.658483,0.4,50,0.217550368,0.301286212,0.093613311,1679.029036,1.454344131,1679.029036,0.17,68.61215883,1610.416877,-4.882352941,0.012832728,0.978161305,0.002134919,0.006871048,0.469576695,0.001046204,209388.0078,2389.591662,9858.251227,8.64E-05,0.008418294,3.62E-08,8.54E-07,GOOD,4775.762292,1679.029036
THE WEST SIDE I.D.,Beans Dry,San Joaquin River,141.5479626,1593.773361,1.285477627,2.212101358,174.4872303,110.6050679,145.5634062,1032.584352,1.68,50,0.085167238,0.504004546,0.071049516,585.5199417,1.333479076,585.5199417,0.17,68.61215883,516.9077828,-4.882352941,0.10447712,0.733564561,0.020010397,0.141947922,0.991633901,0.004205204,90663.09214,141.5480312,313.1183361,-6.86E-05,0.000104185,4.85E-07,3.33E-07,GOOD,1593.773361,585.5199417
THE WEST SIDE I.D.,Field and Grain,San Joaquin River,1312.516371,194.8087562,3.454627792,2.917058441,127.4152527,72.92646103,76.29216244,327.7457083,0.74,25,0.189326621,0.486998112,0.113362702,68.61215883,1.060499947,68.61215883,0.17,68.61215883,0,-4.882352941,0.013823801,0.957683556,0.005380103,0.02311254,1.850487538,0.001029588,32038.59287,1312.516654,3828.681064,-0.000283021,0.005895316,2.16E-07,1.54E-06,GOOD,194.8087562,68.61215883
THE WEST SIDE I.D.,Orchards,San Joaquin River,10.9171026,4762.917744,3.247388671,3.445837194,2203.997553,172.2918597,5347.052266,5630.387791,0.13,50,0.142496355,0.364024786,0.345706127,2113.315653,1.103101512,2113.315653,0.17,68.61215883,2044.703494,-4.882352941,0.049250913,0.825520982,0.060997939,0.064230165,2.276276862,0.704610735,2.751567265,10.91710257,37.61853142,2.82E-08,2.68E-05,2.59E-09,7.12E-07,GOOD,4762.917744,2113.315653
THE WEST SIDE I.D.,Pasture,San Joaquin River,204.5386343,226.9343417,5,4.600187047,214.8235605,46.00187047,128.6294508,552.5829798,0.51,10,0.189326621,0.486998112,0.113362702,192.6338469,1.14712982,192.6338469,0.17,68.61215883,124.0216881,-4.882352941,0.005075434,0.986439143,0.001602254,0.006883169,2.089814959,0.009586376,4974.954584,204.5385263,940.9116543,0.000107958,0.004321804,5.28E-07,4.59E-06,GOOD,226.9343417,192.6338469
THE WEST SIDE I.D.,Truck,San Joaquin River,60.51112682,690.3355797,21.20927139,2.667732673,775.1695468,133.3866337,4298.997918,3487.484178,0.41,50,0.052943262,0.238191489,0.293617021,5946.476384,1.603707682,5946.476384,0.17,68.61215883,5877.864225,-4.882352941,0.21990558,0.525351626,0.140646152,0.114096642,18.24124919,0.04030704,14400.71286,60.51112717,161.4273865,-3.53E-07,0.000123562,5.83E-09,7.65E-07,GOOD,690.3355797,5946.476384
