g,i,hr,xland,p,y,xwater,omegaland,omegawater_x,omegasupply,omegalabor,theta,omegawater,sigma,CS_land,CS_labor,CS_supply,mprof_init,f_adjustment,mprof,xland_lp,lambdacrop,lambdaland,lambdawater,rho,betaland,betawater,betasupply,betalabor,tau,gamma,delta,omega_suppl_unit,omega_labor_unit,xsupply_base,xlabor_base,xlandcalib,xwatercalib,xsuppcalib,xlaborcalib,diffland,diffwater,percdiffland,percdiffwater,status,pc,pimarginal
PANOCHE W.D.,Pistachios,San Joaquin River,10136.33739,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,10146.47383,2693.777716,2.98E-08,23.47213017,-1.5,0.515443905,0.23844131,0.041310576,0.204804209,1.212764318,0.000246637,1497751.708,360.6739901,1788.102657,10136.33739,10136.33739,10140.40048,38634.92584,10140.40048,10140.40048,-4.063093617,-15.48038668,0.000400844,0.000400844,GOOD,4897.401316,2783.206532
PANOCHE W.D.,Safflower,San Joaquin River,225.1059234,575.1459791,1.245291589,2.41,140.0879779,24.1,80.89587456,303.8527971,0.74,10,0.4,0.195592287,0.424242424,0.112947658,167.2878007,1.242617932,167.2878007,225.3310316,110.7199669,2.98E-08,23.47213017,-1.5,0.267568064,0.321972622,0.086301702,0.324157612,1.040796462,0.00600318,10816.21963,80.89587456,303.8527971,225.1059234,225.1059234,224.8808152,541.9627647,224.8808152,224.8808152,0.225108172,0.542510695,0.00100001,0.00100001,GOOD,575.1459791,167.2878007
PANOCHE W.D.,Subtropical,San Joaquin River,164.763964,950.3385633,4.405405823,3.25,846.2602958,162.5,1809.44916,670.5198364,0.13,50,0.4,0.202134149,0.160157528,0.432197361,697.8977484,1.142898607,697.8977484,164.9287296,621.6133253,2.98E-08,23.47213017,-1.5,0.274528717,0.261655669,0.338411801,0.125403814,3.742497454,0.046686833,14.34721037,1809.44916,670.5198364,164.763964,164.763964,164.6376276,535.0722896,164.6376276,164.6376276,0.126336442,0.410593438,0.000766772,0.000766772,GOOD,950.3385633,697.8977484
PANOCHE W.D.,Tomatoes,San Joaquin River,3508.747809,99.69467136,46.73447582,2.38,396.8321367,119,961.6082333,2531.592592,0.74,50,0.4,0.085172131,0.543356034,0.206390095,650.1452461,1.106828659,650.1452461,3512.256592,594.2815762,2.98E-08,23.47213017,-1.5,0.193336779,0.125243737,0.187581138,0.493838346,43.85013346,0.000385138,666228.0661,961.6082333,2531.592592,3508.747809,3508.747809,3505.239026,8342.468882,3505.239026,3505.239026,3.508782861,8.35090321,0.00100001,0.00100001,GOOD,99.69467136,650.1452461
PANOCHE W.D.,Truck,San Joaquin River,33.66395977,690.3355797,21.20927139,2.67,775.1695529,133.5,4298.997922,3487.484185,0.41,50,0.4,0.052943262,0.238191489,0.293617021,5946.363,1.60368677,5946.363,33.69762407,5883.692413,2.98E-08,23.47213017,-1.5,0.435185597,0.055933924,0.280958216,0.227922263,20.59520352,0.072452094,8018.520323,4298.997922,3487.484185,33.66395977,33.66395977,33.63029547,89.79288892,33.63029547,33.63029547,0.033664296,0.089883669,0.00100001,0.00100001,GOOD,690.3355797,5946.363
PATTERSON W.D.,Alfalfa,San Joaquin River,1507.844487,290.4258221,6.981811447,4.13,571.5529897,41.3,305.9903326,377.9325908,1.86,10,0.4,0.281872792,0.186385019,0.150905255,730.9224161,1.489186564,730.9224161,1509.352347,633.9825185,2.36E-08,23.47213017,-1.5,0.395292942,0.380449952,0.100333684,0.123923422,5.318588377,0.000356558,1974957.919,305.9903326,377.9325908,1507.844487,1507.844487,1509.090718,6232.544666,1509.090718,1509.090718,-1.246231154,-5.146934666,0.000826498,0.000826498,GOOD,290.4258221,730.9224161
PATTERSON W.D.,Almonds,San Joaquin River,4405.788463,4775.762292,1.018616781,4.13,1058.311098,206.5,455.3980167,1465.658482,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1678.804016,1.454241409,1678.804016,4410.194296,1581.864118,2.36E-08,23.47213017,-1.5,0.371434592,0.358300453,0.064067936,0.206197019,0.791066349,0.000567435,381926.8385,455.3980167,1465.658482,4405.788463,4405.788463,4406.146075,18197.38329,4406.146075,4406.146075,-0.357612288,-1.476938748,8.12E-05,8.12E-05,GOOD,4775.762292,1678.804016
PATTERSON W.D.,Beans Dry,San Joaquin River,42.99670708,1593.773361,1.285477627,2.21,174.4872294,110.5,145.5634067,1032.584353,1.68,50,0.4,0.085167238,0.504004546,0.071049516,585.625009,1.333574833,585.625009,43.03970422,533.7516013,2.36E-08,23.47213017,-1.5,0.292679011,0.220452567,0.060153937,0.426714484,1.15044663,0.013843807,28210.81234,145.5634067,1032.584353,42.99670708,42.99670708,42.95370994,94.92769898,42.95370994,42.95370994,0.042997137,0.095023672,0.00100001,0.00100001,GOOD,1593.773361,585.625009
PATTERSON W.D.,Corn,San Joaquin River,1189.649435,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,1190.839096,342.0725678,2.36E-08,23.47213017,-1.5,0.210169807,0.273412967,0.069921042,0.446496184,21.7271107,0.002801946,6550.949455,171.1787431,1093.099489,1189.649435,1189.649435,1188.459774,2876.072652,1188.459774,1188.459774,1.18966132,2.878980393,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
PATTERSON W.D.,Cucurbits,San Joaquin River,202.1898291,384.0603914,14.86947686,2.3,267.5771745,115,3732.550159,1306.069593,0.05,50,0.4,0.046854775,0.228702604,0.653597591,289.5801763,1.003253601,289.5801763,202.392021,235.5942769,2.36E-08,23.47213017,-1.5,0.082066904,0.096137821,0.608776259,0.213019016,14.18166425,0.098916944,1.05E-05,3732.550159,1306.069593,202.1898291,202.1898291,201.9876373,464.5715657,201.9876373,201.9876373,0.202191849,0.465041252,0.00100001,0.00100001,GOOD,384.0603914,289.5801763
PATTERSON W.D.,Field and Grain,San Joaquin River,346.032142,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,333.3528957,5.91E-09,2.36E-08,23.47213017,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.003905277,8446.662561,76.29216237,327.7457084,346.032142,346.032142,345.6861064,1009.403431,345.6861064,345.6861064,0.346035599,1.010423948,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
PATTERSON W.D.,Grapes,San Joaquin River,18.49255497,1686.199914,10.80135885,3.1,5693.452825,155,6051.355455,4549.189642,0.13,50,0.4,0.312599493,0.249773629,0.332250166,1764.252442,1.05452945,1764.252442,18.51104771,1691.488838,2.36E-08,23.47213017,-1.5,0.384059364,0.064651433,0.314705225,0.236583978,10.41767711,0.415967815,8.101408956,6051.355455,4549.189642,18.49255497,18.49255497,18.4848469,57.30302539,18.4848469,18.4848469,0.007708072,0.023895022,0.00041682,0.00041682,GOOD,1686.199914,1764.252442
PATTERSON W.D.,Orchards,San Joaquin River,679.0234821,4762.917744,3.247388671,3.45,2203.997556,172.5,5347.052259,5630.387794,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2113.107514,1.103084318,2113.107514,679.7025124,2032.128665,2.36E-08,23.47213017,-1.5,0.251583085,0.09646792,0.317560864,0.334388131,3.068651271,0.011328486,170.6358396,5347.052259,5630.387794,679.0234821,679.0234821,678.7014618,2341.520043,678.7014618,678.7014618,0.322020289,1.110969996,0.00047424,0.00047424,GOOD,4762.917744,2113.107514
PATTERSON W.D.,Pasture,San Joaquin River,274.3191549,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,274.5934768,84.6639192,2.36E-08,23.47213017,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.007147821,5897.217871,128.6294506,552.5829799,274.3191549,274.3191549,274.5934768,1263.129993,274.5934768,274.5934768,-0.274321901,-1.261880743,0.00100001,0.00100001,GOOD,226.9343417,192.635718
PATTERSON W.D.,Pistachios,San Joaquin River,14.56268422,4897.401316,1.414819371,3.81,1806.45507,190.5,360.6739901,1788.102657,0.4,50,0.4,0.260711671,0.25806301,0.052053284,2783.206532,1.591754908,2783.206532,14.57724705,2693.777716,2.36E-08,23.47213017,-1.5,0.515443905,0.23844131,0.041310576,0.204804209,1.212764318,0.171671648,2151.791553,360.6739901,1788.102657,14.56268422,14.56268422,14.55364846,55.44940063,14.55364846,14.55364846,0.009035761,0.03442625,0.000620474,0.000620474,GOOD,4897.401316,2783.206532
PATTERSON W.D.,Subtropical,San Joaquin River,37.20244494,950.3385633,4.405405823,3.25,846.2602958,162.5,1809.44916,670.5198364,0.13,50,0.4,0.202134149,0.160157528,0.432197361,697.8977484,1.142898607,697.8977484,37.23964776,621.6133253,2.36E-08,23.47213017,-1.5,0.274528717,0.261655669,0.338411801,0.125403814,3.742497454,0.206768875,3.239490547,1809.44916,670.5198364,37.20244494,37.20244494,37.16524212,120.7870369,37.16524212,37.16524212,0.037202816,0.120909153,0.00100001,0.00100001,GOOD,950.3385633,697.8977484
PATTERSON W.D.,Tomatoes,San Joaquin River,537.8733273,99.69467136,46.73447582,2.38,396.8321367,119,961.6082333,2531.592592,0.74,50,0.4,0.085172131,0.543356034,0.206390095,650.1452461,1.106828659,650.1452461,538.411206,594.2815762,2.36E-08,23.47213017,-1.5,0.193336779,0.125243737,0.187581138,0.493838346,43.85013346,0.002512397,102129.3995,961.6082333,2531.592592,537.8733273,537.8733273,537.3354486,1278.858368,537.3354486,537.3354486,0.537878701,1.280151307,0.00100001,0.00100001,GOOD,99.69467136,650.1452461
PATTERSON W.D.,Walnuts,San Joaquin River,816.6580253,1802.497789,1.658526763,4.95,765.1413122,247.5,268.1025111,816.5691828,0.13,50,0.4,0.25594369,0.273146576,0.089681664,892.1778172,1.35751512,892.1778172,817.4746915,775.9907728,2.36E-08,23.47213017,-1.5,0.232409399,0.604017407,0.040431021,0.123142173,0.975131497,0.009419252,74.66149207,268.1025111,816.5691828,816.6580253,816.6580253,817.4746915,4046.499723,817.4746915,817.4746915,-0.8166662,-4.042497689,0.00100001,0.00100001,GOOD,1802.497789,892.1778172
PLEASANT VALLEY W.D.,Alfalfa,Tulare Lake,82.24043533,279.620574,8.447932227,4.52,665.8443232,45.2,356.4707553,440.2816094,1.86,10,0.4,0.281872792,0.186385019,0.150905255,854.4189705,1.492064027,854.4189705,82.32267659,743.6640784,1.81E-07,24.50329468,-1.5,0.380440999,0.404507239,0.09621517,0.118836592,6.258110297,0.006537349,125943.0936,356.4707553,440.2816094,82.24043533,82.24043533,82.32267659,372.0984982,82.32267659,82.32267659,-0.082241258,-0.371730488,0.00100001,0.00100001,GOOD,279.620574,854.4189705
PLEASANT VALLEY W.D.,Field and Grain,Tulare Lake,5207.275974,289.315121,2.652255461,3.26,145.2774366,81.5,86.98746477,373.6919674,0.74,25,0.4,0.189326621,0.486998112,0.113362702,79.88074085,1.063045198,79.88074085,5194.201996,5.96E-08,1.81E-07,24.50329468,-1.5,0.093374523,0.610531858,0.055909666,0.240183953,1.655616806,0.000259512,144929.2511,86.98746477,373.6919674,5207.275974,5207.275974,5202.068646,16958.74379,5202.068646,5202.068646,5.207327994,16.97588926,0.00100001,0.00100001,GOOD,289.315121,79.88074085
PLEASANT VALLEY W.D.,Onions and Garlic,Tulare Lake,352.0417019,2408.610949,10.63434095,1.25,4112.52293,62.5,7170.237324,10684.66196,0.41,50,0.4,0.160557684,0.417141646,0.279934415,3584.067834,1.107324665,3584.067834,352.3937471,3553.438715,1.81E-07,24.50329468,-1.5,0.2988561,0.005073948,0.279530378,0.416539574,10.62410594,0.006928226,96536.10602,7170.237324,10684.66196,352.0417019,352.0417019,351.6896567,439.6120709,351.6896567,351.6896567,0.352045219,0.440056523,0.00100001,0.00100001,GOOD,2408.610949,3584.067834
PLEASANT VALLEY W.D.,Pasture,Tulare Lake,129.0243946,242.4206904,4.903405501,4.77,225.0500826,47.7,134.7527641,578.888299,0.51,10,0.4,0.189326621,0.486998112,0.113362702,202.2958012,1.147701712,202.2958012,129.1534203,85.41508541,1.81E-07,24.50329468,-1.5,0.113363013,0.626058638,0.049203521,0.211374829,2.810919902,0.015197005,2875.392138,134.7527641,578.888299,129.0243946,129.0243946,129.1534203,616.0618148,129.1534203,129.1534203,-0.129025686,-0.615452522,0.00100001,0.00100001,GOOD,242.4206904,202.2958012
PLEASANT VALLEY W.D.,Pistachios,Tulare Lake,10408.81819,5088.640658,1.460333567,3.82,1937.377827,191,386.8138227,1917.695323,0.4,50,0.4,0.260711671,0.258063009,0.052053284,2998.225791,1.59653298,2998.225791,10419.22711,2904.623205,1.81E-07,24.50329468,-1.5,0.522252033,0.229186561,0.041721244,0.206840163,1.260060729,0.000240181,1654817.432,386.8138227,1917.695323,10408.81819,10408.81819,10414.82372,39784.62661,10414.82372,10414.82372,-6.005531029,-22.94112853,0.000576966,0.000576966,GOOD,5088.640658,2998.225791
PLEASANT VALLEY W.D.,Subtropical,Tulare Lake,5.076625273,1157.720607,15.10914155,3.61,3535.763797,180.5,7560.067348,2801.501824,0.13,50,0.4,0.202134149,0.160157528,0.432197361,3414.331558,1.183364254,3414.331558,5.081701949,3325.874664,1.81E-07,24.50329468,-1.5,0.3598513,0.096747272,0.396479657,0.146921771,14.26479896,1.515240397,2.066424333,7560.067348,2801.501824,5.076625273,5.076625273,5.076802561,18.32725725,5.076802561,5.076802561,-0.000177288,-0.00064001,3.49E-05,3.49E-05,GOOD,1157.720607,3414.331558
PLEASANT VALLEY W.D.,Tomatoes,Tulare Lake,533.1182668,97.3922824,54.70338716,2.22,453.7705173,111,1099.581977,2894.831275,0.74,50,0.4,0.085172131,0.543356034,0.206390095,768.5039612,1.112915945,768.5039612,533.6513904,714.1066469,1.81E-07,24.50329468,-1.5,0.204554137,0.095822835,0.192592209,0.507030818,52.23730869,0.002534806,119280.1056,1099.581977,2894.831275,533.1182668,533.1182668,532.5851432,1182.339018,532.5851432,532.5851432,0.533123593,1.183534376,0.00100001,0.00100001,GOOD,97.3922824,768.5039612
PLEASANT VALLEY W.D.,Truck,Tulare Lake,124.3772141,1282.087936,19.71342086,1.85,1338.105966,92.5,7420.976155,6020.132467,0.41,50,0.4,0.052943262,0.238191489,0.293617021,10402.62447,1.618562471,10402.62447,124.5015926,10357.29338,1.81E-07,24.50329468,-1.5,0.458943161,0.013609703,0.291209061,0.236238075,19.60549282,0.019609897,52033.72331,7420.976155,6020.132467,124.3772141,124.3772141,124.2528356,229.8677459,124.2528356,124.2528356,0.124378456,0.230100144,0.00100001,0.00100001,GOOD,1282.087936,10402.62447
SAN BENITO CO. W.D.,Berries,Central Coast,58.94612018,3173.779594,32.91702622,1.42,4726.112738,71,43531.43091,40464.20104,0.25,50,0.4,0.045238346,0.387323291,0.416682812,15678.64142,1.12054829,15678.64142,59.00506689,15642.14684,48.65944977,1.95E-08,-1.5,0.195316113,0.001149314,0.416438438,0.387096135,32.9067092,0.06785858,5497.575815,43531.43091,40464.20104,58.94612018,58.94612018,58.94607127,83.7034212,58.93207023,58.93207023,4.89E-05,6.95E-05,8.30E-07,8.30E-07,GOOD,3173.779594,15678.64142
SAN BENITO CO. W.D.,Corn,Central Coast,66.93662324,526.0114442,13.71643442,2.27,635.9429352,113.5,631.2209481,4030.800103,0.3,50,0.4,0.088141761,0.558669338,0.087487293,1803.537492,1.269791317,1803.537492,67.00356053,1767.042905,48.65944977,1.95E-08,-1.5,0.326805528,0.051744763,0.084142064,0.537307644,13.37953759,0.049798349,1721.424553,631.2209481,4030.800103,66.93662324,66.93662324,66.93611085,151.9449716,66.80903347,66.80903347,0.000512392,0.001163129,7.65E-06,7.65E-06,GOOD,526.0114442,1803.537492
SAN BENITO CO. W.D.,Cucurbits,Central Coast,239.732704,711.6013188,16.77063156,1.66,559.165047,83,7800.035966,2729.337683,0.05,50,0.4,0.046854775,0.228702604,0.653597591,762.4648392,1.017381577,762.4648392,239.9724391,725.9702518,48.65944977,1.95E-08,-1.5,0.110773988,0.014743107,0.647806635,0.22667627,16.68275214,0.083426248,3.18E-05,7800.035966,2729.337683,239.732704,239.732704,239.7322345,397.9555093,238.9080037,238.9080037,0.000469479,0.000779335,1.96E-06,1.96E-06,GOOD,711.6013188,762.4648392
SAN BENITO CO. W.D.,Field and Grain,Central Coast,3129.446081,255.5234925,2.245253001,2.88,108.619501,72,65.03786991,279.3980676,0.74,25,0.4,0.189326621,0.486998112,0.113362702,48.65944985,1.040642743,48.65944985,3113.50463,12.16486246,48.65944977,1.95E-08,-1.5,0.195712018,0.406455502,0.075120434,0.322712046,1.730608358,0.000431818,72414.48942,65.03786991,279.3980676,3129.446081,3129.446081,3129.527679,9013.039716,3065.867319,3065.867319,-0.081598077,-0.235002462,2.61E-05,2.61E-05,GOOD,255.5234925,48.65944985
SAN BENITO CO. W.D.,Grapes,Central Coast,162.5060611,1828.539429,9.7576058,2.46,2359.617613,123,7755.875763,5387.354353,0.13,50,0.4,0.132249498,0.30194507,0.434693599,2216.319209,1.087463556,2216.319209,162.6685688,2179.824622,48.65944977,1.95E-08,-1.5,0.252011665,0.02606726,0.426008684,0.295912391,9.63157718,0.047335513,43.76113991,7755.875763,5387.354353,162.5060611,162.5060611,162.5057626,399.764176,162.3378494,162.3378494,0.000298492,0.00073429,1.84E-06,1.84E-06,GOOD,1828.539429,2216.319209
SAN BENITO CO. W.D.,Lettuce,Central Coast,8320.721698,1008,18.9,1.37,1600,89.05,12500,929,0.25,65,0.4,0.083984211,0.048763332,0.656126648,3933.15,1.200154782,3933.15,8329.042503,3896.655413,48.65944977,1.95E-08,-1.5,0.290070766,0.007469517,0.653864507,0.04859521,18.86455991,0.000480728,209421.6559,12500,929,8320.721698,8320.721698,8320.697075,11399.35499,8313.508692,8313.508692,0.024623086,0.033733628,2.96E-06,2.96E-06,GOOD,1008,3933.15
SAN BENITO CO. W.D.,Onions and Garlic,Central Coast,238.1333259,1427.738608,20.08290673,1.59,4603.693171,79.5,8026.59904,11960.76135,0.41,50,0.4,0.160557684,0.417141646,0.279934415,4002.587738,1.106896671,4002.587738,238.3714616,3966.093151,48.65944977,1.95E-08,-1.5,0.299613656,0.005541093,0.279038558,0.415806693,20.04570483,0.010242264,72999.38374,8026.59904,11960.76135,238.1333259,238.1333259,238.1325695,378.6307855,237.9993196,237.9993196,0.000756421,0.001202709,3.18E-06,3.18E-06,GOOD,1427.738608,4002.587738
SAN BENITO CO. W.D.,Orchards,Central Coast,1081.168878,1190.158285,14.43863271,2.72,2448.694182,136,5940.703393,6255.495971,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2403.364798,1.107237548,2403.364798,1082.250058,2366.87021,48.65944977,1.95E-08,-1.5,0.275273526,0.034525753,0.336193075,0.354007646,14.17921152,0.007114807,308.8568934,5940.703393,6255.495971,1081.168878,1081.168878,1081.166994,2940.774222,1080.114456,1080.114456,0.001884484,0.005125797,1.74E-06,1.74E-06,GOOD,1190.158285,2403.364798
SAN BENITO CO. W.D.,Pasture,Central Coast,739.1398811,207.2507842,4.78638378,4.19,187.8085604,41.9,112.4537362,483.0932599,0.51,10,0.4,0.189326621,0.486998112,0.113362702,166.7262354,1.144790309,166.7262354,739.8790284,130.231648,48.65944977,1.95E-08,-1.5,0.277464126,0.271913891,0.085088374,0.365533609,3.985380936,0.002652792,16874.11612,112.4537362,483.0932599,739.1398811,739.1398811,739.1096864,3096.869586,730.2597601,730.2597601,0.030194675,0.126515687,4.09E-05,4.09E-05,GOOD,207.2507842,166.7262354
SAN BENITO CO. W.D.,Subtropical,Central Coast,53.92693115,2833.550317,6.019821828,2.61,3447.896795,130.5,7372.19268,2731.881912,0.13,50,0.4,0.202134149,0.160157528,0.432197361,3374.996662,1.187300686,3374.996662,53.98085862,3338.502075,48.65944977,1.95E-08,-1.5,0.390811545,0.031462732,0.421523545,0.156202177,5.923110919,0.142643157,21.71009163,7372.19268,2731.881912,53.92693115,53.92693115,53.92686271,140.7491117,53.88917895,53.88917895,6.84E-05,0.000178621,1.27E-06,1.27E-06,GOOD,2833.550317,3374.996662
SAN BENITO CO. W.D.,Tomatoes,Central Coast,356.0238036,1384.386105,17.43992832,2.09,646.4483125,104.5,13853.9945,5210.873416,1.06,50,0.4,0.026775148,0.215828402,0.573816568,4327.77821,1.160381142,4327.77821,356.379831,4291.283623,48.65944977,1.95E-08,-1.5,0.204637034,0.012957869,0.568555521,0.213849576,17.33898767,0.002649812,725438.5566,13853.9945,5210.873416,356.0238036,356.0238036,356.0188987,744.0794983,355.6784952,355.6784952,0.004904873,0.010251184,1.38E-05,1.38E-05,GOOD,1384.386105,4327.77821
SAN BENITO CO. W.D.,Truck,Central Coast,3540.356805,1187.253943,17.43634578,1.09,1095.998079,54.5,6078.274679,4930.890219,0.41,50,0.4,0.052943262,0.238191489,0.293617021,8541.707302,1.621392861,8541.707302,3543.897197,8505.212714,48.65944977,1.95E-08,-1.5,0.465703599,0.002993122,0.293338078,0.237965202,17.43212655,0.000688921,1215911.766,6078.274679,4930.890219,3540.356805,3540.356805,3540.346654,3858.977853,3538.571029,3538.571029,0.010151103,0.011064702,2.87E-06,2.87E-06,GOOD,1187.253943,8541.707302
SAN BENITO CO. W.D.,Walnuts,Central Coast,1083.799025,2279.333378,0.866689676,2.03,505.610286,101.5,177.1638586,539.5941522,0.13,50,0.4,0.25594369,0.273146576,0.089681664,651.6064101,1.421141731,651.6064101,1084.882835,615.1118227,48.65944977,1.95E-08,-1.5,0.536485294,0.134682659,0.081278693,0.247553354,0.814997794,0.007097541,72.05485754,177.1638586,539.5941522,1083.799025,1083.799025,1083.791439,2200.096622,1079.632738,1079.632738,0.007585724,0.015399021,7.00E-06,7.00E-06,GOOD,2279.333378,651.6064101
SAN LUIS W.D.,Alfalfa,San Joaquin River,340.1407355,290.4258221,6.981811447,4.13,571.5529897,41.3,305.9903326,377.9325908,1.86,10,0.4,0.281872792,0.186385019,0.150905255,730.9224161,1.489186564,730.9224161,340.4808796,633.9825185,1.84E-08,23.47213017,-1.5,0.395292942,0.380449952,0.100333684,0.123923422,5.318588377,0.001580623,445512.5479,305.9903326,377.9325908,340.1407355,340.1407355,340.4808796,1406.186033,340.4808796,340.4808796,-0.34014414,-1.404795297,0.00100001,0.00100001,GOOD,290.4258221,730.9224161
SAN LUIS W.D.,Almonds,San Joaquin River,16553.73403,4775.762292,1.018616781,4.13,1058.311098,206.5,455.3980167,1465.658482,0.4,50,0.4,0.217550368,0.301286212,0.093613311,1678.804016,1.454241409,1678.804016,16570.28786,1581.864118,1.84E-08,23.47213017,-1.5,0.371434592,0.358300453,0.064067936,0.206197019,0.791066349,0.000151023,1435002.011,455.3980167,1465.658482,16553.73403,16553.73403,16564.36119,68410.81172,16564.36119,16564.36119,-10.62716246,-43.89018097,0.00064198,0.00064198,GOOD,4775.762292,1678.804016
SAN LUIS W.D.,Corn,San Joaquin River,1079.624162,77.55530093,25.22861255,2.42,172.4592834,121,171.1787431,1093.099489,0.3,50,0.4,0.088141761,0.558669339,0.087487293,398.8751229,1.196248142,398.8751229,1080.703797,342.0725678,1.84E-08,23.47213017,-1.5,0.210169807,0.273412967,0.069921042,0.446496184,21.7271107,0.003087494,5945.081894,171.1787431,1093.099489,1079.624162,1079.624162,1078.544527,2610.077755,1078.544527,1078.544527,1.079634947,2.612716573,0.00100001,0.00100001,GOOD,77.55530093,398.8751229
SAN LUIS W.D.,Cotton,San Joaquin River,1275.056641,3399.208415,0.729719844,3.63,368.4467917,181.5,194.0424094,1104.405231,0.68,50,0.4,0.148539114,0.445240339,0.078228087,632.0754022,1.27805634,632.0754022,1276.33171,546.8715697,1.84E-08,23.47213017,-1.5,0.225541714,0.454510475,0.047813591,0.272134221,0.525551473,0.001153351,182365.3015,194.0424094,1104.405231,1275.056641,1275.056641,1273.781572,4623.827105,1273.781572,1273.781572,1.275069378,4.628501844,0.00100001,0.00100001,GOOD,3399.208415,632.0754022
SAN LUIS W.D.,Cucurbits,San Joaquin River,691.3802151,384.0603914,14.86947686,2.3,267.5771745,115,3732.550159,1306.069593,0.05,50,0.4,0.046854775,0.228702604,0.653597591,289.5801763,1.003253601,289.5801763,692.0716022,235.5942769,1.84E-08,23.47213017,-1.5,0.082066904,0.096137821,0.608776259,0.213019016,14.18166425,0.028927643,3.59E-05,3732.550159,1306.069593,691.3802151,691.3802151,690.688828,1588.584304,690.688828,690.688828,0.691387122,1.59019038,0.00100001,0.00100001,GOOD,384.0603914,289.5801763
SAN LUIS W.D.,Field and Grain,San Joaquin River,3912.822766,194.8087562,3.454627792,2.92,127.4152524,73,76.29216237,327.7457084,0.74,25,0.4,0.189326621,0.486998112,0.113362702,68.53862012,1.060370925,68.53862012,3877.181136,4.60E-09,1.84E-08,23.47213017,-1.5,0.102946171,0.570608205,0.061640862,0.264804762,2.301443258,0.000345365,95512.20697,76.29216237,327.7457084,3912.822766,3912.822766,3908.909904,11414.01692,3908.909904,3908.909904,3.912861855,11.42555662,0.00100001,0.00100001,GOOD,194.8087562,68.53862012
SAN LUIS W.D.,Grapes,San Joaquin River,91.66181045,1686.199914,10.80135885,3.1,5693.452825,155,6051.355455,4549.189642,0.13,50,0.4,0.312599493,0.249773629,0.332250166,1764.252442,1.05452945,1764.252442,91.75347318,1691.488838,1.84E-08,23.47213017,-1.5,0.384059364,0.064651433,0.314705225,0.236583978,10.41767711,0.08392053,40.15615005,6051.355455,4549.189642,91.66181045,91.66181045,91.62959979,284.0517593,91.62959979,91.62959979,0.032210662,0.099853053,0.000351408,0.000351408,GOOD,1686.199914,1764.252442
SAN LUIS W.D.,Onions and Garlic,San Joaquin River,42.01553528,1579.216395,6.547714821,1.48,1660.207976,74,2894.594244,4313.352488,0.41,50,0.4,0.160557684,0.417141646,0.279934415,1398.103887,1.101285501,1398.103887,42.05755124,1363.365134,1.84E-08,23.47213017,-1.5,0.289966917,0.018776079,0.277597577,0.413659428,6.511224559,0.058050537,4544.220515,2894.594244,4313.352488,42.01553528,42.01553528,41.97351933,62.1208086,41.97351932,41.97351932,0.042015955,0.062183613,0.00100001,0.00100001,GOOD,1579.216395,1398.103887
SAN LUIS W.D.,Orchards,San Joaquin River,937.3376077,4762.917744,3.247388671,3.45,2203.997556,172.5,5347.052259,5630.387794,0.13,50,0.4,0.142496355,0.364024786,0.345706127,2113.107514,1.103084318,2113.107514,938.2749547,2032.128665,1.84E-08,23.47213017,-1.5,0.251583085,0.09646792,0.317560864,0.334388131,3.068651271,0.00820655,235.5491289,5347.052259,5630.387794,937.3376077,937.3376077,937.0000013,3232.650005,937.0000013,937.0000013,0.337606395,1.164742062,0.000360176,0.000360176,GOOD,4762.917744,2113.107514
SAN LUIS W.D.,Pasture,San Joaquin River,63.69698389,226.9343417,5,4.6,214.82356,46,128.6294506,552.5829799,0.51,10,0.4,0.189326621,0.486998112,0.113362702,192.635718,1.147132098,192.635718,63.76068151,84.6639192,1.84E-08,23.47213017,-1.5,0.119805994,0.607684008,0.051456506,0.221053492,2.953135717,0.030783001,1369.335626,128.6294506,552.5829799,63.69698389,63.69698389,63.76068151,293.299135,63.76068151,63.76068151,-0.063697621,-0.293009058,0.00100001,0.00100001,GOOD,226.9343417,192.635718
